Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,TermlySessionsAuthorised,TermlySessionsUnauthorised,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
200862,49045f3b-19d6-462d-a55a-7fb979bd0750,,,,,,F,,C,2015-09-03 00:00:00,11,126,,,,,,,,,,,,,,
253079,ece14639-91b2-4371-9d9f-3026456b37c1,,,,,,M,,C,2016-06-15 00:00:00,9,118,,,13,,,,,,,2,,,,
203361,449595e2-d0e1-4f6b-94de-2eb4ddf53e8e,,,,,,F,,Leaver,2013-09-04 00:00:00,Leaver,130,,,3,2,,,,,,,,,,
202791,1a68f5a1-250f-406e-bb40-45e96c76d9ce,,,,,,F,,Leaver,2013-09-05 00:00:00,10,132,,,3,,,,,,,,,,,
185099,a7bf7d2a-a78c-4088-8a57-bba412b25004,,,,,,F,,C,2012-09-04 00:00:00,7,129,,,,2,,,,,,3,,,,
163867,987f5900-c782-4bb4-8445-5d12de285e06,,,,,,M,,C,2015-09-01 00:00:00,10,136,,,,,,,,,,,,,,
181340,4ce30d59-bb41-4200-b1f7-665e5f2c5f07,,,,,,F,,Leaver,2014-09-02 00:00:00,Leaver,137,,,,2,2,,,,,3,,,,
163980,7747ba9d-3a67-4a59-913c-442d9f217102,,,,,,M,,C,2015-09-01 00:00:00,9,131,,,6,,,,,,,,,,,
229716,e75496f6-9c00-45ce-9a4c-0082a6711658,,,,,,M,,C,2015-09-03 00:00:00,7,134,,,8,,,,,,,3,,,,
224189,c63ac026-d50f-48bb-b1a3-fb58f6e0a857,,,,,,F,,C,2016-09-01 00:00:00,12,141,,,,,,,,,,,,,,
178712,cd54da43-ce3d-4320-a79e-8d795eb62d75,,,,,,M,,C,2016-09-05 00:00:00,10,113,,,9,,2,,,,,,,,,
229316,642f8a34-b51b-4e0c-9597-0f61a32cb8aa,,,,,,F,,C,2013-09-05 00:00:00,8,141,,,11,1,,,,,,2,,,,
159765,01f2b299-7365-46c1-8ddf-36e61f6bb676,,,,,,F,,Leaver,2012-09-06 00:00:00,8,126,,,,,,,,,,,,,,
257014,12d56a8f-bda9-4371-aebe-9386d925f304,,,,,,F,,Leaver,2016-09-01 00:00:00,7,121,,,7,1,2,,,,,,,,3,
169369,ff1d39d2-2a90-4f19-8f47-a58ce39ed5d8,,,,,,M,,C,2016-09-05 00:00:00,8,125,,,8,,,,,,,,,,,
149734,fc45f038-a660-4389-90a4-a546dbc53614,,,,,,F,,C,2016-09-02 00:00:00,9,143,,,4,,,,,,,,,,,
176626,bbf177dc-b3c4-4a00-b943-73b11afff66b,,,,,,F,,C,2015-09-01 00:00:00,11,120,,,12,2,,,,,,,,,,
185259,df38472b-acec-4d5c-bc79-ef8a24edda85,,,,,,M,,Leaver,2013-09-04 00:00:00,8,143,,,5,1,,,,,,4,,,,
162349,5c8b5cc6-0182-4094-a1c8-c0b2e895b514,,,,,,M,,C,2013-09-03 00:00:00,9,133,,,5,,,,,,,3,,,,
211498,adf2780e-daa6-481e-8816-3d616c115950,,,,,,F,,C,2016-09-05 00:00:00,9,144,,,4,1,,,,,,,,,,
213987,8f7a6568-a892-4d73-bdfe-eec731ee07f0,,,,,,F,,C,2012-09-06 00:00:00,11,142,,,8,,2,,,,,,,,,
181651,2fbb1fab-d598-4b47-86e9-fb7b8660c57b,,,,,,M,,C,2012-09-06 00:00:00,7,144,,,6,1,,,,,,,,,,
161332,ab5ebcf5-eb7f-4293-b7cf-882eeae19372,,,,,,M,,C,2015-09-03 00:00:00,10,138,,,,1,,,,,,,,,5,
165017,eab9ffea-7cad-4fe3-b7fd-b216100679ba,,,,,,F,,C,2016-10-11 00:00:00,10,124,,,,,,,,,,,,,4,
234683,aafbe9d6-2ede-4afa-8afd-c59a7fd23439,,,,,,M,,C,2015-09-03 00:00:00,9,132,,,7,1,,,,,,1,,,,
246361,6e334e8a-ca2d-44ba-96e2-f3a4ac1236ca,,,,,,F,,C,2012-09-06 00:00:00,7,134,,,,,,,,,,,,,,
224798,87c96faa-7d29-42aa-b0a7-7529228d728e,,,,,,M,,C,2013-09-03 00:00:00,8,131,,,4,2,,,,,,,,,,
211562,b9fbc385-cb91-463f-8d4f-ff4d72424c4a,,,,,,F,,Leaver,2016-09-05 00:00:00,10,140,,,8,,,,,,,,,,3,
231377,01d7d600-e895-41b5-ba1b-3ef89e9f9151,,,,,,F,,Leaver,2015-09-03 00:00:00,9,135,,,1,1,,,,,,,,,7,
176098,6549e9cf-617c-4c78-a2fe-16d27ad9d941,,,,,,M,,C,2016-09-01 00:00:00,8,129,,,,2,,,,,,3,,,4,
229940,768892c7-b443-4da8-9a31-fe87d8ad7601,,,,,,M,,Leaver,2014-09-04 00:00:00,7,141,,,3,1,,,,,,,,,,
159290,27a97015-2e21-4e11-9d89-1063ff790259,,,,,,F,,C,2016-09-01 00:00:00,10,140,,,4,,,,,,,,,,,
162870,bfeaa00b-5474-459a-a1dd-419a4b696ad2,,,,,,F,,Leaver,2014-09-01 00:00:00,8,130,,,,,,,,,,,,,,
198236,29fb463e-80c5-4e04-9c8b-4d3518838fd7,,,,,,F,,C,2014-09-03 00:00:00,8,143,,,4,2,,,,,,,,,,
212129,cd8587e8-16b2-4648-a099-fa99712795c9,,,,,,F,,C,2015-09-03 00:00:00,7,143,,,7,2,,,,,,,,,,
177473,2b23a03e-4cd7-40b5-9bcd-a0d68a998e01,,,,,,F,,C,2016-09-05 00:00:00,10,139,,,,2,,,,,,,,,,
245438,9ca2d793-90cd-4f4c-8df0-3c820906c6e5,,,,,,F,,C,2013-09-03 00:00:00,7,127,,,,2,,,,,,,,,,
167786,03a389c8-95e2-4e14-8054-b04ad83290a5,,,,,,F,,Leaver,2015-11-03 00:00:00,Leaver,110,,,10,2,,,,,,,,,5,
151324,c6990e62-6b1c-4bd3-bd07-4447579bfa67,,,,,,M,,C,2016-09-01 00:00:00,7,116,,,,,,,,,,,,,,
274269,1e878b54-17e1-45e2-83a9-25554ef35459,,,,,,F,,C,2015-09-03 00:00:00,8,140,,,,,,,,,,,,,,
179590,dda71e60-7176-442a-a10d-6ba8781f525b,,,,,,F,,Leaver,2015-09-01 00:00:00,7,108,,,,,,,,,,2,,,,
135376,48110b4f-add8-4fe8-98c2-982e6bf6099d,,,,,,F,,Leaver,2015-09-03 00:00:00,8,132,,,12,,,,,,,3,,,5,
196293,de6251e6-f34f-422c-b291-36af0eb36997,,,,,,M,,C,2013-09-05 00:00:00,10,139,,,19,,,,,,,,,,,
213219,f1204021-186e-4cf8-a15e-4b6b213c4cd8,,,,,,M,,C,2013-09-02 00:00:00,8,140,,,10,1,,,,,,1,,,5,
219237,280e5322-f9aa-4920-ac9f-54dc1c63ea61,,,,,,M,,C,2015-01-27 00:00:00,7,141,,,9,2,,,,,,,,,,
177293,71f91e8e-906c-41ae-866f-ee40cc916b35,,,,,,F,,C,2015-09-04 00:00:00,10,135,,,,,2,,,,,,,,,
154462,6113749f-1ac4-40c4-833a-e9e13bce5849,,,,,,M,,C,2013-09-05 00:00:00,10,141,,,,2,,,,,,,,,,
173551,9909a438-450a-4afe-b454-75bcdd6fa1ca,,,,,,F,,C,2014-09-04 00:00:00,10,127,,,,1,,,,,,3,,,,
168072,e8a12ddc-b44a-469c-b89f-b61c4b48b778,,,,,,M,,C,2014-09-05 00:00:00,8,138,,,2,,,,,,,,,,,
230841,f37f316b-beaf-43b2-acc3-ca29bd9e880a,,,,,,M,,C,2014-09-04 00:00:00,9,141,,,3,,,,,,,,,,,
159633,8d4ab61e-be27-418b-9f91-8defed2be2c9,,,,,,M,,C,2012-09-04 00:00:00,10,123,,,10,,,,,,,2,,,4,
250669,1bf8de23-edb4-4f04-8b2f-7898e8001405,,,,,,M,,C,2012-09-04 00:00:00,8,144,,,,1,,,,,,,,,5,
198093,06a82204-9e0f-45d1-a9aa-02aaeb1af394,,,,,,M,,C,2015-09-01 00:00:00,9,126,,,,,,,,,,,,,,
154786,0d25dd16-2084-42c7-aeb5-a5338d2f1b11,,,,,,M,,C,2014-09-03 00:00:00,7,105,,,,1,,,,,,,,,,
136822,6cdc842a-a255-4e17-95d8-244df64dba5a,,,,,,M,,C,2012-09-05 00:00:00,9,115,,,4,2,,,,,,,,,,
204278,ed60bebf-e74c-4057-a92b-06b6adc0b535,,,,,,M,,C,2013-09-04 00:00:00,10,142,,,12,3,,,,,,,,,5,
163774,3653f445-f6b4-4de7-ad9f-0b8104a62f31,,,,,,M,,C,2015-09-04 00:00:00,9,132,,,,2,2,,,,,,,,,
179095,c8c102a5-f6f6-40c5-9fd4-b6137d7a4bfb,,,,,,F,,C,2012-09-04 00:00:00,7,125,,,7,,,,,,,,,,,
256720,034fb1d2-26ce-4701-b604-65a6d3775375,,,,,,M,,C,2013-09-05 00:00:00,10,129,,,6,2,,,,,,,,,,
247661,992260fc-d634-4815-a60b-06fd212b8b4c,,,,,,M,,C,2016-09-01 00:00:00,10,143,,,,,,,,,,,,,,
233792,d43aac8a-d773-4c81-ab3e-286059c4c829,,,,,,F,,C,2014-09-03 00:00:00,10,128,,,,,,,,,,,,,,
152062,8223de2f-afb3-4986-b093-4620d2d86021,,,,,,M,,C,2016-01-26 00:00:00,12,143,,,14,,,,,,,,,,,
174133,49e30107-74db-4004-8961-264df2a338b0,,,,,,F,,C,2012-09-06 00:00:00,10,142,,,,,,,,,,,,,,
249993,a20efa15-6eb9-409b-877d-86f55511ff36,,,,,,M,,C,2016-09-27 00:00:00,9,142,,,,3,,,,,,,,,,
116758,2cd1d426-58c6-4879-b937-0cdca98902f2,,,,,,M,,C,2016-09-05 00:00:00,9,129,,,,1,,,,,,,,,,
157345,596a3517-5063-4a8b-a8e8-243b81d81194,,,,,,F,,C,2012-09-06 00:00:00,9,138,,,5,1,,,,,,,,,,
224052,83e26630-b863-4024-bcfa-3a8768b235b6,,,,,,M,,Leaver,2016-09-06 00:00:00,7,139,,,,,,,,,,2,,,,
164858,ae589110-236a-47b9-a732-12af2b2cfcf8,,,,,,M,,C,2013-09-06 00:00:00,7,137,,,3,2,,,,,,,,,5,
255601,9902806c-fbe1-406b-94ac-1f53e8b5436b,,,,,,F,,C,2015-09-04 00:00:00,Leaver,131,,,2,1,,,,,,,,,,
164921,9d62775b-708e-4c42-a3da-0dfd32e18867,,,,,,F,,C,2016-09-01 00:00:00,7,136,,,,,,,,,,,,,,
208525,3f05834c-d14e-4a35-a1d8-1b93faebf0b0,,,,,,M,,C,2012-09-05 00:00:00,8,110,,,4,2,,,,,,,,,3,
153226,184e6684-1355-4c5b-bc40-1b891371751c,,,,,,F,,C,2012-09-01 00:00:00,9,118,,,5,,,,,,,2,,,,
154437,6ebffccb-5d08-49fb-93a3-4bfeca5583a4,,,,,,M,,C,2016-01-11 00:00:00,9,135,,,14,1,,,,,,2,,,6,
195345,144804c4-c4c7-424c-a2e4-ad5611bff6df,,,,,,M,,C,2016-09-05 00:00:00,9,122,,,,,,,,,,,,,,
168249,a108ab03-7f4b-4967-be8d-0c470e533844,,,,,,M,,C,2013-09-05 00:00:00,8,137,,,2,2,,,,,,,,,,
181850,e402a77a-0d2c-40d7-a948-743302452910,,,,,,F,,C,2016-01-06 00:00:00,8,141,,,,,,,,,,,,,,
165316,363c9a2f-998c-4cbf-81a0-59524b2c2131,,,,,,M,,C,2016-09-05 00:00:00,11,133,,,,1,,,,,,3,,,,
180748,4b1ddafd-3c59-48a4-866e-986e5ed95d26,,,,,,M,,Leaver,2015-09-04 00:00:00,7,140,,,,1,,,,,,,,,,
185592,54048a62-6a3d-44c8-9fc5-b36616d5a9e7,,,,,,M,,C,2014-09-04 00:00:00,7,141,,,6,1,,,,,,,,,7,
127808,563afb6b-c936-4aa9-b575-a9b5d0be7442,,,,,,M,,C,2013-09-03 00:00:00,7,132,,,6,1,,,,,,,,,,
173029,d6d1b07d-5dd1-45aa-bcfb-c0c9c550d39b,,,,,,F,,Leaver,2015-09-04 00:00:00,10,138,,,,,,,,,,,,,,
183020,8aedf92c-092b-4464-a96d-07a28474181e,,,,,,M,,C,2015-09-02 00:00:00,7,115,,,10,2,,,,,,,,,,
224749,419ee75b-853b-42c6-a13e-5e843c8a7bea,,,,,,F,,C,2013-09-05 00:00:00,12,122,,,6,2,,,,,,,,,,
213543,e6bdda3c-7e6e-4380-9a08-e79e3dcbd3e3,,,,,,F,,C,2013-09-03 00:00:00,12,140,,,3,1,,,,,,,,,7,
143728,f01fd6a5-171c-41a1-a08b-4c00819d13c6,,,,,,M,,Leaver,2016-09-05 00:00:00,8,105,,,11,,,,,,,3,,,,
170059,c377945d-202f-4d47-9e12-34ceeca1b949,,,,,,F,,C,2012-09-04 00:00:00,Leaver,135,,,6,,,,,,,1,,,,
218085,3669d831-5e69-4e8a-ade1-3d108f63b306,,,,,,M,,C,2012-11-19 00:00:00,Leaver,136,,,7,2,,,,,,2,,,5,
151975,3e204ad7-3e7f-4d21-84b8-13f82fc09400,,,,,,M,,C,2013-09-05 00:00:00,11,137,,,,,,,,,,,,,5,
203470,8885ce22-94fc-4cb9-81b6-2ff0c90b6107,,,,,,F,,C,2013-09-02 00:00:00,7,131,,,,,2,,,,,2,,,2,
161242,042567b8-c1c1-444a-be95-2a9fb4a1197d,,,,,,F,,M,2016-09-01 00:00:00,8,137,,,6,,,,,,,,,,,
226516,bdffa9f3-0979-401e-a1ad-bedaf07f02db,,,,,,M,,C,2016-09-05 00:00:00,10,137,,,5,,,,,,,2,,,,
225835,42b84064-87f5-4c9e-afa6-749f0af0a836,,,,,,F,,C,2012-09-03 00:00:00,7,136,,,3,2,,,,,,,,,,
203852,f4973c6f-1cfa-4152-8022-0875473bb4e8,,,,,,F,,Leaver,2013-09-05 00:00:00,9,109,,,9,,,,,,,,,,,
139760,b2417921-42c4-49a8-8a2d-b0619038d5e0,,,,,,F,,C,2014-09-03 00:00:00,9,125,,,7,2,,,,,,3,,,2,
185062,b541b23d-893c-4339-a7ca-452384845f72,,,,,,F,,C,2014-09-03 00:00:00,10,138,,,10,,,,,,,,,,6,
192931,364c9bf0-77b5-469b-8219-dc65a7ebe620,,,,,,F,,C,2015-09-04 00:00:00,7,118,,,,,,,,,,,,,5,
214899,682124c6-1f0e-4c6c-acc5-233e362f7164,,,,,,F,,C,2012-09-06 00:00:00,12,133,,,,,,,,,,,,,5,
223930,b1b68f08-a7c5-432b-87ce-e3930037ee59,,,,,,F,,C,2015-10-12 00:00:00,8,122,,,,2,,,,,,2,,,7,
176024,5a33b84b-732d-4bc7-8d5c-f5b297fe504c,,,,,,F,,C,2012-09-01 00:00:00,10,133,,,,1,,,,,,,,,,
202910,08258f26-3de6-4bf7-a169-1439dff60c67,,,,,,F,,Leaver,2013-09-04 00:00:00,11,127,,,6,2,,,,,,2,,,4,
175330,4479666f-f8cb-4aff-9aba-77cc5efe0e13,,,,,,F,,C,2014-09-03 00:00:00,8,135,,,,2,,,,,,,,,8,
160090,d4948bbc-7927-495d-b138-87799ba8d131,,,,,,M,,C,2012-09-06 00:00:00,7,123,,,3,,,,,,,,,,4,
139094,48de9b82-8d99-4e14-9faa-8ec4d5a11e42,,,,,,M,,C,2014-09-04 00:00:00,10,132,,,,,,,,,,4,,,5,
208729,261a6827-09f1-4b0d-8375-c91eef4a2642,,,,,,F,,C,2012-09-06 00:00:00,11,132,,,2,,,,,,,,,,,
201590,4ed38c78-3741-4865-be7d-39488b3221d6,,,,,,F,,Leaver,2013-09-04 00:00:00,9,134,,,2,2,,,,,,,,,,
197252,b4aec0d6-ec0c-4bbc-9aff-3db3fe1bcfd8,,,,,,F,,C,2016-09-01 00:00:00,10,133,,,8,,,,,,,,,,,
178057,28855795-7673-4408-8c1a-8a114f534bbf,,,,,,F,,Leaver,2012-09-01 00:00:00,7,109,,,10,2,,,,,,3,,,,
183588,6f7b9c51-fe98-4724-adfd-d46377678d44,,,,,,M,,C,2015-09-04 00:00:00,10,144,,,11,1,,,,,,,,,,
129314,c97a87e3-763e-4070-8000-62a3f3c973c5,,,,,,M,,C,2014-09-04 00:00:00,9,125,,,2,1,,,,,,2,,,,
177100,1a1b91d4-e6d7-490f-b247-1f30ad720cbd,,,,,,M,,C,2013-09-05 00:00:00,11,139,,,1,2,,,,,,,,,,
232935,6d7de7ae-7d6f-42d7-ab9c-43dee222bf87,,,,,,M,,C,2015-09-03 00:00:00,11,135,,,,,,,,,,,,,,
244209,f6046426-c546-4eb9-afd3-66b4b2c6b766,,,,,,F,,C,2013-09-01 00:00:00,10,117,,,,,,,,,,,,,,
209001,eb356e22-3f03-406a-af0a-e389fc928cd0,,,,,,M,,C,2014-09-04 00:00:00,10,135,,,,3,,,,,,,,,,
267546,cf20fd9d-ee20-4fd4-8536-d6728ab20449,,,,,,M,,C,2013-03-28 00:00:00,Leaver,136,,,5,1,,,,,,,,,,
182337,78724e69-9959-4f9e-aa5b-b0f4cff0aff9,,,,,,F,,C,2016-09-05 00:00:00,8,116,,,10,,2,,,,,,,,6,
204270,ae007526-2aa2-4270-8a23-c36a42882b68,,,,,,M,,C,2014-09-05 00:00:00,10,144,,,5,2,,,,,,,,,,
244855,9738c282-7960-48e4-831e-66e4f72662b6,,,,,,F,,C,2013-09-03 00:00:00,11,109,,,,,2,,,,,2,,,,
158683,5c62a5a9-c63d-4f94-98b4-b2a7179b7fa1,,,,,,M,,C,2013-09-03 00:00:00,11,130,,,,,,,,,,,,,5,
191273,4503b4e9-7f43-4262-914e-056cbc758fd6,,,,,,F,,C,2012-09-06 00:00:00,10,139,,,5,2,,,,,,,,,6,
221837,d38fea7f-4abc-4144-924d-76599832a104,,,,,,M,,C,2016-09-01 00:00:00,9,142,,,11,3,,,,,,,,,,
151243,f06185c9-ae81-453b-a093-ea98c5a3f81d,,,,,,M,,C,2012-09-05 00:00:00,11,130,,,1,,,,,,,3,,,,
183240,f0489416-e52e-4ed1-beba-29d313bdb0d3,,,,,,M,,C,2016-10-10 00:00:00,10,142,,,10,1,,,,,,3,,,6,
199649,aa592e02-24d2-401d-b4b6-2d8e9b2bc23b,,,,,,F,,C,2012-09-04 00:00:00,9,108,,,,,,,,,,3,,,,
177839,c4b7cdab-a262-42cf-8368-997f57964c21,,,,,,F,,Leaver,2012-09-04 00:00:00,8,136,,,6,2,,,,,,,,,,
150693,2d7931d2-fd85-4fe6-8e9f-b15337572d44,,,,,,M,,C,2012-09-04 00:00:00,10,114,,,,,2,,,,,,,,,
226917,cd54da43-ce3d-4320-a79e-8d795eb62d75,,,,,,M,,C,2013-09-05 00:00:00,7,132,,,3,,,,,,,,,,6,
158118,e07514d9-8547-49d0-b3bf-8b2d59639b52,,,,,,F,,C,2014-09-05 00:00:00,10,124,,,,3,,,,,,2,,,7,
201655,f5401e24-45b5-4022-9e4e-0e9ffba92532,,,,,,F,,Leaver,2012-09-06 00:00:00,9,123,,,,,,,,,,,,,,
177017,26e2707c-03e7-412f-bbaf-26a54e2680c9,,,,,,M,,C,2016-07-13 00:00:00,8,118,,,,,,,,,,,,,,
175945,46f35197-b65d-4bbd-96b3-a84bbb218d44,,,,,,M,,Leaver,2016-09-05 00:00:00,8,132,,,,1,,,,,,,,,,
195575,6a238528-4b77-48cb-9aec-ab489d6765dd,,,,,,F,,C,2014-09-04 00:00:00,10,132,,,3,2,,,,,,2,,,,
149382,4bfba801-6d35-4296-a1b1-c4fb12b272ca,,,,,,M,,C,2015-09-01 00:00:00,10,136,,,10,,,,,,,,,,5,
160698,990ff61b-bad7-448c-a071-28c631726f6e,,,,,,F,,C,2015-09-01 00:00:00,12,120,,,,,,,,,,,,,,
203341,2c55058d-26ee-414b-b149-6bf737f0de99,,,,,,F,,C,2012-09-05 00:00:00,10,121,,,,2,,,,,,,,,3,
189979,fba31848-60d8-48e4-8da5-abf8330575a3,,,,,,F,,C,2012-09-03 00:00:00,11,142,,,,,,,,,,4,,,,
203303,c358b147-fa1a-4f8d-a840-9d0b12a0b8a0,,,,,,M,,C,2015-09-04 00:00:00,9,132,,,,2,,,,,,2,,,1,
205087,333ba266-fbb2-459c-8736-b0cef429df6e,,,,,,M,,C,2013-09-03 00:00:00,8,142,,,11,1,,,,,,,,,,
196020,06b57685-cc4e-4a1c-b438-8bf6185eb440,,,,,,M,,C,2012-09-05 00:00:00,7,138,,,5,,,,,,,,,,,
223793,cbb22fd8-a53d-4531-a941-2f58331dae53,,,,,,M,,C,2015-09-01 00:00:00,10,136,,,,2,,,,,,3,,,,
170400,86a3a037-ad66-4c56-9da5-9c229e6b4edb,,,,,,F,,C,2013-09-05 00:00:00,10,143,,,,3,,,,,,1,,,4,
151927,642ea72d-31f0-4fc5-9969-3591e358028d,,,,,,M,,Leaver,2013-09-05 00:00:00,8,143,,,,2,,,,,,,,,,
189582,f6046426-c546-4eb9-afd3-66b4b2c6b766,,,,,,F,,C,2013-09-05 00:00:00,8,141,,,5,,,,,,,,,,,
235300,fb319def-bb9f-4093-bdf8-49a37991410f,,,,,,F,,C,2015-09-03 00:00:00,10,138,,,,1,,,,,,3,,,,
179398,58ab21d5-12c3-43e5-a062-adbe5d09b926,,,,,,F,,C,2013-09-06 00:00:00,7,141,,,9,,,,,,,,,,,
220327,3284e78c-ca50-4676-a43c-11e430a1acf1,,,,,,M,,C,2014-09-03 00:00:00,Leaver,142,,,12,2,2,,,,,,,,,
190427,3cb04f00-a942-4632-8a93-c5f48874de8c,,,,,,M,,C,2012-09-04 00:00:00,11,140,,,,,,,,,,3,,,,
268511,7b3add9e-41d2-4b5a-a40b-078c3018ca87,,,,,,F,,C,2016-09-05 00:00:00,8,143,,,,,,,,,,,,,,
254283,9e12c6cd-340b-4f18-a649-db78c7a26ecb,,,,,,F,,C,2014-09-04 00:00:00,10,141,,,,2,,,,,,3,,,4,
137303,7f880af7-60a1-4bdc-a838-4d6fa0cef818,,,,,,F,,C,2014-09-05 00:00:00,7,126,,,5,,,,,,,,,,,
177410,0a86130c-a073-4986-b5c6-35107bb3435e,,,,,,M,,C,2015-09-03 00:00:00,10,140,,,10,1,2,,,,,,,,4,
197877,0754be9c-0777-42d4-ad3f-b26182f6f0e3,,,,,,F,,C,2014-09-04 00:00:00,7,131,,,,,,,,,,3,,,,
158139,b7f35c19-f9f3-4be7-aece-f85bf3ef777a,,,,,,M,,C,2016-02-29 00:00:00,11,116,,,4,2,,,,,,1,,,,
166586,85675644-48d1-40ee-98ee-d606f6afd187,,,,,,F,,C,2012-09-04 00:00:00,7,128,,,,2,2,,,,,2,,,,
