Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,TermlySessionsAuthorised,TermlySessionsUnauthorised,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
194045,3b035e2c-16e1-4734-aa41-72d2c293369b,,,,,,M,,Leaver,2015-09-01 00:00:00,7,131,,,,,,,,,,,,,,
201220,223f6fb8-265d-4818-b335-095eb3baa27e,,,,,,M,,C,2015-09-03 00:00:00,7,140,,,6,2,,,,,,2,,,4,
192409,9b18c95b-a1bc-4830-978d-bbfd560f8b4f,,,,,,M,,C,2014-09-03 00:00:00,9,134,,,,,,,,,,,,,5,
224289,cfc07339-21ac-4f0b-aaa4-231e57cf2c28,,,,,,M,,C,2014-09-01 00:00:00,10,124,,,,1,,,,,,,,,,
156213,e01767bd-0361-49bd-8021-133eda3481b0,,,,,,M,,C,2012-09-06 00:00:00,8,139,,,7,1,,,,,,3,,,,
217801,b331a3e9-f3b6-44cf-8656-0727ec39158d,,,,,,F,,C,2014-09-02 00:00:00,7,131,,,7,,,,,,,3,,,5,
224069,29aa727a-32c4-42d2-98e6-9064aa9e647d,,,,,,M,,C,2013-09-04 00:00:00,9,140,,,,,,,,,,,,,4,
161708,d3f6620d-fd96-4daf-ab69-a2b21e0c3bda,,,,,,F,,M,2015-09-04 00:00:00,11,138,,,,2,,,,,,3,,,,
163755,76cebd26-d0a3-41d2-a470-5e1002b03b0c,,,,,,M,,C,2012-09-04 00:00:00,10,143,,,6,,,,,,,,,,5,
220334,e4f66e37-77b5-4d81-953e-efb4444e5945,,,,,,F,,Leaver,2015-09-01 00:00:00,9,134,,,4,1,,,,,,3,,,,
166600,c0da14cc-b6cc-484f-a2a6-2d5b97aa1f5d,,,,,,M,,Leaver,2014-09-03 00:00:00,8,111,,,4,,,,,,,,,,5,
144823,65478989-15c1-4225-b5a2-27fd02e810b0,,,,,,M,,C,2012-09-04 00:00:00,11,114,,,8,,,,,,,3,,,,
155464,17aac801-fce1-4890-915b-38cd5b03f10d,,,,,,F,,Leaver,2015-09-03 00:00:00,7,132,,,5,2,,,,,,,,,,
173602,4799490e-83af-45a0-a90d-de9eb54adb9c,,,,,,F,,C,2015-09-04 00:00:00,7,131,,,,1,,,,,,,,,,
215972,5bcc9f71-46a5-4ca7-80b3-051f346531ee,,,,,,M,,C,2012-09-03 00:00:00,9,142,,,,1,,,,,,,,,,
208286,605d201e-3502-42a1-b1f4-ebc548c0c2b1,,,,,,M,,Leaver,2011-09-02 00:00:00,11,119,,,,,,,,,,,,,,
257661,58148fde-1a84-43a2-8015-db951db7b002,,,,,,M,,C,2013-09-05 00:00:00,Leaver,115,,,,,,,,,,3,,,,
156273,e9da0f5d-f4ef-410b-8d07-0d5aad15dcc7,,,,,,M,,C,2011-09-06 00:00:00,10,117,,,,2,,,,,,,,,5,
179730,acc52f61-ab58-421e-aadc-237676021fd8,,,,,,M,,C,2011-09-07 00:00:00,11,144,,,6,1,,,,,,2,,,,
161026,d345a81b-45dc-470f-beaf-6a5a3e2db11a,,,,,,M,,C,2011-09-07 00:00:00,9,133,,,7,1,,,,,,,,,5,
254274,51a7371a-7473-46c3-9ecd-ad5b839d7fab,,,,,,M,,C,2015-09-04 00:00:00,11,137,,,,,,,,,,2,,,,
139857,c6e84957-bfec-4866-bd29-fee450859b79,,,,,,M,,C,2011-09-05 00:00:00,Leaver,141,,,6,,,,,,,3,,,,
138000,bb8f7e12-eedb-4413-938e-524dd72fd93e,,,,,,M,,C,2013-09-03 00:00:00,11,134,,,,1,,,,,,,,,4,
228679,55fe9470-8a6a-43ee-b00b-b505ff3c01c9,,,,,,M,,C,2014-09-03 00:00:00,7,128,,,,,,,,,,,,,,
188938,d3f6620d-fd96-4daf-ab69-a2b21e0c3bda,,,,,,F,,C,2012-09-01 00:00:00,8,127,,,4,,,,,,,3,,,5,
200259,99e3689d-f07b-47ab-889f-2ea9e9d39ee1,,,,,,F,,C,2014-09-04 00:00:00,8,133,,,5,,,,,,,,,,,
207239,222a2447-e4fb-428f-b3a3-5aae3a5e8d6b,,,,,,M,,Leaver,2011-09-06 00:00:00,9,136,,,,,,,,,,,,,,
206428,b2e6679c-3c7f-4257-a971-df9e065a2684,,,,,,F,,C,2014-09-01 00:00:00,9,121,,,6,,,,,,,2,,,,
193775,6660a45b-8f22-4291-a7f5-76d1116b88af,,,,,,M,,C,2011-09-07 00:00:00,10,138,,,,1,,,,,,2,,,,
206844,04afc60c-44ec-4995-8e62-f1435625e2b5,,,,,,M,,Leaver,2012-09-06 00:00:00,7,133,,,9,,,,,,,,,,4,
201203,b04b56a9-633b-43fa-ba15-02248c7c67f5,,,,,,F,,Leaver,2014-09-03 00:00:00,7,128,,,,,,,,,,2,,,,
182026,a5123917-1160-4930-8765-0d8ffe467493,,,,,,F,,C,2012-09-06 00:00:00,7,128,,,7,,,,,,,2,,,,
177344,3becc8f4-2e2f-434a-b25c-f26d16e4dac2,,,,,,F,,C,2013-09-03 00:00:00,Leaver,126,,,5,,,,,,,,,,5,
185880,7b25dcb7-5692-4985-ac29-d8a20716025e,,,,,,F,,C,2012-09-03 00:00:00,7,134,,,,,,,,,,3,,,,
204713,29e4c397-ea2b-4606-82e5-bd11f6684710,,,,,,F,,Leaver,2012-09-04 00:00:00,8,131,,,8,,,,,,,,,,,
194986,72571ae6-943a-4d42-89bf-6673c075c357,,,,,,F,,C,2015-09-03 00:00:00,10,128,,,,,,,,,,2,,,,
252354,ffd3954d-dc31-442a-8a82-ae2d42b12fcb,,,,,,F,,C,2012-09-06 00:00:00,7,144,,,5,1,,,,,,3,,,,
154246,98cf55c4-f5f2-4eb9-97a9-8de1a765419a,,,,,,M,,C,2013-09-03 00:00:00,Leaver,123,,,,1,,,,,,,,,,
201635,2b0869a7-cbc1-46a6-8e22-68f31667a809,,,,,,F,,C,2014-09-03 00:00:00,8,141,,,2,,,,,,,,,,3,
187719,4f31f49b-6c1a-43bc-aa4f-fc076b398d6f,,,,,,F,,Leaver,2012-09-06 00:00:00,9,116,,,,1,,,,,,,,,4,
198239,67d52365-5958-4002-8a02-c29ed323f187,,,,,,M,,Leaver,2014-09-09 00:00:00,7,132,,,,,,,,,,,,,,
199338,2e5dfd8a-a3bc-4dae-a1bb-e04a713b8289,,,,,,F,,Leaver,2011-09-01 00:00:00,8,127,,,,1,,,,,,2,,,,
202551,8e09f872-17cf-46a9-8064-21b91f58ba24,,,,,,F,,C,2015-09-03 00:00:00,7,123,,,,1,,,,,,3,,,5,
140678,028034cc-6a2f-4156-8d33-536c2606e9a1,,,,,,M,,Leaver,2011-09-07 00:00:00,8,128,,,5,1,,,,,,2,,,,
195482,d0090626-fcd7-462d-8142-885536e32eb0,,,,,,M,,C,2012-09-05 00:00:00,9,141,,,4,1,,,,,,,,,5,
216775,528dc864-0e74-4d10-9246-faf79f0eb5d8,,,,,,F,,C,2015-09-04 00:00:00,8,135,,,7,1,,,,,,,,,,
177907,cf36363b-eec7-4c24-b2ec-94063f25d8b0,,,,,,M,,Leaver,2015-09-03 00:00:00,10,140,,,,,,,,,,,,,5,
204150,1e6886bf-2f2a-42c3-9174-3e27e72037b6,,,,,,F,,C,2013-09-05 00:00:00,7,143,,,,1,,,,,,,,,,
195893,4715914f-6bce-42d2-b183-f4ed727c7677,,,,,,F,,C,2014-09-04 00:00:00,10,123,,,7,1,,,,,,,,,4,
147950,7174b4f1-d4fe-4ed0-b1c3-c06785d1619f,,,,,,M,,Leaver,2015-11-09 00:00:00,10,122,,,,1,,,,,,,,,,
217595,98720222-dc1f-4b11-9ebb-a36f89118776,,,,,,M,,C,2012-09-06 00:00:00,8,132,,,7,,,,,,,2,,,,
170871,0efeb8fa-c96e-471e-b603-ca46312898b5,,,,,,M,,C,2011-09-06 00:00:00,Leaver,141,,,,,,,,,,2,,,,
165925,6a0e5cf4-2809-49e3-8d31-26f3e355623b,,,,,,F,,C,2014-09-02 00:00:00,9,110,,,10,1,,,,,,,,,,
221835,cbb22fd8-a53d-4531-a941-2f58331dae53,,,,,,F,,C,2014-09-01 00:00:00,9,144,,,7,,,,,,,,,,4,
191204,34a7c352-266a-413c-b109-31cf40597bd0,,,,,,M,,S,2013-09-05 00:00:00,12,101,,,,,,,,,,3,,,,
163148,ac389a02-8dd1-4520-8146-9c3cc7b12835,,,,,,M,,C,2015-09-03 00:00:00,8,139,,,,1,,,,,,2,,,4,
164338,2582042c-74e0-4f25-a988-5b06364d2b6b,,,,,,M,,C,2014-09-01 00:00:00,9,140,,,,,,,,,,,,,,
168687,2b816331-4e3c-4e30-837d-4df5a6888bff,,,,,,F,,Leaver,2011-09-05 00:00:00,9,137,,,3,,,,,,,3,,,,
197931,ba6d7bf7-3600-480a-b997-80b23bfbfcf3,,,,,,M,,Leaver,2015-11-23 00:00:00,10,139,,,9,2,,,,,,2,,,,
159026,173d042e-d74c-41a5-a209-a0cb74e64c77,,,,,,M,,C,2014-09-03 00:00:00,10,127,,,4,,2,,,,,,,,,
161845,af201340-1a7f-4ea1-9307-affd8939cd47,,,,,,M,,Leaver,2014-09-04 00:00:00,9,129,,,,,,,,,,,,,,
211700,095b49ce-a644-4274-a15a-2037078e3b96,,,,,,M,,C,2013-09-03 00:00:00,10,122,,,12,1,,,,,,,,,,
172938,7b4ca5bd-60aa-4f40-a085-b1c4b0677b86,,,,,,M,,C,2012-09-01 00:00:00,8,138,,,7,1,,,,,,,,,,
205235,bafbf217-8d1d-4e17-ac2e-9865fa7aa2cd,,,,,,M,,C,2012-09-01 00:00:00,Leaver,144,,,,1,2,,,,,3,,,,
251026,c789d07d-a218-4976-8f06-484f5fb2ea21,,,,,,F,,C,2012-09-05 00:00:00,10,142,,,7,1,,,,,,2,,,,
178809,4e719a3a-c30a-4561-b288-7ca8421f2fcb,,,,,,F,,C,2013-09-03 00:00:00,Leaver,139,,,,,,,,,,,,,4,
140481,bf7fbb4a-6405-42bb-bb05-dc302fee0444,,,,,,F,,C,2011-09-07 00:00:00,7,119,,,8,1,,,,,,2,,,,
153033,7bc11416-5936-49ed-b428-55892eac5440,,,,,,M,,C,2012-09-06 00:00:00,7,128,,,9,,,,,,,,,,,
201440,04915e26-c276-4c00-9acf-5ed328cc9e0c,,,,,,F,,C,2013-09-03 00:00:00,7,130,,,,2,,,,,,,,,4,
193665,3938a9d8-c397-43c4-850b-258714fe76f9,,,,,,M,,C,2011-09-07 00:00:00,9,125,,,,,,,,,,2,,,4,
187168,3192b7db-ec9f-40de-b051-8b125d43e6a0,,,,,,F,,C,2013-09-04 00:00:00,10,139,,,,,2,,,,,3,,,,
198136,bbf5598c-9b7f-44fb-9cb2-13d072addbde,,,,,,F,,C,2011-09-05 00:00:00,7,140,,,,1,,,,,,,,,5,
206652,d7f4b1fb-7992-4f47-a518-0498d819f1cc,,,,,,M,,C,2013-09-02 00:00:00,9,143,,,7,,,,,,,3,,,,
126826,24036e19-b534-4d6c-bcce-0632cc9ea461,,,,,,M,,Leaver,2015-09-04 00:00:00,8,139,,,10,1,,,,,,,,,,
173693,33d05d92-1240-44b5-8d07-b971907df217,,,,,,F,,C,2015-05-18 00:00:00,9,142,,,,,,,,,,2,,,4,
146069,f619dc9b-1551-4eaa-b349-6b801bd703d5,,,,,,M,,C,2011-09-07 00:00:00,10,136,,,5,,,,,,,3,,,5,
124114,bb0b99b2-40f1-4c83-93d1-de0f50b1c9ba,,,,,,F,,Leaver,2014-09-01 00:00:00,9,134,,,,,,,,,,2,,,4,
223668,253d7a0d-a99e-443c-bc82-d2fd77506764,,,,,,F,,C,2015-09-18 00:00:00,9,122,,,8,1,,,,,,,,,3,
156593,65722332-335d-4860-b6ba-c7234bfbd761,,,,,,M,,Leaver,2015-09-03 00:00:00,9,120,,,6,1,,,,,,,,,,
258671,be0d77c1-b0fa-48ec-a9c0-9e2c58dd1f6c,,,,,,F,,C,2011-09-07 00:00:00,10,142,,,3,,,,,,,,,,,
227153,c8fde6b9-ba6d-4fd7-ac64-4beaad105cf6,,,,,,F,,C,2015-09-03 00:00:00,7,138,,,10,1,,,,,,,,,,
191909,edbdb561-a0af-46f5-88c9-24e004f27c97,,,,,,M,,C,2013-09-05 00:00:00,11,133,,,2,1,,,,,,,,,4,
180762,b4eaa07f-ed78-499a-9fae-3eb0a81f9228,,,,,,F,,C,2015-09-04 00:00:00,7,135,,,7,1,,,,,,,,,,
179954,f5aff5f2-543e-4036-8943-22313c503335,,,,,,M,,C,2011-09-01 00:00:00,9,131,,,12,1,,,,,,,,,4,
179726,23faca3c-cbe7-4d42-9c3c-292693f48747,,,,,,M,,C,2014-09-03 00:00:00,10,130,,,1,1,,,,,,2,,,4,
181278,cd64c503-222a-4551-8d25-a29dd4973df2,,,,,,M,,C,2013-09-05 00:00:00,12,139,,,8,,,,,,,2,,,,
166886,91647bae-81ae-4292-97f1-a82cb674d47d,,,,,,M,,C,2014-09-03 00:00:00,Leaver,137,,,8,,,,,,,,,,,
168015,00a45728-71cf-49c6-b13e-5aa08fddb171,,,,,,F,,C,2014-09-04 00:00:00,7,106,,,,,,,,,,,,,4,
139451,b303fe9f-2bfc-452e-8658-04315c05e280,,,,,,M,,C,2011-09-07 00:00:00,7,142,,,6,,,,,,,,,,,
183582,3d6f21ae-0628-439d-a979-85534163e74e,,,,,,F,,Leaver,2014-09-22 00:00:00,7,138,,,8,,,,,,,3,,,,
194076,76e47e4a-6f28-4639-a98a-57320ad8c416,,,,,,M,,C,2015-02-23 00:00:00,Leaver,105,,,12,1,2,,,,,,,,3,
187932,4b0be2f1-4bb4-40a8-a751-9d38e50d4ecb,,,,,,M,,C,2011-09-05 00:00:00,10,137,,,8,,,,,,,,,,,
139206,8d57000b-4990-4dba-b8c4-48d2730aec32,,,,,,F,,Leaver,2011-09-07 00:00:00,10,126,,,,2,,,,,,,,,,
185942,29daeb85-b017-46eb-81ad-053c5fc0defb,,,,,,M,,C,2014-09-05 00:00:00,11,139,,,,1,,,,,,,,,,
172538,ef3c9d3c-e3a7-47a3-813f-7b2562fa8efc,,,,,,F,,C,2013-09-06 00:00:00,7,141,,,,,,,,,,,,,,
152914,8ee9d9b7-fa0f-404a-a812-17955259a2fc,,,,,,M,,Leaver,2014-09-03 00:00:00,10,118,,,,1,,,,,,,,,4,
128117,f5d75334-99c8-43b0-8ae5-7ba1d8e4b8ec,,,,,,F,,Leaver,2013-09-03 00:00:00,9,115,,,,,,,,,,,,,4,
147886,150c90d8-61dc-4a47-8c16-4f43dea81132,,,,,,M,,C,2015-05-15 00:00:00,7,142,,,6,,,,,,,,,,,
162930,137c7135-142e-4980-ac40-a8ca31b6d5e3,,,,,,F,,C,2015-09-01 00:00:00,9,134,,,,2,,,,,,3,,,,
175967,29ebd8cd-b13e-4d90-bc09-f90924eb9dc6,,,,,,M,,C,2015-09-03 00:00:00,8,143,,,8,,,,,,,,,,,
191722,dcfb8cc0-8a54-4367-8bb8-0281329d400f,,,,,,M,,Leaver,2015-09-01 00:00:00,8,143,,,,,,,,,,2,,,,
179959,7ecada60-f313-4269-9bf0-3cd0456aa1cd,,,,,,M,,C,2015-09-03 00:00:00,11,136,,,,,,,,,,,,,4,
214786,9c8a5eb5-e9c7-4879-972a-b7d52c70fbb9,,,,,,M,,C,2011-09-07 00:00:00,8,133,,,,1,,,,,,,,,,
184001,dc6e8086-c215-4c54-a3fd-420337dd1ed7,,,,,,F,,C,2015-09-04 00:00:00,12,140,,,8,1,,,,,,,,,,
169249,1b1cc17d-66a9-446b-bc7e-e505df45ca9b,,,,,,M,,Leaver,2015-09-01 00:00:00,10,103,,,,1,,,,,,,,,4,
122835,f4787585-cabb-4e4c-a39e-0e514c0387c1,,,,,,M,,C,2015-09-21 00:00:00,7,113,,,12,1,2,,,,,,,,,
193665,b836489e-4489-4692-a0de-89b3392c270c,,,,,,F,,C,2013-09-02 00:00:00,7,141,,,,,,,,,,2,,,,
159196,38fc4d36-f1f7-4ad4-9149-bba062d3dada,,,,,,F,,C,2014-09-04 00:00:00,8,128,,,,2,,,,,,,,,,
170625,f5518322-d187-4be1-8a62-93182ac75fe8,,,,,,F,,Leaver,2015-09-01 00:00:00,8,103,,,,,,,,,,3,,,,
191753,c53d8d5a-3733-4ea1-b96d-cf35f5c7f88d,,,,,,F,,Leaver,2013-01-07 00:00:00,7,129,,,6,1,,,,,,,,,4,
264910,58b9da0f-9d47-4ab6-8ffd-18ead4493fe9,,,,,,M,,C,2013-09-04 00:00:00,7,127,,,,,,,,,,,,,,
152820,76cebd26-d0a3-41d2-a470-5e1002b03b0c,,,,,,F,,C,2015-10-19 00:00:00,10,126,,,,,,,,,,,,,,
192688,d24598f7-e550-4901-be75-cdd662d5ac5e,,,,,,M,,Leaver,2011-09-06 00:00:00,8,116,,,7,1,,,,,,,,,,
174400,c3449e5d-d339-41db-821c-59fa8af9cf30,,,,,,F,,C,2011-09-07 00:00:00,10,137,,,,,,,,,,,,,4,
213320,4b4cbbfe-921c-4ec7-893e-d30e37579c7b,,,,,,M,,C,2014-09-04 00:00:00,7,129,,,9,,,,,,,2,,,4,
200326,150a608e-b9fe-4f83-9e98-45e0eeb89f28,,,,,,F,,C,2014-09-04 00:00:00,10,142,,,3,,,,,,,,,,5,
145896,cf42a288-6473-48cd-957d-6da21b34dfdc,,,,,,M,,C,2015-06-16 00:00:00,9,123,,,,,,,,,,,,,3,
176363,8a7bbcd0-5cbb-49d7-972b-9472faa16cec,,,,,,F,,C,2014-09-03 00:00:00,9,129,,,4,,,,,,,2,,,4,
165152,6be52dd6-8002-43aa-b304-25b7eadad7c8,,,,,,M,,C,2013-09-01 00:00:00,Leaver,113,,,,1,,,,,,2,,,,
195568,e3bcb7bb-4112-4542-b02c-780eaaa60c22,,,,,,M,,Leaver,2014-09-04 00:00:00,8,108,,,,,2,,,,,3,,,3,
165159,6f7a0483-5f58-4cad-910f-75c562a9fa68,,,,,,F,,C,2015-09-03 00:00:00,11,139,,,6,,,,,,,,,,,
172098,0b83ff05-502d-4f9c-98f8-13b89f40d2b9,,,,,,M,,C,2012-09-01 00:00:00,8,141,,,,2,,,,,,2,,,4,
167391,f38cccdb-78ec-4183-8480-9b5f8eca09a4,,,,,,F,,Leaver,2015-09-04 00:00:00,9,124,,,6,1,,,,,,2,,,3,
137039,d274864d-9a4b-4223-a616-0dd6ea75d01c,,,,,,F,,C,2013-12-09 00:00:00,10,103,,,,,,,,,,2,,,5,
129762,7b41334f-1b04-4dd3-924d-49640e54534f,,,,,,M,,C,2014-09-04 00:00:00,12,138,,,6,1,,,,,,2,,,4,
198407,c1dd8886-4e8b-4faf-a5fd-9cabf48f1c12,,,,,,F,,C,2014-09-04 00:00:00,9,140,,,,,2,,,,,,,,4,
121058,2208cf28-e1d1-4821-88b9-acb6a6b4f436,,,,,,M,,C,2015-09-04 00:00:00,11,139,,,,,,,,,,,,,,
172565,56947f52-b092-408a-b79a-53f9f4cd4f76,,,,,,F,,M,2012-09-06 00:00:00,10,140,,,,,,,,,,,,,,
238437,0fc9ef09-5f1a-4642-b7ed-c1c444787e1f,,,,,,M,,C,2015-09-01 00:00:00,11,143,,,8,1,,,,,,,,,6,
131053,923baa7a-80cb-4510-8919-5ea7e0d588b7,,,,,,F,,C,2013-09-02 00:00:00,7,132,,,,,,,,,,,,,4,
189965,4afc1a72-fd8b-405a-b3c9-7597c5183a31,,,,,,F,,C,2012-09-06 00:00:00,9,136,,,,,,,,,,2,,,,
163908,c0150b00-9994-478c-86ab-662898615e7a,,,,,,F,,C,2014-09-04 00:00:00,9,135,,,7,,,,,,,2,,,,
195265,cfaf8dcc-ea61-4ac5-9bc2-ef17cc92b5d1,,,,,,M,,C,2013-09-04 00:00:00,7,137,,,6,,,,,,,3,,,5,
140383,bf292c0e-1486-40fe-9c94-605391e1cac9,,,,,,M,,C,2015-09-01 00:00:00,8,126,,,,,,,,,,3,,,5,
188147,7f3e8765-8fc9-4b6f-92cb-5a4bf6785deb,,,,,,M,,C,2014-09-03 00:00:00,8,137,,,7,2,,,,,,,,,,
224602,cbac8c56-c41f-4f43-8bc5-946eedf67667,,,,,,M,,Leaver,2015-09-01 00:00:00,8,140,,,3,1,,,,,,,,,,
182777,c52df786-1c07-41f6-9f5e-652b6ef8fb61,,,,,,F,,C,2013-01-08 00:00:00,7,117,,,5,1,,,,,,2,,,,
207805,40f93ac5-e6c7-4393-9b7b-3c74b7dd30e2,,,,,,F,,Leaver,2011-09-07 00:00:00,10,122,,,3,,,,,,,,,,,
233142,bb3ece8b-4e7a-42bf-8877-9387f535bab1,,,,,,F,,C,2013-09-05 00:00:00,10,141,,,8,,,,,,,2,,,3,
135259,06b47329-942c-4560-b7ec-614faac8d38a,,,,,,F,,C,2013-09-02 00:00:00,11,138,,,,1,,,,,,,,,,
140112,62549524-938b-4ed6-96d0-35a0e8dd2c9c,,,,,,M,,C,2015-09-04 00:00:00,7,141,,,,,,,,,,3,,,,
181983,d87285fe-ce31-4370-919a-0a18e8b6fac4,,,,,,F,,C,2015-09-01 00:00:00,10,136,,,,,,,,,,,,,4,
148340,5cc7ff9f-5180-474f-93fa-92801524ff47,,,,,,M,,C,2015-09-03 00:00:00,8,126,,,11,1,,,,,,2,,,,
238843,d56de150-5746-4117-a7bb-eda5a6d2cf22,,,,,,M,,C,2011-09-07 00:00:00,7,128,,,,,,,,,,,,,,
