DatabaseId,LEACode,DateOfSend,PeriodEnd,SupplierName,SupplierXMLVersion,XMLSchemaVersion,YoungPersonsID,CohortStatus,GivenName,MiddleName,FamilyName,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Town,County,Postcode,Gender,month/year of birth,Ethnicity,LeadLEA,EducatedLEA,UniqueLearnerNo,UniquePupilNumber,PreviousYPIDIdentifier,GuaranteeStatusIndicator,LEACodeAtYear11,TransferredToLACode,LevelOfNeedCode,SENDFlag,SENSupportFlag,CharacteristicCode,ActivityCode,StartDate,DateAscertained,DateVerified,DueToLapseDate,CurrencyLapsed,EstablishmentNumber,EstablishmentName,UKProviderReferenceNumber,PredictedEndDate,NEETStartDate,ReviewDate,IntendedDestinationYr11
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,fc724090-f73b-49fb-81a8-cc2e8d4ca0a4,P,,,,,,,,,,,F,01/2002,WBRI,825,879,,d4740c92-a133-4ed9-9d7d-af98feedf26e,,N,,,3,Y,N,,206,2019-09-01 00:00:00,2019-09-30 00:00:00,2020-01-31 00:00:00,2020-08-31 00:00:00,N,891454147,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,dc397c65-a762-416c-9a7a-70ca4c1d25d5,P,,,,,,,,,,,F,10/2003,WBRI,825,918,,7c245767-1bc9-4c85-aee8-a87afbde8b50,,N,825,,3,N,N,,177,2019-09-01 00:00:00,2019-09-01 00:00:00,2020-02-20 00:00:00,2020-08-31 00:00:00,N,784864665,,,2020-08-31 00:00:00,,,606
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,cce07ae6-26dd-4057-b8ec-cd192f68cddc,T,,,,,,,,,,,F,07/2003,NOBT,825,850,,d2860466-8901-460d-8df5-b4799c4fd041,,,825,,3,N,N,,167,2019-09-01 00:00:00,2019-09-01 00:00:00,2019-09-30 00:00:00,2019-08-31 00:00:00,N,879264288,,,2020-08-31 00:00:00,,,608
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,c5ac46d7-930f-4fb0-a860-970cf5a0421b,P,,,,,,,,,,,M,03/2002,APKN,825,843,,a66856f2-6f3b-4be8-9b53-10cdc1e9866a,,N,,,3,N,N,,321,2018-09-10 00:00:00,2019-09-24 00:00:00,2019-07-23 00:00:00,2020-08-31 00:00:00,N,797368755,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,3cee2891-8294-48c5-80c8-7eeed3f409f5,P,,,,,,,,,,,F,06/2004,NOBT,825,870,,7a775632-5b8b-41f5-a63e-5ff89501619b,,N,,,3,N,N,,298,2019-09-06 00:00:00,2019-09-01 00:00:00,2020-02-27 00:00:00,2020-08-31 00:00:00,N,708167399,,,2020-08-31 00:00:00,2019-11-01 00:00:00,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,869e0bb5-1962-4733-a720-19d5f12082d9,P,,,,,,,,,,,M,09/2001,NOBT,825,746,,bdf8d6bf-b326-47a4-92f0-e5547c9684e3,,N,825,,3,N,N,,111,2019-09-01 00:00:00,2019-11-01 00:00:00,2019-10-01 00:00:00,2020-08-31 00:00:00,N,669098607,,,2020-08-31 00:00:00,2019-11-01 00:00:00,,611
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,39fbf880-9372-4ce2-b702-caf5304d8409,T,,,,,,,,,,,F,12/2003,WBRI,825,796,,4c9c9b8e-66fa-4e4f-bad6-6d5dac45ab13,,N,825,,3,N,N,,170,2019-09-03 00:00:00,2019-09-01 00:00:00,2020-01-15 00:00:00,2020-08-31 00:00:00,Y,782785762,,,2020-08-31 00:00:00,,,610
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,ff015479-e292-4bde-9114-1d9474089249,P,,,,,,,,,,,M,04/2004,NOBT,825,838,,c735a58b-530c-4e67-a25a-5eb5ee44adce,,N,,,3,N,N,,262,2019-09-06 00:00:00,2019-09-30 00:00:00,2019-12-20 00:00:00,2020-08-31 00:00:00,N,902822817,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,6d8705a7-3f96-4853-9bbe-b420eef9dacc,P,,,,,,,,,,,M,09/2003,WBRI,825,893,,6f501761-1f55-4dbe-a026-24bac427cff3,,N,,,3,N,Y,,357,2018-09-10 00:00:00,2020-01-15 00:00:00,2020-02-25 00:00:00,2019-08-31 00:00:00,Y,939205401,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,8c6e3117-2b41-496c-826d-e144c0e2b1dc,P,,,,,,,,,,,W,06/2003,APKN,825,821,,8685a9a5-7d83-4615-b9f4-506a84fd4e60,,,,,3,N,N,,424,2019-09-01 00:00:00,2019-10-02 00:00:00,2020-02-14 00:00:00,2020-08-31 00:00:00,Y,865853875,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,5ec245b4-da38-4342-9167-c392894bebe1,P,,,,,,,,,,,W,06/2002,NOBT,825,786,,e694558f-0480-40ee-8b0e-9f9b1be98def,,N,825,,3,N,N,,124,2020-02-01 00:00:00,2019-03-13 00:00:00,2019-09-27 00:00:00,2020-08-31 00:00:00,N,561294035,,,,,,611
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,aab372c0-f241-4e19-9fbf-0c3ac7956de7,P,,,,,,,,,,,M,09/2001,WBRI,825,788,,999b62ef-a9c2-4c40-a204-0aeb104ad5d0,,N,825,,3,N,N,,152,2019-09-06 00:00:00,2019-12-18 00:00:00,2019-10-01 00:00:00,2020-08-31 00:00:00,N,719215453,,,2020-08-31 00:00:00,2019-11-01 00:00:00,,609
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,d6c1dcb8-44cf-4a35-8438-1319a4781788,P,,,,,,,,,,,M,07/2002,WBRI,825,934,,c30d87f7-1acc-4bae-b027-468e2868dfc6,,N,825,,3,N,N,,206,2018-09-10 00:00:00,2019-09-27 00:00:00,2019-12-11 00:00:00,2019-08-31 00:00:00,N,837265457,,,2020-08-31 00:00:00,,,608
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,731bd418-04e8-429f-9db7-1cc668baa886,P,,,,,,,,,,,M,01/2003,WBRI,825,,,150120f2-e039-4e14-b7db-1e3bc42a1ca3,,N,,,3,N,N,,295,2018-09-10 00:00:00,2019-09-30 00:00:00,2019-09-27 00:00:00,2020-08-31 00:00:00,N,754906012,,,,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,32a7995f-914c-4aa2-b70e-2a65d252f59f,P,,,,,,,,,,,W,03/2003,WBRI,825,895,,089dd4ef-eebc-4f1d-a479-ba1b23d7083f,,N,,,2,Y,N,,213,2019-09-01 00:00:00,2019-09-27 00:00:00,2019-09-27 00:00:00,2020-08-31 00:00:00,N,745608474,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,ceb905a5-7ef6-441b-ad51-3babe364d004,P,,,,,,,,,,,F,07/2004,NOBT,825,869,,1d5ff47d-d223-4ef1-9344-5038007b4059,,N,825,,3,N,N,,136,2019-09-06 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2020-08-31 00:00:00,N,788345534,,,2020-08-31 00:00:00,,,608
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,682a675d-1928-4802-9bea-81cbef9c37fd,T,,,,,,,,,,,F,06/2003,NOBT,825,919,,f8fe1be5-585f-4e42-a487-d413ce86f87d,,N,825,,3,N,N,,129,2018-10-10 00:00:00,2020-02-19 00:00:00,2018-11-30 00:00:00,2020-08-31 00:00:00,N,834690527,,,2020-08-31 00:00:00,,,608
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,065ffda3-5153-458d-8434-d34faddfdc5d,P,,,,,,,,,,,M,06/2004,APKN,825,916,,6b202cf1-dd6a-4877-93cb-1978ad5fd700,,N,825,,2,N,N,,220,2019-09-01 00:00:00,2019-09-01 00:00:00,2019-09-27 00:00:00,2020-08-31 00:00:00,N,685412293,,,,,,606
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,d0234d3c-b7fc-426f-a867-a8efb8569620,P,,,,,,,,,,,M,07/2002,NOBT,825,923,,76673a02-3270-4841-b34f-72e485962bba,,N,,,3,N,N,,204,2019-09-01 00:00:00,2019-09-26 00:00:00,2018-09-30 00:00:00,2020-08-31 00:00:00,N,921696834,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,c9830441-4320-42a1-b168-dcd6a6370253,P,,,,,,,,,,,M,06/2002,APKN,825,837,,c0a7d24e-da7c-4bc1-a708-fa3a8be9cfbc,,N,,,3,N,N,,306,2019-09-01 00:00:00,2019-09-01 00:00:00,2020-02-06 00:00:00,2020-08-31 00:00:00,N,906249082,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,34b8814a-f634-44cc-8d78-17a7d21d03fd,P,,,,,,,,,,,F,11/2003,APKN,825,844,,e01767bd-0361-49bd-8021-133eda3481b0,,N,,,3,N,N,,299,2019-09-06 00:00:00,2019-09-25 00:00:00,2020-02-28 00:00:00,2020-08-31 00:00:00,N,815277649,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,4fccf392-d15c-4d4f-afad-dbe8697e969f,P,,,,,,,,,,,W,02/2004,NOBT,825,787,,9e198d22-2ebc-45d5-bb01-17c685fabf49,,N,825,,3,N,N,,185,2020-01-02 00:00:00,2019-09-30 00:00:00,2020-02-27 00:00:00,2020-08-31 00:00:00,N,650340192,,,2020-08-31 00:00:00,,,608
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,d50f7c6b-33e3-4bd2-99a7-599ab691025e,T,,,,,,,,,,,W,12/2002,NOBT,825,,,e87d59c2-3154-4c80-a07e-49ea0314e94e,,N,,,3,Y,N,,381,2019-09-01 00:00:00,2019-09-26 00:00:00,2020-02-13 00:00:00,2019-08-31 00:00:00,N,779396936,,,2020-08-31 00:00:00,2019-11-01 00:00:00,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,9285fe7a-6a08-43fc-adfc-497714be4a37,P,,,,,,,,,,,M,07/2002,MWAS,825,909,,e8d3304c-45ac-484b-a16f-98592525431f,,N,825,,3,N,N,,117,2019-09-06 00:00:00,2018-12-07 00:00:00,2019-03-27 00:00:00,2020-08-31 00:00:00,N,907991138,,,2020-08-31 00:00:00,,,610
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,c838e932-0584-474b-9a52-f3e4d638f4fc,P,,,,,,,,,,,W,12/1997,APKN,825,656,,4bdb5c75-fe30-4363-8336-913e8dd09778,,N,,,3,Y,N,,409,2019-09-01 00:00:00,2019-09-27 00:00:00,2019-09-30 00:00:00,2020-08-31 00:00:00,N,501824251,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,f7df9ade-1f6d-4ffc-b738-f63280c68823,P,,,,,,,,,,,F,08/2000,NOBT,825,819,,70da530f-f029-40aa-b486-31fed88a1907,,N,,,2,N,N,,234,2019-09-01 00:00:00,2019-09-26 00:00:00,2020-01-15 00:00:00,2020-08-31 00:00:00,N,775712141,,,2020-08-31 00:00:00,2019-11-01 00:00:00,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,cce74061-fec2-494b-b7c5-f9e4140c45d6,P,,,,,,,,,,,F,04/2003,WBRI,825,905,,fdd3b393-a29d-4b96-bf12-6e92069bd571,,N,825,,2,N,Y,,173,2019-09-01 00:00:00,2019-09-30 00:00:00,2019-11-20 00:00:00,2020-08-31 00:00:00,N,870931843,,,2020-08-31 00:00:00,,,609
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,cf5dd1fb-fa5b-48bd-9009-08ec0986fbdd,P,,,,,,,,,,,F,02/2003,WBRI,825,785,,4433d0d0-e827-44f7-8985-e0320774aac4,,N,,,2,N,Y,,336,2019-09-01 00:00:00,2019-09-27 00:00:00,2020-01-30 00:00:00,2020-08-31 00:00:00,N,667504014,,,,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,34d2d39c-d789-4c9a-952d-84a2631575e9,T,,,,,,,,,,,M,11/2002,WBRI,825,821,,9ae7619d-9073-4ece-b61e-af1e0c4fb91b,,N,,,3,N,N,,249,2019-09-06 00:00:00,2019-09-26 00:00:00,2019-11-07 00:00:00,2020-08-31 00:00:00,N,741708941,,,2020-08-31 00:00:00,,2020-08-31 00:00:00,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,cafc59bf-37fb-45d3-959c-88d55387db24,P,,,,,,,,,,,F,07/2004,BAFR,825,819,,cbddb1a3-66fb-468c-a14c-601a59f7f256,,N,,,3,N,N,,306,2019-10-07 00:00:00,2019-09-25 00:00:00,2019-10-01 00:00:00,2020-08-31 00:00:00,N,815174456,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,e701a64e-a0c1-446e-a8cb-25de9e5e04a2,P,,,,,,,,,,,M,01/2002,NOBT,825,810,,278a0308-26c5-455c-b3ac-17c6558250ae,,N,,,3,N,N,,201,2018-10-25 00:00:00,2019-09-30 00:00:00,2019-12-05 00:00:00,2020-08-31 00:00:00,N,851276817,,,2020-08-31 00:00:00,,2020-08-31 00:00:00,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,fa8eb478-22e9-4e78-bd86-ff0c78c3a141,P,,,,,,,,,,,F,04/2002,NOBT,825,749,,8ac01de9-1ce6-4858-a254-a9cec6405be5,,N,,,3,N,N,,249,2019-09-01 00:00:00,2019-09-27 00:00:00,2019-10-01 00:00:00,2020-08-31 00:00:00,N,840086836,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,e1082761-7286-4e49-91bf-637a8cda61cf,P,,,,,,,,,,,M,10/1999,NOBT,825,916,,99568574-efd4-4145-9ba6-d55d986099f4,,N,,,2,Y,N,,543,2019-09-01 00:00:00,2019-09-25 00:00:00,2019-01-02 00:00:00,2019-08-31 00:00:00,N,684421205,,,,,2020-08-31 00:00:00,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,ab1f0d70-710e-4576-af10-98283901ce91,P,,,,,,,,,,,M,05/2003,NOBT,825,908,,d1744c74-48f2-4543-94c7-2dc697a9934c,,N,,,3,Y,N,,275,2019-09-06 00:00:00,2019-09-06 00:00:00,2019-09-30 00:00:00,2020-08-31 00:00:00,N,850137779,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,356becd5-c9df-419c-8473-fe7974c85690,P,,,,,,,,,,,M,07/2003,WBRI,825,781,,d15dc268-7f61-45b7-9bbb-c20f023ee1ba,,N,,,3,Y,Y,,251,2019-09-06 00:00:00,2019-09-30 00:00:00,2019-10-01 00:00:00,2020-08-31 00:00:00,N,829008097,,,2020-08-31 00:00:00,2019-11-01 00:00:00,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,951584f6-7ffa-4b21-810c-c5d68357103e,P,,,,,,,,,,,F,09/2003,WBRI,825,922,,c27285ff-e292-45ff-aeb9-27b07cbffbbc,,N,,,3,Y,N,,375,2019-09-01 00:00:00,2019-09-30 00:00:00,2020-02-20 00:00:00,2020-08-31 00:00:00,N,685311247,,,2020-08-31 00:00:00,,,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,26dcbaac-0aeb-430c-bf47-ed4a67c98064,P,,,,,,,,,,,M,01/2003,NOBT,825,794,,3ecd590f-5397-462b-b0dd-8b4541ed1580,,N,825,,2,N,N,,129,2018-09-11 00:00:00,2019-09-30 00:00:00,2020-02-24 00:00:00,2020-08-31 00:00:00,N,485802443,,,2020-08-31 00:00:00,,,610
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,9bdb6fe5-ef04-4b4b-92da-7a48f60e7c8d,P,,,,,,,,,,,W,05/2003,WBRI,825,829,,,,N,825,,3,Y,N,,189,2019-09-06 00:00:00,2019-09-27 00:00:00,2020-02-06 00:00:00,2020-08-31 00:00:00,N,876234078,,,2020-08-31 00:00:00,,,607
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,0454b2e5-b2d9-4edc-8f8f-f37d3ec14169,P,,,,,,,,,,,F,12/2003,BAFR,825,834,,ac806d7e-89b5-4c5b-8698-48d4411d846c,,N,825,,3,N,N,,141,2019-09-01 00:00:00,2019-09-27 00:00:00,2020-02-24 00:00:00,2020-08-31 00:00:00,N,837597852,,,,,,609
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,d0065b2d-fec0-4838-8c4c-55acc38725ac,P,,,,,,,,,,,M,08/2004,NOBT,825,779,,0d47c150-3544-498c-be9b-62e11faea0e1,,N,825,,3,Y,N,,143,2019-09-06 00:00:00,2019-09-01 00:00:00,2020-02-25 00:00:00,2020-08-31 00:00:00,N,710045091,,,2020-08-31 00:00:00,,,609
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,ebc4b753-8f48-4eeb-af42-4252210aaa53,P,,,,,,,,,,,F,09/2001,MWBC,825,813,,3fb3dca9-24cb-47c5-8b44-5cec23c1cd56,,N,825,,2,N,N,,208,2019-09-01 00:00:00,2019-09-01 00:00:00,2019-09-30 00:00:00,2020-08-31 00:00:00,Y,807548504,,,,,,608
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,63dd32b2-c271-4ec5-a5e1-0ada6f05ceac,P,,,,,,,,,,,F,07/2004,AIND,825,752,,51fc97ea-77a6-4818-8d74-49b4e496be11,,N,,,3,N,N,,318,2019-09-01 00:00:00,2019-09-27 00:00:00,2020-02-06 00:00:00,2020-08-31 00:00:00,N,928227149,,,,,2020-08-31 00:00:00,
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,0a535c4e-931f-4ec8-9ea5-4148c195b77c,P,,,,,,,,,,,M,05/2003,NOBT,825,755,,cc1e2ad8-738a-477b-8d12-eaab4deef8d6,,,825,,3,N,N,,138,2019-09-01 00:00:00,2019-09-27 00:00:00,2020-02-12 00:00:00,2020-08-31 00:00:00,N,574630871,,,2020-08-31 00:00:00,,,610
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,c5b9faa1-ee24-49da-86d1-f4dc46604ba7,P,,,,,,,,,,,F,09/2001,NOBT,825,788,,2a0a8379-2e6b-47e5-8464-1e0c7893ebcf,,N,825,,3,N,N,,206,2019-09-06 00:00:00,2019-09-25 00:00:00,2020-02-20 00:00:00,2020-08-31 00:00:00,N,753840982,,,2020-08-31 00:00:00,,,606
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,82acf725-9a6e-4dc5-96d7-dcfb6024c31a,P,,,,,,,,,,,M,01/2003,NOBT,825,866,,c467e642-a0b8-4e88-a332-3276cf5a724c,,N,825,,3,N,N,,150,2019-09-06 00:00:00,2019-09-30 00:00:00,2019-12-20 00:00:00,2020-08-31 00:00:00,N,956188681,,,2020-08-31 00:00:00,,,608
468,825,2020-03-06 00:00:00,2020-02-29 00:00:00,CareerVision Ltd,3.3.4.7,1,f227ff8a-cbf8-4aed-afeb-ea27ac767741,P,,,,,,,,,,,M,11/2002,NOBT,825,743,,4512bde9-63bc-471c-97c3-89bdf2e7acec,,N,825,,3,N,Y,,224,2019-09-02 00:00:00,2020-01-07 00:00:00,2018-11-16 00:00:00,2020-08-31 00:00:00,N,559711215,,,2020-08-31 00:00:00,,,605
