DatabaseId,LEACode,DateOfSend,PeriodEnd,SupplierName,SupplierXMLVersion,XMLSchemaVersion,YoungPersonsID,CohortStatus,GivenName,MiddleName,FamilyName,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Town,County,Postcode,Gender,moth/year of birth,Ethnicity,LeadLEA,EducatedLEA,UniqueLearnerNo,UniquePupilNumber,PreviousYPIDIdentifier,GuaranteeStatusIndicator,LEACodeAtYear11,TransferredToLACode,LevelOfNeedCode,SENDFlag,SENSupportFlag,CharacteristicCode,ActivityCode,StartDate,DateAscertained,DateVerified,DueToLapseDate,CurrencyLapsed,EstablishmentNumber,EstablishmentName,UKProviderReferenceNumber,PredictedEndDate,ReviewDate,NEETStartDate,IntendedDestinationYr11
468,825,44629,44620,Servelec,21.2.1.0,1,5da3e763-ccf9-49c2-98b4-34058fd3ed4e,P,,,,,,,,,,,M,08/2004,WBRI,825,805,,0d1d1668-9ab0-4cbb-a675-4c75ef7be463,,,,,3,Y,N,,240,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-02-03 00:00:00,2022-08-31 00:00:00,N,812512905,,,2022-08-31 00:00:00,,2021-12-01 00:00:00,
468,825,44629,44620,Servelec,21.2.1.0,1,2374d5d4-990b-4542-a825-40713e53414f,P,,,,,,,,,,,M,02/2005,WBRI,825,915,,db97b2f1-c0f5-43be-ae7b-3b5bd946635f,,N,,,3,Y,N,,211,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-02-10 00:00:00,2022-08-31 00:00:00,N,789913583,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,cc0dc947-6f16-40f7-b9fa-1e8bb4f44cda,P,,,,,,,,,,,M,09/2003,NOBT,825,820,,b2a771ff-633e-48ef-add7-028126b5c0e7,,N,825,,3,N,N,,135,2021-09-01 00:00:00,2021-10-31 00:00:00,2022-01-20 00:00:00,,N,473600421,,,2022-08-31 00:00:00,,,610
468,825,44629,44620,Servelec,21.2.1.0,1,787b06f5-94cc-4535-b3db-58fa75529aea,P,,,,,,,,,,,M,07/2006,NOBT,825,817,,4af5ab1c-988a-49e3-b42d-7a44e01ad88d,,N,825,,3,Y,N,,236,2021-09-02 00:00:00,2021-09-02 00:00:00,2022-02-03 00:00:00,,N,757022346,,,2022-08-31 00:00:00,,,607
468,825,44629,44620,Servelec,21.2.1.0,1,a1539e1f-212f-405e-a0a0-ee4f8817fb5c,P,,,,,,,,,,,M,09/2003,NOBT,825,811,,a5cd689a-edc7-4a98-8df4-61a9a1b174d1,,N,825,,3,N,N,,141,2021-09-01 00:00:00,2021-12-16 00:00:00,2022-02-04 00:00:00,2022-08-31 00:00:00,N,734705506,,,2022-08-31 00:00:00,2022-03-01 00:00:00,,609
468,825,44629,44620,Servelec,21.2.1.0,1,20fe1bb7-5125-481a-b654-f123c9356edf,P,,,,,,,,,,,F,08/2004,NOBT,825,744,,0d0fed14-b42f-4c72-999b-c248084aff61,,N,825,,3,N,N,,175,2021-09-15 00:00:00,2021-09-30 00:00:00,2021-12-22 00:00:00,2022-08-31 00:00:00,N,595992573,,,2022-08-31 00:00:00,,,607
468,825,44629,44620,Servelec,21.2.1.0,1,5ac547d3-c5f4-42b0-874e-7278e20b9f2b,P,,,,,,,,,,,M,04/2005,WBRI,825,605,,95155fda-18b0-4054-a472-e10fa30161b8,,N,825,,3,N,Y,,157,2021-09-01 00:00:00,2021-09-30 00:00:00,2022-02-17 00:00:00,2022-08-31 00:00:00,N,776715809,,,2022-08-31 00:00:00,,,610
468,825,44629,44620,Servelec,21.2.1.0,1,eafd520d-8e4d-4412-a4b0-0f9d8d3f34c3,P,,,,,,,,,,,M,01/2006,NOBT,825,922,,669562a1-1cf7-4e62-b887-c9c8271e0ca8,,N,825,,3,Y,N,,167,2021-09-01 00:00:00,2021-03-31 00:00:00,2022-01-26 00:00:00,2022-08-31 00:00:00,N,821864494,,,2022-08-31 00:00:00,,,609
468,825,44629,44620,Servelec,21.2.1.0,1,144d6c50-6101-4eb1-a140-1955eb3259ff,P,,,,,,,,,,,M,05/2006,MWBC,825,812,,18ffd738-f56a-4e73-8486-dd0609fbcb34,,N,,,3,Y,N,,359,2021-09-06 00:00:00,2021-09-01 00:00:00,2022-01-20 00:00:00,2022-08-31 00:00:00,N,490114846,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,7d2062e8-37ed-40b6-b5d4-d75b833784dd,P,,,,,,,,,,,M,04/2004,NOBT,825,881,,312dddb4-a77f-49c0-b07a-c680d6f6bd6c,,,825,,3,N,N,,140,2021-09-13 00:00:00,2021-09-24 00:00:00,2022-02-16 00:00:00,2022-08-31 00:00:00,N,892675170,,,2022-08-31 00:00:00,,,611
468,825,44629,44620,Servelec,21.2.1.0,1,27256516-27bd-4f00-bc7f-b64d9b0f36b1,P,,,,,,,,,,,F,06/2006,NOBT,825,925,,,,N,,,3,N,N,,220,2021-09-01 00:00:00,2021-12-16 00:00:00,2022-02-10 00:00:00,2022-08-31 00:00:00,N,909367901,,,2022-08-31 00:00:00,2022-03-01 00:00:00,,
468,825,44629,44620,Servelec,21.2.1.0,1,81ecbd01-652e-4d20-8deb-de27b38520ae,P,,,,,,,,,,,M,07/2004,WBRI,825,831,,f500705f-4d75-40c5-8055-beae879979e8,,N,,,3,N,N,,262,2021-09-01 00:00:00,2021-09-30 00:00:00,2022-02-10 00:00:00,2022-08-31 00:00:00,N,788562125,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,a81bd815-2772-4b14-8c4f-338bf68e8f94,P,,,,,,,,,,,M,07/2006,NOBT,825,857,,6cf76341-30f6-4b02-a83c-9ee42c0e3f7e,,N,,,2,N,N,,220,2021-09-01 00:00:00,2021-09-30 00:00:00,2022-01-20 00:00:00,2022-08-31 00:00:00,N,670416666,,,2022-08-31 00:00:00,2022-03-01 00:00:00,,
468,825,44629,44620,Servelec,21.2.1.0,1,3dea18e4-7465-4b9f-8537-bd0958dc72f0,P,,,,,,,,,,,W,06/2004,WBRI,825,859,,37515988-a493-44b9-9235-b0718adcdb0d,,N,825,,3,N,Y,,161,2021-09-06 00:00:00,2021-09-02 00:00:00,2022-02-17 00:00:00,2022-08-31 00:00:00,N,904741147,,,2022-08-31 00:00:00,,,609
468,825,44629,44620,Servelec,21.2.1.0,1,aea9599e-4bdc-493e-a028-5d2474ef5e15,P,,,,,,,,,,,M,05/2005,BAFR,825,901,,788719cb-34f7-4d0c-8645-1be48aadc24c,,N,,,3,N,N,,386,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-04 00:00:00,2022-08-31 00:00:00,N,889580522,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,890b0e68-e60b-428c-8621-1fc0a0859d7d,T,,,,,,,,,,,M,08/2006,WBRI,825,898,,cecf6402-8b25-4890-8d59-6f2032028315,,N,,,3,Y,Y,,306,2021-09-06 00:00:00,2021-09-29 00:00:00,2021-09-30 00:00:00,2022-08-31 00:00:00,N,820453648,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,b45fe177-1363-4c43-8131-944b92a85e1b,P,,,,,,,,,,,M,12/2004,WBRI,825,801,,0573fdcd-6314-4a1c-9902-37ab36869264,,N,,,3,N,N,,219,2021-09-01 00:00:00,2021-09-30 00:00:00,2022-02-11 00:00:00,2022-08-31 00:00:00,N,874433018,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,6a19114f-3584-4851-910b-e906622da71f,T,,,,,,,,,,,M,02/2004,BCRB,825,892,,cc6bd365-0903-4243-9e81-03beb70e9f1c,,N,,,3,N,N,,321,2021-09-06 00:00:00,2021-10-31 00:00:00,2021-10-31 00:00:00,2022-08-31 00:00:00,N,872651886,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,c328e155-1df8-46fc-bef1-1514d6d60657,P,,,,,,,,,,,F,11/2003,NOBT,825,696,,16169199-f824-48e2-91f8-3a7654add10e,,N,,,3,N,N,,195,2021-09-01 00:00:00,2021-09-01 00:00:00,2021-10-31 00:00:00,2022-08-31 00:00:00,N,583533555,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,dc28187b-4539-421f-8046-c6812bf76d67,P,,,,,,,,,,,F,08/2005,NOBT,825,825,,bc16adaa-0456-4345-be94-59a62f84ef68,,N,825,,3,N,N,,118,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-17 00:00:00,2022-08-31 00:00:00,N,692374336,,,2022-08-31 00:00:00,,2021-12-01 00:00:00,611
468,825,44629,44620,Servelec,21.2.1.0,1,b6686710-5d90-4076-b225-c95ae102327a,P,,,,,,,,,,,F,09/2004,WBRI,825,696,,5400f9f2-6112-4bc8-a554-7df90598bd29,,N,825,,3,Y,N,,124,2021-09-13 00:00:00,2022-01-20 00:00:00,2022-02-03 00:00:00,2022-08-31 00:00:00,N,721503551,,,,,,611
468,825,44629,44620,Servelec,21.2.1.0,1,9afeab7d-6145-4e31-854c-caf71a33a76c,P,,,,,,,,,,,F,09/2005,NOBT,825,921,,d9fdcd47-e48a-45bc-b204-966180a3898f,,,825,,3,N,N,,132,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-02-17 00:00:00,2022-08-31 00:00:00,N,814213592,,,2022-08-31 00:00:00,,,610
468,825,44629,44620,Servelec,21.2.1.0,1,ed4c7162-1e94-45e9-a1e6-976f8fce7454,P,,,,,,,,,,,M,10/2003,NOBT,825,905,,bacfef04-35e6-402c-a9f1-49b75138be35,,N,825,,3,N,N,,204,2021-09-01 00:00:00,2021-09-30 00:00:00,2022-01-27 00:00:00,,N,987120130,,,2022-08-31 00:00:00,,,608
468,825,44629,44620,Servelec,21.2.1.0,1,6e2cefc6-a922-4894-8223-a4345d708366,P,,,,,,,,,,,W,03/2003,NOBT,825,902,,ae5d85d6-f94b-46d1-8517-20f7d1ebc17d,,N,825,,3,N,N,,209,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-01-20 00:00:00,2022-08-31 00:00:00,N,838453499,,,2022-08-31 00:00:00,,,608
468,825,44629,44620,Servelec,21.2.1.0,1,f50fc7c5-1f71-4154-b477-8362176c4efd,P,,,,,,,,,,,M,01/2005,WBRI,825,905,,45c30e26-f17c-4a01-8e83-0a6c43c6cae9,,N,825,,3,N,N,,160,2021-09-01 00:00:00,2021-09-29 00:00:00,2022-01-26 00:00:00,2022-08-31 00:00:00,N,952527747,,,2022-08-31 00:00:00,2022-03-01 00:00:00,,609
468,825,44629,44620,Servelec,21.2.1.0,1,25b53e9f-0e5c-4a8c-b444-27d213cb3f65,P,,,,,,,,,,,M,05/2004,NOBT,825,,,3283e635-43a7-48fe-b533-6e2dc0b73657,,N,825,,3,N,N,,194,2021-09-13 00:00:00,2022-01-10 00:00:00,2022-02-11 00:00:00,,N,742623040,,,2022-08-31 00:00:00,,2021-12-01 00:00:00,610
468,825,44629,44620,Servelec,21.2.1.0,1,b185ff5f-6356-46c7-a01b-9c35f61810e2,T,,,,,,,,,,,M,08/2006,BAFR,825,894,,2c2bae8c-3b34-4527-a9c5-7f74de8a5922,,N,,,3,N,N,,563,2021-09-06 00:00:00,2021-03-18 00:00:00,2020-12-23 00:00:00,2022-08-31 00:00:00,N,838401218,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,68e42bed-805e-4515-aa22-a4579c48d586,P,,,,,,,,,,,M,10/2005,NOBT,825,743,,311d7a9d-7b85-41d3-8068-c6c851c631aa,,N,825,,3,N,N,,122,2021-09-06 00:00:00,2021-11-30 00:00:00,2020-10-13 00:00:00,2022-08-31 00:00:00,N,622002972,,,2022-08-31 00:00:00,2022-03-01 00:00:00,,610
468,825,44629,44620,Servelec,21.2.1.0,1,4dafd48e-6dd5-4ecb-afd4-0e1a8bbd5750,P,,,,,,,,,,,W,04/2006,APKN,825,798,,63758ce9-136a-4716-b2fb-fbed633c7258,,N,,,3,N,N,,365,2021-09-06 00:00:00,2021-10-31 00:00:00,2022-02-11 00:00:00,2022-08-17 00:00:00,N,930828279,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,6ba8d932-0a8c-4082-b0a8-c997ccde8c81,P,,,,,,,,,,,M,11/2005,NOBT,825,665,,6a3c48d6-d3dc-4f9d-ad0c-0490bac8ee65,,N,825,,3,N,Y,,113,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-11 00:00:00,2022-08-31 00:00:00,N,912362507,,,2022-08-31 00:00:00,,,610
468,825,44629,44620,Servelec,21.2.1.0,1,80933461-ecb7-4ae1-9f51-b97877602eb1,P,,,,,,,,,,,M,06/2003,WBRI,825,908,,41722731-a001-4eca-8326-7d4f45858eea,,N,825,,3,Y,N,,166,2021-09-06 00:00:00,2021-09-01 00:00:00,2022-01-25 00:00:00,2022-08-31 00:00:00,N,845172644,,,2022-08-31 00:00:00,,,609
468,825,44629,44620,Servelec,21.2.1.0,1,dd547372-40b8-4d60-aa5c-58c6957331b4,P,,,,,,,,,,,M,12/2003,BAFR,825,813,,8416e43f-b6e5-448d-9872-f026da9baa14,,N,825,,3,N,N,,231,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-02-04 00:00:00,2022-08-31 00:00:00,N,893274210,,,2022-08-31 00:00:00,,,607
468,825,44629,44620,Servelec,21.2.1.0,1,7e087d27-56c6-49db-9a88-317369d93246,P,,,,,,,,,,,F,12/2004,WBRI,825,748,,4ecb5624-928a-4b89-8060-92db6eec029e,,N,,,3,N,N,,246,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-18 00:00:00,2022-08-31 00:00:00,N,691488914,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,e8ecf1f3-20f9-4c50-b323-4df418a85c38,P,,,,,,,,,,,F,06/2005,WBRI,825,917,,1da2e712-c254-4331-9e4e-b421f90fa906,,N,,,3,N,N,,253,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-01-31 00:00:00,2022-08-31 00:00:00,N,763060178,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,10bd82db-acd5-47c2-a7d7-765fe0ad9e7e,P,,,,,,,,,,,F,12/2005,WBRI,825,750,,841f0390-6a69-45cf-ab80-a3c77de19b40,,N,,,3,N,N,,305,2021-09-01 00:00:00,2021-09-29 00:00:00,2022-01-21 00:00:00,2022-08-31 00:00:00,N,636735807,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,6ebf9948-909d-4df3-ae0f-add04f3a7ceb,P,,,,,,,,,,,F,11/2003,REFU,825,589,,70f15af0-3cf2-47a5-a9c6-782da566847c,,,,,3,N,N,,216,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-10 00:00:00,2022-08-31 00:00:00,N,637600850,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,abd9a15d-e82c-4293-81c7-d82c8a0a86a7,P,,,,,,,,,,,M,01/2006,WBRI,825,860,,4b9ab596-1f57-4da0-a56c-7ad69ce6d7b4,,N,825,,3,N,Y,,135,2021-09-02 00:00:00,2021-09-01 00:00:00,2022-02-10 00:00:00,2022-08-31 00:00:00,N,663466147,,,2022-08-31 00:00:00,,,610
468,825,44629,44620,Servelec,21.2.1.0,1,9a5cf1cb-2367-4b74-9ee0-8b6b073379d9,P,,,,,,,,,,,F,10/2005,NOBT,825,681,,545ef0db-6936-4794-a819-8be7e107bd21,,N,825,,3,N,N,,125,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-17 00:00:00,2022-08-31 00:00:00,N,559130000,,,2022-08-31 00:00:00,,,610
468,825,44629,44620,Servelec,21.2.1.0,1,85cdee97-f75a-4526-8aff-85e79d20c600,P,,,,,,,,,,,W,10/2004,NOBT,825,910,,5ca989b1-d168-4087-97f3-f3a9142e7005,,,,,3,N,N,,284,2021-09-02 00:00:00,2021-09-28 00:00:00,2022-02-10 00:00:00,2022-08-31 00:00:00,N,,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,0ac181d5-48df-4382-8445-30a5a2bb7219,P,,,,,,,,,,,M,03/2005,APKN,825,779,,d9cfea14-c285-4f78-9d17-09bea7b78bf8,,N,,,3,N,N,,410,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-02-04 00:00:00,,N,795881453,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,ed1388d8-91ad-4345-892c-884e6d7945c8,P,,,,,,,,,,,F,07/2006,OOTH,825,639,,bacfef04-35e6-402c-a9f1-49b75138be35,,N,,,3,N,N,,229,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-01-21 00:00:00,2022-08-31 00:00:00,N,850140070,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,c74988c2-6d99-4543-92ac-fbcd0c450bfc,P,,,,,,,,,,,F,10/2004,REFU,825,855,,dfe8fa48-8e21-4c7a-84e0-b669dcb248db,,N,,,3,N,N,,329,2021-09-06 00:00:00,2021-09-01 00:00:00,2022-02-03 00:00:00,2022-08-31 00:00:00,N,912427261,,,2022-08-31 00:00:00,2022-03-01 00:00:00,,
468,825,44629,44620,Servelec,21.2.1.0,1,bebb3d5c-7cf6-41d0-b54a-735e07504b98,P,,,,,,,,,,,F,03/2004,AIND,825,806,,ef5c64f3-a911-45af-ac3f-1ee808f104ff,,N,,,3,N,N,,400,2021-10-01 00:00:00,2021-09-20 00:00:00,2022-01-10 00:00:00,2022-08-31 00:00:00,N,762521842,,,,,,
468,825,44629,44620,Servelec,21.2.1.0,1,560ffa62-d850-403b-9bcb-a9cc8c9aebfb,P,,,,,,,,,,,W,12/2003,NOBT,825,780,,289d90c7-bfd9-48cf-a6d8-6f64ef43bf27,,N,825,,3,N,N,,164,2021-09-01 00:00:00,2021-09-01 00:00:00,2022-01-20 00:00:00,2022-08-31 00:00:00,N,853276310,,,2022-08-31 00:00:00,,,607
468,825,44629,44620,Servelec,21.2.1.0,1,cc0776f3-459f-4152-b98b-3618e7303cd7,P,,,,,,,,,,,F,07/2004,WBRI,825,902,,bfbd0e8c-1bf3-4f42-8095-a86b12ba2238,,N,825,,3,N,N,,201,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-10 00:00:00,2022-08-31 00:00:00,N,978022046,,,,,,608
468,825,44629,44620,Servelec,21.2.1.0,1,3edca3d0-ff0b-431c-afce-d08c28a7974a,P,,,,,,,,,,,M,09/2004,NOBT,825,806,,6eb11a1c-22d5-4838-90c5-926aecc9dab5,,N,,,3,N,N,,355,2021-09-06 00:00:00,2021-09-01 00:00:00,2022-01-20 00:00:00,2022-08-31 00:00:00,N,867327499,,,2022-08-31 00:00:00,2022-03-01 00:00:00,,
468,825,44629,44620,Servelec,21.2.1.0,1,e1e3458e-c575-45b6-92f3-4e5a834c4963,P,,,,,,,,,,,W,12/2004,APKN,825,863,,9a8e6d2e-cb73-4cc9-aa62-d023920af182,,N,825,,3,N,Y,,158,2021-12-07 00:00:00,2021-09-30 00:00:00,2022-02-17 00:00:00,2022-08-31 00:00:00,N,562310590,,,2022-08-31 00:00:00,,,609
468,825,44629,44620,Servelec,21.2.1.0,1,c9ad1846-2a46-4d2c-8de0-159766b7edc6,P,,,,,,,,,,,W,09/2003,WBRI,825,833,,badfb961-a920-47d8-b6b8-5e600db1ed56,,N,,,3,N,N,,221,2021-09-01 00:00:00,2021-10-31 00:00:00,2022-01-20 00:00:00,2022-08-31 00:00:00,N,921593284,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,21226700-679a-4cfe-a5c5-3f2c71bc210d,P,,,,,,,,,,,W,03/2006,WBRI,825,826,,e256a434-6a67-4c74-b58f-381eca92b95b,,N,,,3,Y,N,,274,2021-10-01 00:00:00,2021-11-30 00:00:00,2022-02-18 00:00:00,2022-08-31 00:00:00,N,808121057,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,276134ef-11a3-4e1d-b392-8cfc2617aaf3,P,,,,,,,,,,,M,08/2005,NOBT,825,901,,f662ee80-396e-4ec8-8e24-2ab087277bd3,,N,,,3,N,N,,265,2021-09-01 00:00:00,2021-09-30 00:00:00,2022-01-21 00:00:00,2022-08-31 00:00:00,N,931597292,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,52ddad64-a3d6-48ea-b15a-781f59369574,P,,,,,,,,,,,F,09/2005,NOBT,825,895,,340bf963-07fe-4a77-ad67-b972c00a3086,,N,,,3,N,Y,,320,2021-09-01 00:00:00,2021-09-09 00:00:00,2022-02-04 00:00:00,2022-08-31 00:00:00,N,811447302,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,56977065-81ce-44d6-9e62-776933877acc,P,,,,,,,,,,,F,05/2006,WBRI,825,826,,02a354d9-9efe-480a-9dbd-8fa5967cb232,,N,,,3,N,N,,243,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-02-02 00:00:00,2022-08-31 00:00:00,N,687587937,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,fc7d44df-e486-4ce9-8eec-fe82c2c9a4c5,P,,,,,,,,,,,F,05/2004,WBRI,825,767,,cdba135d-ad26-4fbc-a9ac-4e74783266ca,,N,825,,3,N,N,,184,2021-09-01 00:00:00,2021-09-24 00:00:00,2022-02-18 00:00:00,2022-08-31 00:00:00,N,735478030,,,2022-08-31 00:00:00,,,608
468,825,44629,44620,Servelec,21.2.1.0,1,5793dc11-0e65-4a1d-b803-af546255af94,P,,,,,,,,,,,M,04/2004,WBRI,825,910,,a320eece-1811-4e55-9103-932b87e54501,,N,,,3,N,N,,325,2021-09-06 00:00:00,2021-09-30 00:00:00,2022-01-31 00:00:00,2022-08-31 00:00:00,N,777093188,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,403a7fe2-5a8c-42f5-8b13-cf3050071915,P,,,,,,,,,,,M,10/2005,WOTH,825,844,,6d5e527e-1128-4094-9fa0-c1b15286c6ee,,N,,,3,Y,N,,250,2021-10-26 00:00:00,2022-02-11 00:00:00,2022-01-25 00:00:00,2022-08-31 00:00:00,N,695458344,,,2022-08-31 00:00:00,,,
468,825,44629,44620,Servelec,21.2.1.0,1,064c67b1-1733-433a-b5de-48c913cacc7d,P,,,,,,,,,,,M,04/2005,WBRI,825,764,,31709bf7-75e0-490b-bc17-4ec8ba9d0ad7,,N,,,3,N,N,,224,2021-09-01 00:00:00,2021-09-30 00:00:00,2022-01-31 00:00:00,2022-08-31 00:00:00,N,773105260,,,2022-08-31 00:00:00,,,
