Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,TermlySessionsAuthorised,TermlySessionsUnauthorised,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
192342,bf1946fd-f392-4ccc-9172-4e0b4e1e83e4,,,,,,M,,C,2014-09-04 12:00:00,9,134,,,,,,,,,,2,,,,
225869,2ae1ecbe-9c87-451d-b74c-7c2698424fbe,,,,,,M,,C,2013-05-23 12:00:00,9,131,,,7,1,,,,,,,,,,
152914,b3c26452-0084-48e6-bb91-e75730372d0c,,,,,,M,,C,2012-09-04 12:00:00,7,133,,,,2,,,,,,2,,,,
198405,229b0c20-b405-4de9-8a31-f16860ff082b,,,,,,M,,Leaver,2011-09-05 12:00:00,11,112,,,,,,,,,,,,,,
138989,a65448c9-a535-4ab8-829f-2cb79961d6e2,,,,,,F,,C,2013-09-04 12:00:00,7,144,,,,,,,,,,,,,,
139539,b7abdec0-6ec7-4237-a9ea-f52011afa4b7,,,,,,M,,C,2012-09-06 12:00:00,9,123,,,7,,,,,,,2,,,,
155846,b93748e7-0338-402c-b4eb-1a2c1000640c,,,,,,M,,C,2012-09-04 12:00:00,7,121,,,9,,,,,,,,,,4,
179350,f7f5b166-a9c2-47fa-a095-bc33e067f0af,,,,,,F,,Leaver,2013-02-25 12:00:00,8,139,,,7,,,,,,,,,,,
202790,b88c0592-129f-4a36-8411-1b5e017e4472,,,,,,F,,C,2014-05-13 12:00:00,9,143,,,7,2,,,,,,,,,4,
231336,f7018842-9f22-4ef9-83af-4ab49be7baa2,,,,,,F,,C,2013-09-03 12:00:00,10,137,,,,1,,,,,,,,,,
226249,a8a09e49-95bc-432d-ae2e-3fffb9ea623f,,,,,,F,,Leaver,2014-09-09 12:00:00,7,127,,,5,,,,,,,,,,4,
179048,61e86bca-34c5-4f76-a910-158c42705422,,,,,,F,,C,2014-09-01 12:00:00,7,139,,,5,,,,,,,,,,,
155487,ed95aba7-2081-4f34-a3d2-ffe8657f1bee,,,,,,F,,C,2013-09-03 12:00:00,11,126,,,,,,,,,,2,,,,
187338,33e43ea8-14e8-446c-8737-e16e3e2211fe,,,,,,F,,C,2011-09-06 12:00:00,8,132,,,4,,,,,,,2,,,,
194086,77d34e62-aec2-4a8f-972c-2516c289978c,,,,,,F,,Leaver,2012-09-06 12:00:00,11,139,,,8,1,,,,,,2,,,,
202028,a9758a60-23b1-4dc2-abad-fcae511391e7,,,,,,M,,C,2014-09-09 12:00:00,10,122,,,,,,,,,,,,,,
225466,9201b4fe-05ca-4bc2-9e31-7271ea7f8ea8,,,,,,M,,C,2010-09-01 12:00:00,11,144,,,3,,,,,,,,,,,
193966,dfa2332c-f390-4caf-8b6d-e64c7a9936f1,,,,,,F,,C,2013-09-01 12:00:00,11,106,,,4,1,,,,,,,,,,
230206,bde15a0c-2078-4bf4-824d-44a6676c4bf9,,,,,,M,,Leaver,2012-09-06 12:00:00,8,144,,,4,1,,,,,,,,,,
182495,ddbaccd3-6391-4df3-9e89-1aa8aa4d2dce,,,,,,F,,Leaver,2010-09-02 12:00:00,9,113,,,6,,,,,,,2,,,4,
202647,75479fc4-a565-47d8-a849-64ae8d419dcf,,,,,,M,,C,2013-11-13 12:00:00,8,133,,,8,1,,,,,,,,,,
226741,21f54767-b39e-45e4-a01b-f64b9e4ef319,,,,,,F,,Leaver,2012-09-01 12:00:00,11,145,,,7,,,,,,,,,,,
161907,2a12ce02-0b79-442e-af44-9f7cad7a2dd3,,,,,,M,,C,2012-09-04 12:00:00,11,143,,,,1,,,,,,,,,,
92949,742bd0d4-2873-4961-aaf9-b6db2bb30c36,,,,,,F,,C,2012-09-04 12:00:00,7,115,,,8,1,,,,,,2,,,4,
265288,fe0e88c7-43a2-4508-b788-cf8f73786b80,,,,,,M,,C,2013-09-03 12:00:00,11,135,,,,1,,,,,,,,,,
164723,59527e46-976f-41b1-967a-c9b8df848d90,,,,,,F,,C,2014-09-04 12:00:00,10,98,,,8,,,,,,,,,,5,
224806,100cdc37-5656-484d-b098-a18e6b7cf3c7,,,,,,M,,Leaver,2014-09-01 12:00:00,11,132,,,4,,,,,,,,,,,
184366,ca2f197d-dbec-4115-9ee8-22624a35d7ec,,,,,,M,,C,2014-09-03 12:00:00,11,132,,,,,,,,,,2,,,4,
225985,2b816331-4e3c-4e30-837d-4df5a6888bff,,,,,,F,,C,2011-09-01 12:00:00,7,139,,,,1,,,,,,2,,,,
198099,1f1bf980-292e-480e-a883-4c3546944c4a,,,,,,M,,Leaver,2014-10-22 12:00:00,7,138,,,8,,,,,,,2,,,,
201448,1047cc17-3b45-4c8b-a9ed-ea90d4062916,,,,,,M,,C,2010-09-01 12:00:00,10,110,,,,1,,,,,,2,,,,
185260,ac183715-14e3-4fcd-81c5-1a556046ef73,,,,,,F,,C,2010-09-02 12:00:00,9,119,,,,2,,,,,,,,,,
170437,9897ded5-fd3a-444b-a588-44b1e859b181,,,,,,F,,C,2014-09-01 12:00:00,8,123,,,,,,,,,,2,,,,
191465,1dd147ce-3dc4-4098-a4a3-b3825ed2096e,,,,,,F,,Leaver,2010-09-01 12:00:00,Leaver,133,,,4,,,,,,,,,,,
218167,0a12efef-0712-46f5-b38d-c188124bdc03,,,,,,M,,C,2013-09-06 12:00:00,9,128,,,9,,,,,,,,,,,
214847,de48701d-f720-4e5f-abc7-4c7a7b2b2af3,,,,,,M,,Leaver,2011-09-01 12:00:00,11,132,,,3,,,,,,,2,,,,
178356,99e37d69-0cbd-41fa-8648-6d56fe185792,,,,,,M,,C,2012-09-05 12:00:00,7,123,,,,1,,,,,,,,,4,
166914,237ad99f-4371-41c2-8df9-07b01aa89735,,,,,,M,,Leaver,2012-09-04 12:00:00,Leaver,109,,,,,,,,,,2,,,5,
206124,8dbef5ca-8472-4020-b992-d50a85ce8dea,,,,,,F,,C,2013-09-04 12:00:00,8,113,,,4,,,,,,,,,,,
155694,2b013a6e-f408-4e07-9946-d9e6dbefa8ab,,,,,,F,,C,2011-09-07 12:00:00,11,142,,,7,2,,,,,,,,,3,
118897,fb5bdcdc-1182-49f8-a147-68ab15c2cc19,,,,,,F,,Leaver,2013-09-04 12:00:00,8,141,,,,,,,,,,2,,,,
185875,cf709ce3-6fe2-4cb9-9074-581a22cff448,,,,,,F,,C,2012-09-04 12:00:00,7,137,,,7,1,,,,,,,,,4,
157628,a12a4215-e2a9-4eb6-aa58-037fd5fa1b02,,,,,,M,,Leaver,2013-09-01 12:00:00,9,134,,,3,,,,,,,2,,,,
222687,a176ea8f-6f96-4798-924f-a78d134b1046,,,,,,F,,C,2013-09-05 12:00:00,8,126,,,5,1,,,,,,,,,5,
235396,c701d226-acf2-4b32-abe4-a81d4d6257dd,,,,,,F,,C,2014-06-12 12:00:00,10,145,,,3,,,,,,,,,,4,
212372,526498ae-d4bc-4227-bbd1-d2230ff98897,,,,,,M,,Leaver,2011-09-07 12:00:00,11,134,,,5,1,,,,,,,,,,
216033,d4eb725b-ba05-429b-8628-21297629669e,,,,,,M,,C,2012-09-06 12:00:00,8,139,,,5,,,,,,,2,,,,
174777,ae2bcc8f-3749-46d4-ae77-8ef6ca4d04c3,,,,,,F,,C,2013-09-03 12:00:00,12,127,,,,,,,,,,,,,,
188077,676b771d-c61e-4bc5-8525-2fbd6aced538,,,,,,M,,C,2010-09-02 12:00:00,7,138,,,5,1,,,,,,2,,,5,
173482,c7ab9dde-3a52-4176-a154-a289437d8abe,,,,,,F,,C,2012-09-04 12:00:00,8,138,,,7,1,,,,,,2,,,,
214400,7c4da55c-c3df-44da-aa31-3364a55316dc,,,,,,M,,C,2014-09-05 12:00:00,11,119,,,,2,,,,,,2,,,3,
160619,dd7d5126-d927-4e37-8a23-9649db42d4a2,,,,,,F,,C,2012-09-06 12:00:00,9,138,,,,,,,,,,2,,,,
195882,22bb2b65-9d5b-43ad-9607-3010166673a7,,,,,,M,,C,2011-09-05 12:00:00,10,140,,,,1,,,,,,,,,,
183900,47709a9f-f985-481f-9611-710cf9270766,,,,,,M,,C,2014-09-04 12:00:00,12,126,,,,,,,,,,2,,,,
194935,db84a4d8-1beb-4b1c-bc18-77f64b7f139d,,,,,,F,,C,2010-09-02 12:00:00,9,127,,,7,,,,,,,,,,,
141266,a9eb45cf-7493-4058-b79e-50bb9deec881,,,,,,F,,Leaver,2010-09-01 12:00:00,10,136,,,,,,,,,,,,,5,
236598,74cd97f8-869b-4bfd-9d6e-2280ad97bfdd,,,,,,M,,C,2011-09-05 12:00:00,8,126,,,,,,,,,,2,,,4,
145016,fbdf861a-2498-40b9-b1ce-a0e2f48b4f0f,,,,,,F,,C,2012-09-06 12:00:00,10,141,,,,1,,,,,,2,,,3,
223492,7396689c-762d-4385-bed6-0ab43b4cbac0,,,,,,M,,C,2010-09-03 12:00:00,9,111,,,,1,,,,,,,,,,
150660,9d728380-ff26-4598-9d02-995cd7650d43,,,,,,M,,C,2014-09-03 12:00:00,11,131,,,9,,,,,,,2,,,,
163537,97c14fdb-fcc5-4394-ac33-703f2a0a6f66,,,,,,M,,C,2013-09-03 12:00:00,9,135,,,5,1,,,,,,3,,,,
177188,e9fd029f-8cce-46cb-b09b-736f5d05b6a9,,,,,,M,,C,2013-09-16 12:00:00,9,115,,,,1,,,,,,,,,,
200151,07cad078-08b8-4d3d-bef4-560a7bb9e15c,,,,,,M,,Leaver,2011-09-05 12:00:00,9,132,,,6,,,,,,,,,,,
226101,8c242dd4-403a-4000-8b14-9c877dd3796e,,,,,,M,,C,2011-09-06 12:00:00,9,145,,,5,,,,,,,,,,,
138136,18da5ac8-1e03-4e04-8407-02e626bce1bb,,,,,,F,,Leaver,2013-04-15 12:00:00,11,127,,,,2,,,,,,2,,,,
120005,a5279e29-2b61-47b2-9777-0ec3fcf82e7a,,,,,,F,,C,2010-09-01 12:00:00,9,137,,,,1,,,,,,2,,,,
181609,65bd31c8-d1f4-4bb1-98e4-a98624370e75,,,,,,F,,C,2014-09-03 12:00:00,10,130,,,,,,,,,,2,,,,
175300,c59bdddb-9539-4bb2-bf48-1a7b1c257c33,,,,,,M,,C,2013-09-05 12:00:00,8,127,,,5,,,,,,,,,,,
168654,39f453fb-8b6b-4aa0-be51-d4851620e68e,,,,,,F,,C,2010-09-01 12:00:00,10,141,,,,,,,,,,,,,,
164923,1b0d149d-1829-4ab0-aa58-4774de13397e,,,,,,F,,C,2014-09-04 12:00:00,Leaver,130,,,,2,,,,,,,,,,
103887,2da1850c-f561-4233-9abc-73e2ad392172,,,,,,F,,C,2013-09-04 12:00:00,8,129,,,,,,,,,,2,,,,
118802,19cc7ff2-5060-45d4-accb-decb842c1fef,,,,,,M,,C,2010-09-02 12:00:00,9,139,,,6,,,,,,,,,,,
170778,7337ac5e-0ba0-42f2-9858-12528f6418ab,,,,,,F,,C,2012-09-06 12:00:00,Leaver,131,,,,,,,,,,,,,4,
187501,164b4488-85f8-4112-8935-db5aee27d0e7,,,,,,F,,C,2014-09-03 12:00:00,9,132,,,11,,,,,,,2,,,,
237663,c1b9a775-d2fc-478a-ab12-d85c9853d09a,,,,,,F,,C,2014-09-08 12:00:00,11,97,,,10,,,,,,,,,,4,
216022,6b9d730b-4721-49bb-b7e2-153c532afd4e,,,,,,M,,C,2011-09-06 12:00:00,9,139,,,,1,,,,,,,,,,
156137,c2e8c582-c7f6-4632-9f44-507ff12fc8f2,,,,,,F,,Leaver,2013-09-03 12:00:00,12,133,,,8,,,,,,,2,,,3,
150951,519bac29-a05e-4fa2-afa9-ffe433fc455d,,,,,,M,,Leaver,2014-09-04 12:00:00,9,137,,,1,,,,,,,,,,,
192416,7d222630-a860-47df-9f33-30da4ab5fe7f,,,,,,F,,C,2010-09-02 12:00:00,10,134,,,4,2,,,,,,,,,,
207949,f9aff4b0-16d4-41e7-adbc-62fd1e771cfc,,,,,,M,,Leaver,2011-09-07 12:00:00,7,144,,,5,,,,,,,,,,,
188549,91686e1e-d857-42f7-bc4a-c65d554d2a94,,,,,,M,,Leaver,2013-09-03 12:00:00,7,122,,,2,1,,,,,,2,,,,
187232,aed56a56-3f6c-4fc1-b392-a8645747efcc,,,,,,M,,C,2012-09-04 12:00:00,8,131,,,9,2,,,,,,2,,,5,
232409,d042f2c3-8251-4d02-907e-d31248f881dd,,,,,,M,,Leaver,2012-09-01 12:00:00,9,130,,,7,2,,,,,,2,,,,
166405,e6a7a9b4-be7f-45f2-b64f-41332d35b49d,,,,,,M,,C,2014-09-04 12:00:00,9,122,,,8,,,,,,,,,,3,
202498,8472cde3-7d7b-4511-9d9e-2b1f755fa5f3,,,,,,F,,C,2013-09-03 12:00:00,11,130,,,8,,,,,,,2,,,4,
218114,d0fd7b06-f659-4788-a9c7-91dd88d3177c,,,,,,F,,C,2012-09-04 12:00:00,8,126,,,7,,,,,,,3,,,3,
210866,2c47820c-001f-4a07-bfd2-3c81b04be6b2,,,,,,F,,C,2013-09-06 12:00:00,8,139,,,9,1,,,,,,2,,,,
196206,ccc800d3-1b68-4843-b346-e098d5624eda,,,,,,M,,Leaver,2012-09-05 12:00:00,8,144,,,8,,,,,,,,,,,
189606,3f07ca5e-4327-47f3-b3fc-7ab783a670c2,,,,,,F,,C,2013-09-01 12:00:00,8,138,,,4,2,,,,,,3,,,,
178458,88a01f39-92c5-4085-a367-43cf03eeb951,,,,,,M,,Leaver,2010-09-01 12:00:00,7,139,,,10,,,,,,,,,,3,
238759,e46d56a9-6a00-43df-8040-d72ed2029d1d,,,,,,F,,Leaver,2011-09-05 12:00:00,10,125,,,,,,,,,,,,,,
165656,1347fffa-89bf-4e02-a1b5-01af5ac7b10e,,,,,,M,,Leaver,2012-09-06 12:00:00,11,143,,,9,,,,,,,2,,,,
161114,44a1ade9-9fae-46fa-9d48-8e18e4ad11bb,,,,,,F,,C,2014-07-11 12:00:00,9,126,,,7,1,,,,,,,,,,
171688,6fc60a6e-661d-4b2b-8433-c6dfa84cd0f2,,,,,,F,,Leaver,2010-09-01 12:00:00,7,137,,,8,,,,,,,,,,4,
137037,6520c57c-310f-4e72-9c2c-6b1caa409e84,,,,,,M,,Leaver,2014-09-04 12:00:00,8,139,,,10,1,,,,,,,,,4,
155138,f7f88fdc-af1d-47d9-8e8b-0ccf671ec4e3,,,,,,F,,C,2013-09-04 12:00:00,7,133,,,,,,,,,,,,,,
203261,8dbef5ca-8472-4020-b992-d50a85ce8dea,,,,,,M,,C,2011-09-07 12:00:00,9,145,,,6,1,,,,,,2,,,4,
215035,1e521411-39ce-42c2-becc-0d138187d0d3,,,,,,M,,C,2013-09-05 12:00:00,7,116,,,4,2,,,,,,2,,,,
179986,5ad038b6-852c-46fa-b8a3-6646bd0017df,,,,,,F,,C,2012-09-06 12:00:00,9,138,,,7,1,,,,,,,,,4,
174757,275c04f5-5b87-47d1-abd1-3d766aaf8d9d,,,,,,F,,C,2013-09-01 12:00:00,9,137,,,11,,,,,,,,,,,
159426,415136ee-807d-4e22-9b8e-fc66b142b5d8,,,,,,F,,C,2012-09-06 12:00:00,Leaver,130,,,,,,,,,,,,,5,
224742,5d62900d-1ed1-4944-9d3a-46175ac59189,,,,,,F,,C,2013-10-25 12:00:00,9,141,,,4,,,,,,,,,,,
219085,5d5a4690-f915-4e00-bf44-2b4832ee2743,,,,,,M,,C,2010-09-01 12:00:00,8,89,,,8,1,,,,,,,,,5,
237517,abb3866d-d663-428c-822f-96f75f97dc0b,,,,,,M,,C,2014-09-04 12:00:00,10,129,,,,,,,,,,,,,,
216324,e7a15c82-2ef5-47ab-9af7-42109135e039,,,,,,M,,C,2012-09-04 12:00:00,10,118,,,13,,,,,,,,,,,
197095,962b121f-4492-4d52-847c-42232b167430,,,,,,M,,C,2014-09-01 12:00:00,12,141,,,13,1,,,,,,,,,,
213798,a1ea0123-47d5-4d94-bf15-d634438a9cb7,,,,,,M,,C,2012-09-06 12:00:00,8,144,,,4,,,,,,,,,,,
188865,64e1a82c-d937-417e-b98c-cb8998c407bf,,,,,,M,,C,2014-09-03 12:00:00,10,138,,,6,1,,,,,,2,,,5,
192371,38e896f2-6258-4e34-abd4-183f9ce84ead,,,,,,F,,C,2013-09-03 12:00:00,7,140,,,5,1,,,,,,2,,,4,
173504,c357550d-926f-4299-9f32-d6028176c05c,,,,,,M,,C,2011-09-05 12:00:00,8,130,,,6,1,,,,,,2,,,,
196899,4e93cbe7-ca3e-4928-b3e9-222fcd9e71a6,,,,,,F,,Leaver,2013-09-05 12:00:00,9,143,,,,,,,,,,,,,4,
138395,f2f9ad0c-02ad-456e-9240-f4c93427a8bf,,,,,,F,,C,2011-09-05 12:00:00,10,142,,,10,2,,,,,,,,,,
187664,7a3b5c48-3c46-45ac-ae93-e1a623ee0c7f,,,,,,F,,C,2013-09-05 12:00:00,8,138,,,,,,,,,,2,,,4,
189800,80288408-18eb-4ae3-aa3b-7dddfb579e37,,,,,,M,,C,2013-09-03 12:00:00,8,137,,,3,1,,,,,,,,,,
199845,b9ac7b13-9f80-4461-bb7f-1e3145d410d0,,,,,,F,,C,2014-09-03 12:00:00,10,139,,,,1,,,,,,,,,,
210334,d365308e-8af6-47fb-94e3-6cf30d72ddb2,,,,,,M,,Leaver,2013-09-03 12:00:00,8,122,,,,,,,,,,2,,,,
213594,d85f2b28-417e-48cd-a427-1eabbd1d645c,,,,,,F,,C,2014-09-03 12:00:00,8,137,,,,,,,,,,2,,,,
221478,6bfe8f3c-e5df-4cf8-aef5-aad89539b6dd,,,,,,F,,C,2011-09-05 12:00:00,Leaver,123,,,6,2,,,,,,,,,,
153003,4163ec2f-aa4e-4b4b-ab1e-0980de0b2e88,,,,,,M,,C,2013-09-04 12:00:00,9,126,,,5,,,,,,,,,,,
199456,61a52c9c-1c1a-4e93-b33d-a7cdc38d967e,,,,,,M,,Leaver,2011-09-07 12:00:00,10,144,,,8,,,,,,,,,,4,
207265,ad0e614d-225e-4ecd-b136-e7215d467e73,,,,,,F,,Leaver,2010-09-02 12:00:00,7,140,,,5,2,,,,,,,,,,
172077,862f0c88-ff97-4eef-8dcb-795d3d113283,,,,,,F,,C,2010-09-01 12:00:00,7,128,,,6,1,,,,,,,,,5,
204478,e8b39d3e-415a-4417-b5a3-3ea2b8f4b892,,,,,,F,,Leaver,2010-09-02 12:00:00,12,127,,,6,1,,,,,,2,,,5,
202790,852951f9-1949-4fb4-ba4f-fe271604a3d4,,,,,,M,,Leaver,2012-09-04 12:00:00,9,141,,,6,,,,,,,,,,,
216492,805763fb-dae1-473c-a427-6b83777f14bf,,,,,,M,,C,2013-09-04 12:00:00,9,138,,,3,1,,,,,,2,,,5,
140195,37fce59a-531e-4a20-a4f5-e09a5a704af4,,,,,,M,,Leaver,2011-09-05 12:00:00,7,131,,,4,,,,,,,2,,,5,
161089,1e521411-39ce-42c2-becc-0d138187d0d3,,,,,,F,,C,2013-09-04 12:00:00,8,123,,,,,,,,,,2,,,,
168767,d8e66986-8bce-4f83-966d-6e98c03dbe36,,,,,,F,,M,2013-09-04 12:00:00,8,143,,,4,,,,,,,,,,,
137750,1fe1d0a5-273d-478f-a28e-cfc4d8f79254,,,,,,M,,C,2011-09-01 12:00:00,10,95,,,4,,,,,,,,,,,
155503,918c8f7a-9b51-4980-ab64-6fe7962a59ab,,,,,,F,,C,2013-09-05 12:00:00,10,137,,,,,,,,,,,,,,
197370,f4e9b45c-bd62-4440-b011-9e729b1fff3e,,,,,,M,,C,2012-09-05 12:00:00,11,141,,,7,,,,,,,2,,,,
174373,c905f216-d8e9-4c81-bf37-2003ccce2786,,,,,,F,,C,2014-09-03 12:00:00,10,138,,,10,,,,,,,,,,,
156648,cbe625ae-ed27-45bf-902f-283a790b4448,,,,,,F,,C,2010-09-06 12:00:00,9,103,,,,,,,,,,,,,5,
199938,77319bbc-b2d7-4911-aa2d-a0eff28f03bf,,,,,,M,,C,2011-09-06 12:00:00,12,133,,,10,,,,,,,,,,3,
215699,98939a5d-051d-454c-b767-90e8d4900fc8,,,,,,M,,C,2014-03-12 12:00:00,Leaver,139,,,6,1,,,,,,2,,,,
171399,5a4e133d-626d-427a-ad77-2a52cb432887,,,,,,M,,C,2011-09-05 12:00:00,9,115,,,10,,,,,,,,,,5,
197302,003b8451-41d6-47f8-8483-88680c5216df,,,,,,M,,C,2012-09-06 12:00:00,8,137,,,11,1,,,,,,,,,,
165109,a28ff8f4-3627-42c3-9ba3-1bafc4af8c1a,,,,,,F,,C,2014-09-01 12:00:00,11,141,,,8,,,,,,,2,,,,
196777,f8c31bfb-b77e-49a0-aa7b-ebd34ee3a055,,,,,,F,,C,2013-09-03 12:00:00,Leaver,144,,,9,,,,,,,,,,,
131237,68f548d4-dc8f-4aa8-be62-0e187db367b4,,,,,,M,,C,2014-09-01 12:00:00,8,144,,,5,1,,,,,,2,,,,
201636,e7f6eb25-25ea-4ee1-94e4-82f31afa3c3b,,,,,,M,,C,2014-09-03 12:00:00,8,141,,,5,,,,,,,3,,,4,
105820,9530c284-1a9d-448b-8917-5b557eee1703,,,,,,M,,C,2010-09-03 12:00:00,11,141,,,,1,,,,,,,,,,
228690,330f8001-a143-4274-994a-af9285917058,,,,,,F,,Leaver,2010-09-01 12:00:00,9,130,,,,,,,,,,,,,,
157353,43820cc1-c9bb-4b8b-9c6c-c5cc1c38e6fe,,,,,,M,,C,2011-09-05 12:00:00,9,114,,,4,1,,,,,,3,,,4,
224734,99f630a5-a583-46e4-95c0-bed75bca5944,,,,,,M,,C,2010-09-02 12:00:00,7,142,,,5,,,,,,,,,,4,
180789,e4a79a75-480a-445d-8158-5841cb4d20e3,,,,,,F,,C,2014-09-04 12:00:00,11,136,,,,1,,,,,,,,,,
206791,da1abd6a-1c84-426d-8e60-b41546fc731a,,,,,,M,,Leaver,2013-09-02 12:00:00,8,124,,,,,,,,,,,,,,
172200,c0b16c77-9cbb-4816-839c-1727824f5e2a,,,,,,M,,C,2013-09-03 12:00:00,7,131,,,,2,,,,,,,,,,
211484,4b42df69-c609-441c-80ee-d15d6953633c,,,,,,F,,C,2014-09-04 12:00:00,7,139,,,,,,,,,,,,,,
245739,86572fd6-5f5b-4aa6-a92d-3061722e17bb,,,,,,M,,Leaver,2012-09-03 12:00:00,8,119,,,6,1,,,,,,,,,5,
185258,89a1cae4-3167-452e-a97c-457993b6f8ae,,,,,,F,,C,2014-09-04 12:00:00,11,121,,,,1,,,,,,3,,,,
202821,c0724002-fefc-4958-93c7-9320561245d2,,,,,,F,,Leaver,2014-09-02 12:00:00,9,140,,,11,,,,,,,,,,,
182895,474e75bb-b22c-4019-907e-d6ca0bbbb0eb,,,,,,F,,C,2011-09-07 12:00:00,7,135,,,5,,,,,,,,,,5,
192391,efcca3f6-477b-4fb9-bca0-12f052bf45ad,,,,,,M,,C,2014-09-03 12:00:00,11,123,,,,2,,,,,,3,,,5,
183627,1ba3f715-1a23-4506-9b77-4bcb8bf661a9,,,,,,F,,M,2013-09-03 12:00:00,7,127,,,,,,,,,,,,,5,
187393,927a7626-bb34-47fa-9739-7c5bb16e3ad8,,,,,,M,,C,2013-09-04 12:00:00,8,122,,,3,1,,,,,,,,,,
236842,624bdc11-b91d-4fd9-8858-2296216bba5c,,,,,,F,,Leaver,2014-09-05 12:00:00,11,145,,,7,,,,,,,,,,,
170643,da943a7d-d813-4c69-851c-43a5c637f2f0,,,,,,F,,C,2012-09-06 12:00:00,11,138,,,,,,,,,,,,,5,
194418,c36b269f-c97d-4105-88eb-c4180b7f290f,,,,,,M,,C,2013-09-01 12:00:00,7,143,,,10,,,,,,,,,,,
162035,a2cf6bda-e9f6-42ad-b327-15ef05f9d461,,,,,,F,,C,2014-09-01 12:00:00,11,136,,,9,,,,,,,2,,,,
167814,f5c57ca1-98c2-4fc0-afad-338a4efe6bf5,,,,,,F,,Leaver,2012-09-06 12:00:00,8,144,,,,1,,,,,,2,,,5,
268288,2145d179-2a17-4b82-be3c-010c2ccebe45,,,,,,F,,C,2014-09-01 12:00:00,8,132,,,,2,,,,,,,,,,
145685,1c360d00-4469-45b9-9e78-08022192a8fc,,,,,,F,,C,2013-09-03 12:00:00,8,126,,,5,1,,,,,,,,,4,
