establishment_number,upn,surname,forename,middlenames,preferred_surname,former_surname,gender,date_of_birth,enrol_status,entry_date,nc_year_actual,termly_sessions_possible,termly_sessions_authorised,termly_sessions_unauthorised,illness_authorised,medical_authorised,religious_authorised,study_leave_authorised,traveller_authorised,holiday_authorised,excluded_authorised,other_authorised,holiday_unauthorised,late_unauthorised,other_unauthorised,unknown_unauthorised
176033,42b42809-6b06-4e36-a0a5-e29a28f4c497,,,,,,M,,C,2010-09-06 00:00:00,8,132,7,0,0,1,1,5,1,1,1,2,1,1,10,0
170107,24a8530f-7771-4614-b04b-5fd069a5ad59,,,,,,M,,C,2013-09-02 00:00:00,9,128,6,0,5,0,0,13,3,2,2,2,3,0,1,0
269514,402cae9a-bd3c-491d-8666-1722f9d13838,,,,,,F,,C,2014-09-03 00:00:00,8,118,3,0,7,3,1,10,2,0,0,0,2,1,14,0
168864,a552dca7-2f7a-4635-b47d-d91c6e6cf1dd,,,,,,F,,C,2014-09-29 00:00:00,11,131,4,0,11,2,0,0,4,1,3,2,1,1,11,1
219355,b07b3708-351a-4156-8ce8-d47398c5187d,,,,,,F,,M,2010-09-02 00:00:00,7,97,1,0,18,1,0,27,3,0,0,0,1,0,4,0
180083,aa5259db-5a63-43ac-bdb2-d83c87d67d00,,,,,,M,,C,2014-09-03 00:00:00,7,138,5,0,7,3,0,1,5,1,1,3,1,0,12,1
205437,bf987939-6ad4-4c51-89a4-348ad5851959,,,,,,M,,C,2011-09-07 00:00:00,12,112,2,0,8,2,0,34,6,1,1,3,2,1,1,0
209808,5008d5f9-e4f9-4bbe-8d48-052b4f68732f,,,,,,M,,C,2011-09-05 00:00:00,9,110,7,0,6,3,1,12,4,0,2,4,1,0,7,0
184688,4769e1c8-6b91-4606-a4bb-7e0e870cdc92,,,,,,F,,C,2014-09-03 00:00:00,7,132,0,0,12,2,0,3,2,1,1,1,2,0,3,0
156655,4109f8ac-cb1f-4eaa-bd0f-3adc5849c0b8,,,,,,M,,C,2013-09-25 00:00:00,7,88,2,0,1,1,0,50,2,1,2,1,2,1,4,1
207700,6063e23c-1a17-4221-8115-9635f5db490d,,,,,,M,,C,2014-09-03 00:00:00,7,137,2,0,12,3,0,1,1,2,1,4,4,0,11,1
134894,80c6dcea-5baf-4f45-b1d6-3fe947aca6af,,,,,,M,,C,2011-09-05 00:00:00,Leaver,109,1,0,3,1,0,23,6,0,1,3,1,0,7,0
207336,21797f35-54be-49b5-981b-952dda2c4c52,,,,,,F,,C,2012-09-04 00:00:00,8,134,1,0,7,2,1,1,1,1,1,1,3,0,8,1
226907,fa5c4fb2-8d0e-4c20-9560-9683d2c3028a,,,,,,M,,C,2011-09-05 00:00:00,10,125,5,0,6,2,0,1,4,0,0,3,0,0,1,0
264133,b6a4610c-5204-4580-a1b6-462c27f46531,,,,,,M,,C,2010-09-01 00:00:00,8,128,6,0,1,2,0,3,5,0,1,4,1,1,1,0
193816,fa5bb22d-9a22-48b1-8a27-d3f391c8a108,,,,,,M,,C,2011-09-05 00:00:00,8,108,2,0,5,1,0,6,2,1,1,1,6,0,2,0
208883,a06f0819-6950-45b6-aec0-cd4c45a30890,,,,,,F,,Leaver,2011-09-01 00:00:00,9,102,5,0,2,0,0,11,0,1,2,1,1,0,1,0
185703,0ae17015-25e1-4d50-b4b8-2ecf863e3cfa,,,,,,F,,C,2012-09-06 00:00:00,12,107,3,0,8,1,0,13,7,0,1,3,2,0,2,0
171778,1ae9368c-ff64-4bda-949c-e9c48baa4bf9,,,,,,M,,C,2014-09-03 00:00:00,8,134,1,0,6,1,0,14,6,2,1,3,1,1,10,0
224156,2c08e2bc-92c9-47c4-b676-5a74d0ca2162,,,,,,M,,C,2013-09-05 00:00:00,12,117,1,0,4,0,1,15,2,1,2,2,1,0,2,0
188076,f149041c-3811-4c2b-ac12-75cf1f12c729,,,,,,M,,C,2014-09-08 00:00:00,Leaver,83,2,0,1,0,0,31,4,1,2,4,0,0,12,0
188642,33e0f209-226c-4d93-acc6-a25b25a6c3e7,,,,,,F,,C,2010-09-01 00:00:00,8,125,1,0,2,1,0,1,4,1,3,2,1,1,7,0
197258,2db81ef3-4664-4967-aa66-c9a5fe9c8efb,,,,,,M,,Leaver,2014-09-05 00:00:00,Leaver,87,5,0,0,0,0,23,2,1,2,2,1,0,4,0
181994,b4b1fb22-bad0-42d0-bf19-5412f6b30d2c,,,,,,F,,C,2011-09-05 00:00:00,11,127,7,0,5,0,1,3,3,0,0,3,0,1,2,0
176862,685d3a96-9b9f-4c71-8f65-a4ed184aa6fa,,,,,,F,,C,2013-06-11 00:00:00,Leaver,95,3,0,8,2,0,29,5,2,0,4,3,1,11,0
198331,f961ab2e-1286-4bee-8378-360c022c76bc,,,,,,F,,C,2014-09-03 00:00:00,10,129,3,0,11,1,0,23,0,1,0,4,2,1,2,0
217916,cacd5051-0c8d-4943-86b1-92519e087e02,,,,,,M,,C,2013-09-05 00:00:00,9,98,2,0,8,1,0,12,3,3,2,1,0,0,4,0
187352,e5f1202d-1b05-4a07-ad75-18dbc9eff5f8,,,,,,M,,C,2013-09-05 00:00:00,11,138,2,0,13,4,0,2,5,0,2,3,3,0,7,0
204214,48710436-ce22-4554-a1bd-d8d9e5834a2f,,,,,,F,,C,2010-09-02 00:00:00,11,98,1,0,7,3,0,19,6,0,2,1,1,0,18,1
181913,c52df786-1c07-41f6-9f5e-652b6ef8fb61,,,,,,M,,C,2010-09-02 00:00:00,9,106,3,0,9,3,1,38,0,1,1,4,3,0,4,0
191982,4e157ebc-7c07-4f98-a61d-17c2f1b50c36,,,,,,F,,C,2014-09-03 00:00:00,8,140,1,0,10,1,0,1,4,1,3,5,1,0,6,0
150587,c641d63d-ba98-43f0-b948-d7d1604d8a3f,,,,,,M,,C,2013-09-04 00:00:00,8,137,2,0,9,2,0,26,1,0,2,4,1,2,12,0
186189,cab0d008-f804-45d9-b0ed-29bc6bb5f7f3,,,,,,M,,C,2012-09-06 00:00:00,8,102,0,0,6,3,0,34,1,2,3,0,0,1,1,0
211429,0b85305e-2b6e-48e4-b4d7-62fa6c0811df,,,,,,F,,C,2011-09-06 00:00:00,8,136,3,0,16,2,0,5,4,1,0,1,2,0,7,1
195575,5f793354-72f4-4719-a784-cd83a8644b4e,,,,,,M,,C,2010-09-02 00:00:00,11,115,3,0,0,0,0,19,0,1,0,4,1,1,9,1
159364,11d1f459-f1a2-41c0-a41a-e0c49108620c,,,,,,M,,C,2013-09-25 00:00:00,11,129,1,0,5,2,0,5,0,0,0,3,0,1,13,0
184276,baa84709-672b-4602-848d-3ba0a4eb35e8,,,,,,F,,C,2010-09-01 00:00:00,11,119,5,0,6,1,0,7,5,1,1,4,2,0,10,0
215110,f3385eea-cab1-49e3-b26c-a13712ed5329,,,,,,F,,Leaver,2011-09-01 00:00:00,Leaver,111,1,0,17,1,0,19,0,0,1,0,1,1,1,0
215518,2d05f092-5df1-4f8f-b1fa-df71299ab7ae,,,,,,F,,C,2014-09-04 00:00:00,8,131,6,0,1,1,0,6,4,0,0,2,1,0,2,0
157534,0570a89a-fef5-444f-8c76-2270270e0c75,,,,,,F,,C,2010-09-01 00:00:00,11,131,3,0,1,2,0,7,3,2,1,1,2,1,2,0
266793,83915eeb-8321-4c90-a1be-e281b581e3b1,,,,,,F,,C,2010-09-01 00:00:00,11,102,4,0,15,3,0,17,2,1,0,5,0,1,6,1
215335,62f703d4-9327-4678-bea7-724da1271e7a,,,,,,F,,Leaver,2012-09-04 00:00:00,9,112,6,0,5,1,0,18,2,0,1,1,2,0,1,0
180116,7aefd917-ae4d-4198-8070-6a06f21c1345,,,,,,F,,C,2013-09-05 00:00:00,8,127,4,0,6,3,0,7,3,1,2,4,1,0,2,0
164262,db562f14-52e1-4c9e-b930-163849dfc7b9,,,,,,M,,C,2012-09-04 00:00:00,10,120,5,0,4,0,0,17,2,2,0,3,1,1,4,0
185888,1056bd8a-5ca0-4d78-a126-8187c4b11a7c,,,,,,M,,C,2010-09-02 00:00:00,12,111,5,0,2,0,0,52,2,2,3,0,1,1,7,0
238293,37aa0715-f6fa-45e9-b7a2-000d9db6e20c,,,,,,M,,C,2012-09-05 00:00:00,8,107,2,0,7,2,0,2,1,2,2,3,2,0,4,0
190741,94463492-6337-4652-a933-f34e66cf8742,,,,,,M,,Leaver,2014-09-04 00:00:00,12,83,0,0,2,0,1,15,1,1,5,5,1,1,11,0
235253,eb859e8a-966d-49ee-b4b4-c91ba2eb83ab,,,,,,M,,Leaver,2010-09-02 00:00:00,8,112,3,0,3,0,0,2,4,1,2,1,2,1,8,0
149610,510075eb-1568-46d6-9035-cc39b6769c86,,,,,,M,,C,2013-09-03 00:00:00,8,137,0,0,2,2,0,4,1,0,0,1,1,0,1,0
173563,dd2c7b1a-bb18-4e9f-8f56-3a374d5d7ad9,,,,,,F,,C,2012-09-01 00:00:00,10,74,4,0,2,1,0,44,2,1,0,4,1,0,4,0
229585,6f83b1c3-7c32-4ffa-9b7b-6aa6ff64eaf6,,,,,,M,,C,2013-09-05 00:00:00,10,114,2,0,5,2,0,19,2,0,2,0,1,0,7,0
174237,f4c1c898-5611-4660-9197-dc6a0398e9c0,,,,,,M,,C,2013-09-04 00:00:00,11,122,2,0,0,1,0,24,4,2,0,2,1,0,2,0
146002,84a27ee4-a898-45fe-bcab-0e26d5e34eb2,,,,,,F,,C,2010-09-02 00:00:00,9,124,1,0,1,0,0,14,3,0,2,3,1,0,2,0
216569,8a678d57-1c76-45d7-ae1d-dbe1c6c6adb0,,,,,,F,,C,2012-09-05 00:00:00,10,119,4,0,13,1,0,6,5,1,1,3,0,1,1,0
174844,b07253f9-6bc2-4123-a506-f18f173f7d25,,,,,,F,,C,2013-09-05 00:00:00,9,124,4,0,1,0,0,34,4,2,0,1,3,0,2,0
258698,886310c4-324a-4194-99a6-39f8d4ce4b45,,,,,,M,,C,2014-09-04 00:00:00,7,90,3,0,6,5,1,22,4,1,1,2,2,0,7,1
206751,8ae75d91-8372-421c-ab10-bcb041417057,,,,,,F,,C,2012-09-05 00:00:00,9,124,7,0,2,1,0,8,6,0,0,4,0,1,3,0
199779,ac183715-14e3-4fcd-81c5-1a556046ef73,,,,,,M,,C,2014-09-03 00:00:00,8,139,12,0,1,1,0,4,0,1,0,0,1,0,5,0
188614,4b4c33df-9c37-449a-8ca8-ce95d170bca6,,,,,,F,,C,2010-09-02 00:00:00,11,128,2,0,9,1,0,16,3,2,1,4,0,1,7,0
123511,b50933ed-fd0b-4287-a766-914eef775350,,,,,,F,,M,2012-09-01 00:00:00,Leaver,125,9,0,0,0,1,36,2,1,2,4,1,1,10,0
288296,6b80089c-b691-43fe-a4f8-c6876046d6bc,,,,,,F,,C,2011-09-07 00:00:00,10,105,1,0,8,1,0,15,0,2,4,10,4,2,1,0
141552,cec784c9-543a-4df8-b6a4-3ebba932ef99,,,,,,F,,C,2011-09-02 00:00:00,10,121,2,0,4,1,0,26,0,0,2,10,1,0,4,0
225001,cbc23896-317b-4a21-ad0a-21bf33c536bc,,,,,,F,,C,2013-09-03 00:00:00,9,132,3,0,3,1,1,15,0,2,3,3,2,0,15,0
196921,91b717b8-dc32-4d4a-9a3c-dd64ca1bf236,,,,,,M,,C,2014-09-04 00:00:00,11,124,4,0,6,3,0,26,1,2,1,3,0,0,3,0
157620,477a8162-1655-4385-a520-93e9be1d4350,,,,,,F,,C,2014-09-04 00:00:00,12,137,1,0,4,1,0,18,1,1,0,2,1,0,1,1
125224,c72f54b5-484a-4523-bb30-26d45a7ac693,,,,,,F,,C,2012-09-06 00:00:00,12,101,1,0,3,3,0,9,1,0,1,4,2,1,1,0
180738,c3705ef3-90c5-431f-a7cc-be0cde007bd7,,,,,,F,,C,2013-09-06 00:00:00,8,129,0,0,3,3,0,6,6,2,0,1,3,0,10,0
234100,19a430ef-ba7e-4494-b4fd-8dda17292010,,,,,,F,,C,2011-09-05 00:00:00,9,130,3,0,6,1,1,5,3,0,2,2,1,1,9,0
180438,2070d47e-6a0f-465f-9e76-3e304b89a705,,,,,,F,,C,2012-09-04 00:00:00,8,133,1,0,21,4,0,5,1,2,1,2,2,0,1,0
189985,d975bbcc-b1ee-4c5d-b48d-1ae4cf11d7af,,,,,,F,,C,2014-09-05 00:00:00,9,133,2,0,2,1,0,11,4,0,0,2,1,0,5,0
161586,8f34d450-0fe7-4b2d-8fe5-3e2352157332,,,,,,M,,C,2014-09-02 00:00:00,7,124,7,0,2,0,0,21,0,1,1,0,0,0,7,0
213552,5a8ee274-b348-4a75-9ebe-96c66ef86449,,,,,,F,,C,2014-09-01 00:00:00,10,134,2,0,3,2,0,13,2,0,0,7,1,0,3,0
152617,f2c31760-6b70-4aae-8b16-66124127fd22,,,,,,F,,Leaver,2015-05-12 00:00:00,9,117,1,0,5,1,0,4,0,0,1,0,2,0,2,0
211239,d7b81620-f8ed-41c4-93e5-c88ade93daa2,,,,,,M,,C,2010-09-01 00:00:00,12,113,2,0,11,0,0,13,3,2,0,4,1,0,1,0
198177,b1a8fd80-e901-470f-8fa4-123f5f75a48a,,,,,,M,,Leaver,2013-09-03 00:00:00,8,132,6,0,2,0,0,9,1,2,1,3,3,1,8,0
223472,aa5f6643-bfec-4f21-b041-c426e7cb44ff,,,,,,M,,C,2010-09-06 00:00:00,11,103,4,0,3,0,1,6,2,1,1,2,3,2,16,0
142895,9ac1e583-6466-460e-9015-05c5f701dd60,,,,,,M,,C,2012-09-04 00:00:00,11,130,3,0,13,3,0,4,2,1,1,2,2,0,10,0
179385,4b5b08d9-c2a1-40c0-906a-b5aec957ec43,,,,,,M,,Leaver,2013-09-23 00:00:00,8,136,4,0,3,0,0,17,3,0,2,0,2,1,4,0
178150,7165ef1b-ecdc-48ef-ad34-29e68d05ba1d,,,,,,M,,Leaver,2013-09-01 00:00:00,10,83,1,0,3,2,0,27,3,0,1,1,1,1,12,0
214583,0e3e9b1b-6610-471b-a3e9-13cd91525f86,,,,,,M,,C,2010-09-01 00:00:00,Leaver,95,1,0,2,0,0,15,3,1,3,3,0,1,7,0
161274,91aab70e-1f0b-4fc5-b944-7763cecee80b,,,,,,F,,Leaver,2012-09-06 00:00:00,8,130,3,0,6,2,0,4,1,2,2,2,1,1,4,0
174061,9729fa38-e102-4d93-b3cb-c87eed1d7682,,,,,,M,,C,2011-09-07 00:00:00,8,131,1,0,6,0,0,8,2,1,1,0,3,1,4,0
181541,38478f00-bef4-4535-bdb7-2890177cfa22,,,,,,M,,C,2010-09-02 00:00:00,9,121,3,0,10,3,1,4,6,1,1,5,2,1,6,0
228091,b4e3cc6c-68e6-4105-a343-89f32ddccabd,,,,,,F,,C,2013-09-02 00:00:00,11,115,4,0,8,0,0,2,2,1,2,4,3,0,2,0
229669,e266c454-5e14-4ada-8652-c6dc1d382a38,,,,,,F,,C,2012-09-03 00:00:00,7,108,2,0,18,0,0,2,3,2,1,4,0,1,4,0
178350,87ea3413-4341-4b2b-88a8-6d587c9b8854,,,,,,M,,C,2014-09-04 00:00:00,8,127,1,0,1,2,0,1,3,1,2,0,2,1,12,0
188305,dcd9d4ce-11a7-4382-9155-82b78fb4fd98,,,,,,F,,C,2012-09-06 00:00:00,9,84,6,0,3,1,0,31,2,1,3,4,3,0,3,1
191142,0bc62e03-7ee7-4a8f-93e4-733ac2c3ea4e,,,,,,M,,Leaver,2012-10-15 00:00:00,10,98,5,0,5,3,1,10,2,0,1,0,1,1,3,0
245458,f0cf9a11-e46a-4bb2-8579-d14f9e16352e,,,,,,F,,C,2014-09-03 00:00:00,10,99,4,0,2,1,0,20,1,1,1,5,0,0,4,0
239757,7e0ea4f1-2311-44ca-9f37-17515e810424,,,,,,M,,C,2013-09-16 00:00:00,8,106,1,0,4,1,0,9,4,1,2,5,2,0,3,0
182170,56a0afdc-af94-4a71-8cf2-c7aa399d5ba2,,,,,,M,,C,2013-09-02 00:00:00,11,133,4,0,10,1,0,9,3,1,2,5,3,0,7,0
193235,2edc1fce-5168-4dc9-a843-d75d889f5e20,,,,,,M,,C,2011-09-07 00:00:00,11,130,3,0,19,2,0,10,2,2,3,8,0,0,11,0
222470,2e12685b-e465-458c-b42e-f44ef7859e5a,,,,,,M,,C,2012-09-05 00:00:00,11,135,5,0,3,0,0,3,2,1,4,3,1,1,3,0
240595,65e5b8fa-f5c7-45bd-8c93-2d6c414fb91b,,,,,,M,,Leaver,2010-09-01 00:00:00,10,103,4,0,1,1,0,13,1,1,3,3,1,0,4,0
182341,a2f02a54-9dd1-44d5-a4ed-6988ecc06ea0,,,,,,M,,Leaver,2011-09-06 00:00:00,12,103,1,0,5,3,0,34,1,1,2,4,0,0,14,0
207575,5d8648ee-6b0f-4b8a-92e9-7d46e96a880b,,,,,,M,,C,2014-09-04 00:00:00,9,130,2,0,3,0,0,12,1,1,0,3,2,1,6,0
147106,88c41903-d087-44a6-b7d3-abeb16c922fa,,,,,,M,,C,2012-09-06 00:00:00,Leaver,101,5,0,4,1,0,14,0,1,0,0,1,0,2,0
212381,b9cf2ab9-467c-478b-930f-8a53cdc9d662,,,,,,F,,C,2013-09-03 00:00:00,7,135,7,0,6,0,0,9,2,1,0,1,2,1,0,0
205012,9ceb045d-f6fe-45a5-a744-550a6f975eb9,,,,,,M,,C,2015-07-15 00:00:00,9,103,3,0,4,2,0,5,3,1,0,7,1,0,0,0
193027,c7ea35eb-6591-4256-9939-73053df25e07,,,,,,M,,C,2012-09-04 00:00:00,8,115,1,0,0,0,0,11,4,2,0,0,2,0,1,0
182601,aeb9ebc4-b672-402d-be3a-7cf5d48756ab,,,,,,M,,Leaver,2013-09-03 00:00:00,9,138,1,0,9,2,0,1,3,0,1,1,0,1,3,0
184241,66dd682d-621a-4594-afdf-aee17a7d8b20,,,,,,F,,C,2014-09-01 00:00:00,8,131,7,0,13,2,0,3,1,0,0,8,2,0,10,0
167242,0268ff46-ae1d-4be3-a5f1-c00636802ca4,,,,,,F,,C,2013-09-01 00:00:00,11,103,3,0,4,1,0,8,3,0,2,2,1,1,17,0
174272,2fdadac2-813e-4d4b-8dfc-ab817e88225c,,,,,,M,,C,2011-09-07 00:00:00,9,135,0,0,10,1,0,6,2,1,0,2,1,0,0,0
179016,83f8240c-a228-40fd-b2cf-48854f9bc4da,,,,,,M,,C,2014-09-04 00:00:00,12,104,6,0,14,4,0,21,2,0,1,5,0,0,11,0
218076,6a2e3a7a-14d7-4c35-9018-85e04888431d,,,,,,F,,M,2010-09-02 00:00:00,7,92,3,0,3,1,0,46,2,0,1,4,2,0,2,0
160543,f74b3def-a235-41be-bd5d-499134706369,,,,,,M,,C,2014-09-02 00:00:00,10,124,2,0,1,1,0,16,0,1,0,1,1,0,2,0
212093,53ecb1f0-12bb-4cd7-ac0a-4ead433a8833,,,,,,F,,C,2013-09-03 00:00:00,Leaver,120,3,0,11,3,0,21,2,0,0,2,1,0,9,0
220454,47211cd4-4372-482d-af09-1bab8acaf60a,,,,,,M,,Leaver,2013-09-03 00:00:00,12,125,5,0,3,1,0,5,1,0,0,7,0,0,1,0
234526,bdc81f15-8cd9-4d2d-87fb-8ec3747bd713,,,,,,F,,C,2012-09-03 00:00:00,8,130,1,0,7,3,0,2,1,2,0,0,0,1,5,0
182563,8778efc4-fb0a-4a41-98de-02968ffad1ca,,,,,,M,,C,2014-09-22 00:00:00,11,135,3,0,2,1,0,4,2,2,2,1,1,1,2,1
154051,1f989830-acbc-41c9-8c34-61185a4fd4d2,,,,,,F,,C,2014-09-05 00:00:00,11,135,4,0,5,2,0,5,1,1,4,3,1,0,9,0
266530,fbcacac7-12c2-46f5-a44f-fba8f3138881,,,,,,M,,C,2013-09-05 00:00:00,11,111,1,0,5,2,0,8,5,1,0,2,2,1,2,0
196568,a286a832-59c0-4888-98d0-3b24f96b730d,,,,,,M,,C,2015-02-02 00:00:00,11,120,3,0,24,4,0,3,1,0,1,6,1,1,21,0
179473,f61466da-08d9-47f4-a75f-b76320d7e07a,,,,,,M,,Leaver,2013-09-03 00:00:00,11,116,3,0,15,2,0,10,2,1,1,2,3,0,9,1
203499,27e668a7-5366-4e9a-ae81-838604aa2b78,,,,,,F,,C,2014-09-01 00:00:00,8,140,5,0,1,0,0,6,3,1,2,5,1,1,2,0
187849,2e9b0151-518f-4db0-a98c-e9a77483ef82,,,,,,F,,C,2014-09-05 00:00:00,8,121,7,0,1,0,1,13,1,1,1,1,0,1,2,0
187865,e65a20be-46c0-4d24-8691-6befbe9e6235,,,,,,F,,C,2014-08-21 00:00:00,Leaver,99,1,0,2,1,1,13,0,0,2,6,2,0,18,0
190570,c8a97005-4246-45f0-adda-4ab1dcb7bfdd,,,,,,F,,C,2014-09-03 00:00:00,9,106,3,0,1,2,0,4,1,1,1,2,0,0,11,0
183942,a6f4ffd8-5132-4d23-9aba-e4f95a6d4a1a,,,,,,M,,C,2013-09-16 00:00:00,12,113,2,0,23,0,0,29,4,1,1,7,1,0,5,1
188278,4df34d98-fc4d-4fd2-9e13-9a55bf0e64fd,,,,,,M,,Leaver,2012-09-06 00:00:00,9,103,4,0,0,2,0,27,1,1,4,2,2,1,4,0
165855,6233b8d0-aed1-4abc-858d-dbaf3aa4accd,,,,,,F,,C,2010-09-02 00:00:00,8,136,1,0,8,1,0,4,4,0,1,4,1,1,8,1
173721,18e8131f-9d3e-4e82-b492-ace81507f5e5,,,,,,F,,Leaver,2011-09-07 00:00:00,Leaver,110,3,0,1,1,0,22,4,0,1,5,1,0,6,0
185510,928b749a-af2b-424c-a34a-924f6f361ebb,,,,,,F,,C,2012-09-05 00:00:00,9,120,4,0,0,2,1,8,2,1,3,2,0,1,0,0
207453,2449ff96-7903-4270-a90c-c688f6e8eb5e,,,,,,M,,C,2014-09-04 00:00:00,9,92,1,0,15,0,0,6,3,1,1,1,2,1,5,0
202074,23e626d3-0aef-48fa-9279-66e794ffbc60,,,,,,M,,C,2012-01-03 00:00:00,10,113,4,0,11,1,0,8,6,0,1,4,0,0,5,0
173199,6ff42d06-1c91-4b0c-b8ea-26ab49a73ccb,,,,,,F,,C,2012-09-06 00:00:00,8,132,2,0,5,1,0,27,2,1,0,1,0,1,7,0
235027,3d3e9a44-4f47-4a64-bcd2-7667572c1983,,,,,,M,,C,2011-09-06 00:00:00,10,134,6,0,5,2,0,15,2,1,0,7,2,0,5,0
263714,bad79e86-0bb1-4659-a138-6753579579d4,,,,,,M,,C,2013-09-03 00:00:00,9,122,9,0,3,0,1,1,3,1,1,2,1,0,0,0
198994,6b4a744c-53f3-4e55-933a-cf9110de7042,,,,,,M,,C,2010-09-01 00:00:00,10,133,3,0,3,0,0,5,1,0,0,3,3,0,12,0
210973,ee726fb0-53fa-4054-b83e-4785398e8e8f,,,,,,F,,C,2010-09-02 00:00:00,8,125,4,0,5,1,0,10,3,1,3,1,0,1,1,0
188939,0fef3d6e-1dec-4994-9238-5df10908307b,,,,,,M,,C,2011-09-05 00:00:00,11,136,3,0,2,1,1,10,5,0,2,2,4,1,20,0
107699,724fcb88-e57d-49e9-9f29-a8e0600d37ff,,,,,,M,,Leaver,2010-09-02 00:00:00,Leaver,104,2,0,7,2,1,24,2,0,1,0,1,1,12,0
121329,315ba4c3-f3e8-4eff-835b-d6b4ed1427f6,,,,,,F,,C,2012-09-06 00:00:00,9,122,4,0,4,0,0,10,3,0,0,0,1,0,4,0
213448,751e2dc2-962c-4fab-b45a-c1ea7cd0a3ba,,,,,,M,,C,2010-09-02 00:00:00,10,139,6,0,7,2,0,37,4,1,1,1,1,1,3,0
137736,df3ef0a0-3662-40d7-837c-d32c63de7c41,,,,,,M,,Leaver,2012-09-06 00:00:00,10,109,1,0,1,0,0,20,3,0,1,3,0,1,5,0
212223,23caeaa9-31fe-4ebb-a429-31fcb77bb947,,,,,,F,,C,2010-09-02 00:00:00,12,108,7,0,4,0,0,32,1,2,2,4,3,0,0,0
169503,dba1fbf7-5014-430d-8401-5bdcaff040ee,,,,,,F,,C,2014-09-04 00:00:00,11,138,1,0,2,1,0,7,5,2,1,0,0,0,6,0
197708,1e450d7a-a84c-44ba-b108-c5a53a2f9ce5,,,,,,F,,Leaver,2012-09-01 00:00:00,12,64,4,0,2,1,0,40,2,0,1,4,0,0,3,0
148040,18c68dc0-f441-437b-99eb-b6553b71a9da,,,,,,M,,C,2015-06-10 00:00:00,9,115,3,0,8,4,0,11,3,1,2,3,0,1,3,0
213864,24679a17-8713-480a-8ad2-09709c8515d5,,,,,,F,,C,2012-09-05 00:00:00,8,128,5,0,2,1,0,5,0,2,2,1,3,1,12,0
147436,6ed965d4-004d-4830-b6cf-d5a76ecaeebc,,,,,,F,,C,2014-05-12 00:00:00,8,135,3,0,12,1,0,8,6,1,2,3,2,1,10,0
268145,d3aa35ea-307c-48b6-89c7-9012668d9be0,,,,,,M,,Leaver,2014-09-02 00:00:00,Leaver,118,2,0,13,1,0,32,6,1,2,5,1,0,4,0
221409,8d6a0481-cd74-4127-9aa8-cfb7b59f7c65,,,,,,M,,C,2014-06-03 00:00:00,7,137,3,0,9,1,0,0,2,2,1,2,0,1,2,0
121253,5b801b6c-53c4-4d8b-9fd2-164cb5a59e3c,,,,,,F,,C,2014-09-24 00:00:00,8,111,4,0,0,1,0,8,1,1,1,4,1,0,4,0
232952,97264537-772e-42e2-8747-67b09bc9206d,,,,,,M,,C,2011-09-05 00:00:00,11,108,10,0,12,1,0,8,6,1,1,0,2,1,5,0
156749,2de9eea6-fe70-418f-a80d-0251fb2329b9,,,,,,F,,C,2012-09-06 00:00:00,8,137,0,0,6,2,0,13,2,0,2,3,1,1,8,0
160775,2fdb09bc-ed0c-49b9-a12e-07a41f87c9a8,,,,,,M,,Leaver,2012-09-05 00:00:00,11,124,6,0,12,2,0,4,4,0,0,4,1,1,1,1
