establishment_number,upn,surname,forename,middlenames,preferred_surname,former_surname,gender,date_of_birth,enrol_status,entry_date,nc_year_actual,termly_sessions_possible,illness_authorised,medical_authorised,religious_authorised,study_leave_authorised,traveller_authorised,holiday_authorised,excluded_authorised,other_authorised,holiday_unauthorised,late_unauthorised,other_unauthorised,unknown_unauthorised
204902,60dd1507-dbf3-47b4-a564-2cd5495ad3dd,,,,,,F,,Leaver,2013-09-03 00:00:00,8,134,9,2,,,,,,3,,,,
253424,587f0ab6-844a-484c-a84f-3db5463cbac6,,,,,,F,,C,2013-09-04 00:00:00,8,131,,2,,,,,,,,,,
227320,780f3b1a-12b2-485e-a729-9de85e881492,,,,,,M,,Leaver,2015-09-01 00:00:00,10,137,,1,,,,,,,,,,
157342,b00a0985-95bc-4c83-a26b-ed7d796c86b9,,,,,,F,,C,2013-09-04 00:00:00,9,118,8,2,,,,,,,,,,
215168,4f600f4f-1f4b-4062-b76a-fc4ca59ccb26,,,,,,F,,C,2015-09-01 00:00:00,7,120,,,,,,,,,,,,
176061,455c9ab7-5acc-4eb2-9477-c147b6bf2ba5,,,,,,F,,C,2016-09-05 00:00:00,7,135,,,,,,,,,,,,
189688,f18afbdb-5c30-45be-a5fb-1cae4b1b10a7,,,,,,M,,C,2017-09-01 00:00:00,8,125,10,,,,,,,,,,,
221907,67fea345-632b-4783-ba5f-7d0b293d2f28,,,,,,M,,Leaver,2017-09-04 00:00:00,8,136,13,,,,,,,,,,5,
201884,17d342a4-200e-492e-a941-b0096462d8bc,,,,,,M,,C,2017-09-01 00:00:00,8,129,9,2,,,,,,,,,6,
170951,8e5c4140-4948-46a9-b695-aec888cb5bff,,,,,,F,,C,2015-09-02 00:00:00,11,135,,,,,,,,2,,,,
180276,02a03f69-e4cc-4be2-a76b-cb590b07f9e2,,,,,,F,,C,2013-09-04 00:00:00,Leaver,133,7,,,,,,,,,,,
181074,1d03be53-5a90-4c64-b031-b3e7e4024fe0,,,,,,F,,Leaver,2017-09-04 00:00:00,8,136,4,,,,,,,,,,,
183033,3b758c57-28c1-4db7-a348-01391775fe9d,,,,,,M,,C,2015-09-01 00:00:00,11,133,6,1,,,,,,,,,,
161997,d83e8eba-b37e-49f4-ba0e-319cae219190,,,,,,M,,C,2015-09-04 00:00:00,8,137,,2,,,,,,2,,,4,
199423,da86fb44-f514-43e8-a3a0-66ffc17f2dd6,,,,,,M,,C,2014-09-04 00:00:00,9,137,6,2,,,,,,,,,,
183293,f673b3dc-ab48-4c6d-9e2e-b3c11f5384df,,,,,,F,,Leaver,2015-09-04 00:00:00,9,100,9,1,,,,,,,,,,
174469,f29e77c1-7e8b-40e3-af7d-7df8bafa54fa,,,,,,F,,C,2015-09-01 00:00:00,8,133,,,,,,,,3,,,4,
176702,5e95b274-d452-46a5-b7df-e7d42283b6e4,,,,,,M,,C,2016-09-05 00:00:00,9,132,,,,,,,,,,,,
175506,cb2004e3-fffc-41f9-960c-cb270df869e8,,,,,,F,,C,2015-09-03 00:00:00,7,128,5,3,,,,,,,,,4,
143597,ec9391b4-0b87-478a-8e62-14938a586706,,,,,,F,,C,2017-09-04 00:00:00,Leaver,130,,,,,,,,,,,,
197936,54784f22-ded1-4dc2-80b1-ba73282aa75e,,,,,,F,,C,2017-09-01 00:00:00,9,122,8,2,,,,,,,,,,
169196,3ad94f96-e4b6-4f6d-a3d5-d566f93db498,,,,,,M,,Leaver,2017-09-06 00:00:00,10,134,,,,,,,,,,,,
231869,6def292a-7bde-42c8-915d-68dd481bad46,,,,,,F,,C,2016-04-01 00:00:00,11,141,6,,,,,,,2,,,6,
218538,32e1972f-b3ce-484d-8ef5-5b8b88ddbf26,,,,,,F,,Leaver,2014-09-03 00:00:00,7,117,,,,,,,,,,,,
199586,dce98214-1e6c-4300-8425-dae8bba1ac14,,,,,,M,,C,2013-09-05 00:00:00,8,139,,2,,,,,,,,,,
116197,3216fff0-09a6-48b8-9fc4-59cc22d47f91,,,,,,M,,C,2014-09-02 00:00:00,10,123,,,,,,,,2,,,,
147699,ea78a49a-0b9d-4db5-961c-5e7ecdad7c21,,,,,,F,,Leaver,2015-09-04 00:00:00,7,123,,,,,,,,,,,7,
140544,8b41a8cc-bdb2-4f0a-9d83-bf3cad00d51d,,,,,,M,,C,2015-09-01 00:00:00,9,122,,2,,,,,,3,,,,
193203,5c25b8b4-27b4-435d-9c7a-b7632d34893d,,,,,,F,,C,2014-09-04 00:00:00,Leaver,139,2,,,,,,,2,,,6,
134925,bd4d00f8-8713-44e5-88fd-4081de22448c,,,,,,M,,Leaver,2013-09-05 00:00:00,9,137,13,,,,,,,2,,,4,
174403,7cd66932-7490-4d5e-9304-b9390dbdb52f,,,,,,F,,C,2015-10-20 00:00:00,7,110,,,,,,,,,,,3,
238476,06d46739-ee9d-4424-9707-835bb5fdc41f,,,,,,M,,C,2013-09-01 00:00:00,8,139,8,3,,,,,,,,,4,
183839,a0f77a67-de71-483c-a3e3-ccaa1d733072,,,,,,M,,C,2016-03-07 00:00:00,10,126,,,,,,,,,,,,
196901,7b82fb0c-b3f4-40a4-be9b-a13f54abf8d9,,,,,,F,,C,2014-09-04 00:00:00,10,126,8,2,,,,,,,,,,
195585,04747a65-bdb9-4c40-9d94-d2c77a63d172,,,,,,M,,C,2015-09-04 00:00:00,9,127,,,,,,,,1,,,,
163551,80859aeb-f3fb-4a55-8211-4fbda635e45a,,,,,,M,,C,2017-09-01 00:00:00,11,133,5,,,,,,,,,,,
214219,d6db4af2-3427-4d91-823c-49216398b1c3,,,,,,M,,C,2015-09-01 00:00:00,10,131,,,,,,,,,,,,
234637,5399c841-e976-4142-8c63-fa261dfc3540,,,,,,F,,S,2014-09-04 00:00:00,Leaver,133,,,,,,,,,,,,
170270,850887e7-f867-4c14-b75a-c238f3eb1e33,,,,,,F,,C,2014-09-02 00:00:00,7,137,11,,,,,,,,,,6,
221757,14065505-34f4-45fb-9119-060bcca7d397,,,,,,F,,C,2016-09-01 00:00:00,10,136,,,,,,,,1,,,,
248437,8ce06cd7-7e78-47a9-859c-0be4231aee6d,,,,,,M,,Leaver,2016-09-01 00:00:00,11,114,12,2,,,,,,,,,4,
150647,828198ef-676b-4382-82d6-f2e1e65111a0,,,,,,F,,Leaver,2015-09-03 00:00:00,11,128,7,,,,,,,3,,,,
241117,afffd523-a5f4-4d97-adf3-e7ef17a42658,,,,,,M,,Leaver,2013-09-03 00:00:00,8,121,6,1,,,,,,,,,,
228683,39b2d993-42ec-4ca9-96f5-14724bbea2dc,,,,,,F,,C,2014-03-12 00:00:00,8,122,,2,,,,,,2,,,,
199896,814254ef-5529-4305-b9fa-c64b105010c0,,,,,,F,,C,2014-09-02 00:00:00,11,132,,,,,,,,,,,3,
198184,6427fea2-0638-43f8-948c-ee05cce1530f,,,,,,M,,C,2017-12-04 00:00:00,7,132,,,,,,,,,,,,
215694,fadd1254-ec3f-4496-842b-d87ab409d2a6,,,,,,M,,C,2017-09-01 00:00:00,Leaver,125,,2,,,,,,3,,,,
240537,2b0959be-2fab-4fb7-a3dd-21076dd673f6,,,,,,M,,C,2015-09-04 00:00:00,9,132,,,,,,,,,,,,
175548,3847bf2c-a25e-4675-b4e6-6dbdf176095d,,,,,,M,,C,2014-09-01 00:00:00,10,99,,,,,,,,,,,,
186964,041408ec-2b85-454f-a153-00d13190683d,,,,,,M,,C,2015-09-01 00:00:00,9,123,,,,,,,,,,,,
127684,1bf6f4b4-c79a-491d-b3b5-52c5a7d87a2a,,,,,,F,,C,2015-09-03 00:00:00,9,107,,1,,,,,,4,,,,
176606,6b8799ac-97d7-4803-9655-282dffed9e32,,,,,,M,,C,2017-09-06 00:00:00,11,138,6,2,,,,,,,,,,
176645,2c17e33d-60ba-455c-9f95-f94c6f067e1e,,,,,,M,,C,2014-09-03 00:00:00,7,126,1,2,,,,,,,,,,
173128,232696d2-3c11-4371-83a0-c93ea6d1ee44,,,,,,M,,C,2017-09-06 00:00:00,10,138,6,,,,,,,,,,,
183617,6ae6b055-e547-4907-a047-9fcf7e03b66c,,,,,,M,,C,2013-09-02 00:00:00,10,136,11,,,,,,,,,,6,
149576,fd1259fd-2d2d-48d5-9d88-db382409b19e,,,,,,F,,C,2016-09-09 00:00:00,10,123,4,,,,,,,2,,,,
147685,13160988-9ab0-44b3-9e2a-83d940c24be7,,,,,,F,,C,2017-09-01 00:00:00,9,124,,,,,,,,2,,,,
201716,4ec211a9-05db-4e28-885a-49b6431dd79a,,,,,,M,,C,2013-09-05 00:00:00,9,130,,,,,,,,,,,,
230078,2ae7df96-65be-4c86-ad9d-77b1a8239e5f,,,,,,M,,C,2015-09-04 00:00:00,7,125,7,,,,,,,4,,,,
150128,948c2347-01da-4b55-8285-4e89fcc1e3fa,,,,,,F,,C,2014-09-04 00:00:00,11,113,,1,,,,,,,,,,
184211,0c9a0349-fd2c-45c6-a34e-1872808d9398,,,,,,M,,C,2013-09-01 00:00:00,10,129,7,,,,,,,3,,,3,
171680,a5e54d75-6712-45af-a6ce-64dd91bf2cc7,,,,,,F,,C,2017-09-06 00:00:00,8,140,4,2,,,,,,,,,5,
204263,dc634e32-31af-44c8-be38-04af733e6aae,,,,,,F,,C,2017-09-06 00:00:00,8,139,,,,,,,,,,,,
229153,ec490232-d471-47f3-b864-7d9504bae5b3,,,,,,M,,C,2016-09-05 00:00:00,8,140,,,,,,,,,,,,
243184,358fc35b-9c3b-4e0f-8577-6e4d4c9de8b3,,,,,,F,,C,2015-09-03 00:00:00,10,140,,1,,,,,,,,,6,
165142,b7ec9192-6351-4368-9b75-f04afc9d912f,,,,,,M,,C,2013-09-05 00:00:00,9,128,,,,,,,,,,,3,
211820,c4cf55d4-250f-48d9-bf98-3c680895f6eb,,,,,,M,,Leaver,2017-01-30 00:00:00,7,126,5,,,,,,,,,,,
201176,25c261b4-981f-47f7-b2a6-44aa3eb3bb51,,,,,,M,,C,2013-09-04 00:00:00,9,125,,,,,,,,,,,,
222816,94217ac7-ceba-40c3-b688-6002cf4455f0,,,,,,M,,C,2015-09-03 00:00:00,10,131,5,,,,,,,2,,,,
141415,b98a4ae2-f8cf-4c97-9cf8-808e66dfc163,,,,,,M,,C,2015-09-03 00:00:00,10,115,,,,,,,,1,,,,
182567,d4e56634-6d10-4ab4-a000-df2df79a993b,,,,,,M,,Leaver,2013-09-03 00:00:00,8,139,,,,,,,,,,,,
163494,3df03435-7cf3-4ce8-98e4-ff5306cf905f,,,,,,M,,C,2015-01-14 00:00:00,9,124,7,,,,,,,,,,,
237118,4d85b809-6142-41e6-b95d-034f683f03f0,,,,,,F,,Leaver,2013-09-05 00:00:00,11,129,,2,,,,,,,,,,
147383,524eee27-4c1b-4767-b731-c6fe2d905bf3,,,,,,F,,C,2014-09-03 00:00:00,8,121,10,,,,,,,2,,,7,
184131,febbf6af-b403-4268-a08f-60ea509d005e,,,,,,M,,C,2013-09-05 00:00:00,8,125,1,,,,,,,2,,,,
177936,10980a62-ab6d-4493-9419-bfeee3a1ced6,,,,,,M,,C,2014-09-05 00:00:00,9,127,5,1,,,,,,,,,3,
208413,4ac87103-e78e-4565-9010-f16c92992620,,,,,,F,,Leaver,2016-09-01 00:00:00,10,126,7,,,,,,,3,,,,
168453,54ba4438-98c5-4252-91a1-7cf3293bb541,,,,,,F,,C,2016-11-28 00:00:00,7,129,,,,,,,,,,,4,
226602,dc606906-5bdf-443d-9a88-3fde843db847,,,,,,M,,Leaver,2017-09-06 00:00:00,10,128,6,1,,,,,,3,,,,
188192,b0afbfe2-607a-4067-b569-0dd664a5295c,,,,,,F,,C,2017-09-06 00:00:00,Leaver,129,,,,,,,,2,,,,
185375,4b911c21-0d6d-44e4-926e-11b1a97c73d4,,,,,,F,,C,2017-09-04 00:00:00,8,136,4,,,,,,,,,,,
220779,022efd5e-d819-4d9b-9fbd-e053624e9993,,,,,,F,,C,2015-09-04 00:00:00,Leaver,136,6,1,,,,,,,,,,
228926,259ba606-b0d0-4cf5-b6c4-f21e3f6ed8f0,,,,,,F,,C,2014-09-02 00:00:00,8,130,,,,,,,,,,,4,
234368,e3f4ed30-9865-486a-b031-a7011c50d68a,,,,,,F,,Leaver,2015-09-03 00:00:00,10,112,11,1,,,,,,,,,,
139179,0206683a-525a-4a37-b083-438bb8c1e821,,,,,,M,,C,2015-09-01 00:00:00,11,133,,1,,,,,,,,,,
208833,605d201e-3502-42a1-b1f4-ebc548c0c2b1,,,,,,F,,C,2016-09-05 00:00:00,7,122,,,,,,,,1,,,,
205315,e015b54c-774a-4cce-a6f3-3fe7ff7562d6,,,,,,M,,C,2016-09-01 00:00:00,10,113,,,,,,,,,,,,
136912,27c2ff65-4a2e-4449-9b54-7c0387fcb708,,,,,,M,,Leaver,2014-09-03 00:00:00,8,119,,,,,,,,,,,,
123414,7a7a6f87-01db-4be4-ba6e-105a0fce2bfe,,,,,,M,,C,2014-09-03 00:00:00,11,133,,2,,,,,,2,,,6,
189720,a492fb15-fcae-48d4-827d-8f89555cbe79,,,,,,M,,C,2014-09-03 00:00:00,7,137,,,,,,,,,,,,
210679,522cd18b-cf1e-4e64-a0b4-425ebe223b99,,,,,,F,,Leaver,2017-09-05 00:00:00,11,131,10,,,,,,,,,,,
207684,9a448d0e-edd4-4391-a4e2-8e5a0f813a63,,,,,,M,,C,2017-09-06 00:00:00,11,131,5,,,,,,,3,,,,
202925,4d692030-6d8f-4241-a351-a10519665195,,,,,,F,,C,2015-09-04 00:00:00,10,133,1,1,,,,,,1,,,,
165878,5fe0ffdf-5638-46e2-8b45-7eabd5f6284e,,,,,,F,,C,2015-09-01 00:00:00,10,137,9,2,,,,,,,,,,
235189,b6ca864b-e8a8-4cf2-b385-9dd8b9868b44,,,,,,M,,C,2015-09-03 00:00:00,8,133,2,,,,,,,,,,,
171699,fe78bca3-a432-45c6-b569-161b377f9344,,,,,,F,,C,2013-09-01 00:00:00,10,126,,3,,,,,,4,,,,
168094,5dc4dea5-1cdd-4ec9-9e66-b7951daf8681,,,,,,M,,C,2015-09-03 00:00:00,8,140,,,,,,,,,,,,
182485,e75496f6-9c00-45ce-9a4c-0082a6711658,,,,,,M,,C,2014-09-04 00:00:00,9,135,2,1,,,,,,,,,5,
184271,a82bd4e3-a058-4614-a99c-bcdefdd3018e,,,,,,M,,C,2016-09-01 00:00:00,7,122,,2,,,,,,,,,3,
192558,fe2a2924-f22b-4303-ad04-c81e5431049e,,,,,,F,,C,2014-09-03 00:00:00,7,107,11,,,,,,,,,,,
213598,f2c40576-330d-4a35-8ba9-cbfe68d6ca44,,,,,,M,,C,2014-09-03 00:00:00,11,121,,1,,,,,,,,,,
216064,c93780a7-698c-4ab9-9053-caddc00ff3b8,,,,,,F,,C,2015-09-03 00:00:00,Leaver,134,6,3,,,,,,,,,,
275280,fb9b3ea2-028a-46ae-8df4-3c27370c60af,,,,,,M,,C,2016-09-02 00:00:00,8,140,6,,,,,,,3,,,,
182044,780cd4a5-4f39-42b3-94ce-4f522486ed1c,,,,,,F,,C,2014-09-03 00:00:00,7,133,10,,,,,,,,,,,
155725,b932fb8f-2c34-46b0-a46e-34127938b5cb,,,,,,M,,C,2017-09-05 00:00:00,8,132,,,,,,,,,,,,
208230,9d254dbd-b292-4bb9-990b-23b7a08e4326,,,,,,F,,C,2013-09-05 00:00:00,11,137,3,2,,,,,,,,,,
218723,55347443-8665-4f06-9427-541255abbebe,,,,,,F,,Leaver,2013-09-04 00:00:00,11,132,5,,,,,,,3,,,,
156744,75417e1c-471b-4cfc-8e65-b4eb934255ac,,,,,,M,,C,2016-01-05 00:00:00,11,129,,,,,,,,,,,,
157422,87490f5d-b982-4009-ba0b-abfeedda3aa1,,,,,,F,,C,2013-09-02 00:00:00,7,114,7,,,,,,,1,,,,
190310,6f672559-baf8-4e79-a999-79f8a15c0a37,,,,,,F,,Leaver,2015-09-04 00:00:00,10,122,,2,,,,,,,,,,
179811,4b5a803b-3c72-4ae2-b36e-c864cc6b43d8,,,,,,M,,C,2015-09-01 00:00:00,9,135,13,,,,,,,3,,,,
240990,e0fe8b51-f16b-4819-9b0e-fd921a3000a4,,,,,,F,,C,2014-09-01 00:00:00,10,134,4,,,,,,,3,,,,
226011,6e81f37f-2119-42de-85b7-c22864897852,,,,,,F,,C,2013-09-01 00:00:00,7,136,4,,,,,,,,,,,
196790,10629dee-ce29-4de7-9eb8-8228ecab788c,,,,,,F,,C,2015-09-04 00:00:00,8,133,,1,,,,,,,,,,
143704,5c2dc6c0-e8c6-4de0-90a3-ec7ba1e10f42,,,,,,M,,C,2016-09-05 00:00:00,11,132,4,1,,,,,,4,,,4,
160679,44c6710c-7b37-4d95-bf9f-1b262a84137a,,,,,,M,,C,2015-09-01 00:00:00,8,125,11,2,,,,,,3,,,,
235199,73b624be-67c2-4759-8dab-4a695c834815,,,,,,M,,Leaver,2015-09-01 00:00:00,9,125,,1,,,,,,,,,,
210911,f52bdde4-77e0-4b68-94c2-1fec58dd7687,,,,,,M,,C,2016-09-28 00:00:00,9,124,7,,,,,,,,,,,
152595,dca9726d-615b-4f55-82df-c6ca0ec841f2,,,,,,F,,C,2017-09-04 00:00:00,9,123,,1,,,,,,2,,,,
145641,eac299a6-1c07-4fee-961d-0af4a23827e0,,,,,,M,,Leaver,2014-09-01 00:00:00,Leaver,137,,,,,,,,2,,,,
188527,763c6348-6a28-4f25-8a3e-3a51defd786b,,,,,,M,,C,2014-09-01 00:00:00,11,123,4,,,,,,,,,,,
130325,b44ad7ed-2f50-4bf2-a489-713a989bd6ad,,,,,,M,,C,2017-09-06 00:00:00,9,138,,,,,,,,,,,,
208784,b8c7dd69-7453-4914-921c-2ea22715dab1,,,,,,M,,C,2013-09-05 00:00:00,11,133,6,,,,,,,,,,,
219843,0a06a6b9-b548-47ad-affc-5c62277a2e8d,,,,,,F,,C,2014-09-04 00:00:00,7,137,,,,,,,,5,,,,
185899,03186ffa-de5a-4462-a778-a2a8706eb318,,,,,,F,,C,2014-09-03 00:00:00,8,131,14,2,,,,,,,,,,
209600,123f3304-44c0-4573-8192-b2d1a95f2f1c,,,,,,F,,C,2015-09-03 00:00:00,7,136,3,2,,,,,,,,,,
272139,cb4d066c-9522-48e5-9eea-b37a316dc3e1,,,,,,F,,C,2013-09-05 00:00:00,10,127,,,,,,,,,,,,
196405,d7f1cc26-c350-4bc7-a40e-939a01d34e88,,,,,,F,,C,2015-09-04 00:00:00,Leaver,116,,,,,,,,2,,,,
173987,e3c778de-6382-4cd2-85f8-3c7c98c52844,,,,,,F,,C,2014-09-05 00:00:00,10,128,9,1,,,,,,3,,,5,
167065,71fa3e63-a4e6-49f4-ab09-3d7f1a51cebd,,,,,,F,,C,2017-10-01 00:00:00,10,128,9,1,,,,,,2,,,5,
179234,e874d540-d996-4f72-af8d-4198e4da54ab,,,,,,M,,C,2013-09-03 00:00:00,8,135,,,,,,,,,,,,
175168,ae3255b5-7363-4a84-a2a8-695e451229af,,,,,,F,,C,2015-09-03 00:00:00,9,132,,1,,,,,,,,,,
201059,af725ed0-176b-4e17-878d-e844a7da5a2d,,,,,,M,,C,2017-09-04 00:00:00,11,133,3,1,,,,,,,,,,
180617,5a7174d7-23a3-4cea-a332-b6e1e2549123,,,,,,F,,C,2016-09-01 00:00:00,11,139,8,2,,,,,,3,,,,
120071,5acb0207-c52d-4447-be50-c0333401dffe,,,,,,F,,C,2015-09-03 00:00:00,8,131,,1,,,,,,,,,,
167414,54780dca-1dbb-4b27-9ded-2c106fff3ae2,,,,,,M,,Leaver,2015-09-04 00:00:00,8,139,,2,,,,,,,,,,
207027,621871a6-205d-46fd-a9ef-ba3dba0525de,,,,,,M,,C,2015-09-07 00:00:00,11,136,,2,,,,,,2,,,,
217056,3261409c-7374-45cb-8c30-6567989ff7d7,,,,,,M,,Leaver,2016-09-02 00:00:00,11,140,3,,,,,,,2,,,5,
178354,c08900d1-55a8-4885-972c-5fcaba295814,,,,,,F,,Leaver,2014-09-03 00:00:00,7,126,,,,,,,,1,,,7,
232780,4adfc442-a049-4bb2-b317-8caee81bb5c9,,,,,,M,,C,2016-09-20 00:00:00,12,135,3,,,,,,,1,,,,
212648,ec2930da-189f-4ad2-8a1a-6dcf87bc3678,,,,,,M,,C,2014-09-05 00:00:00,8,131,6,1,,,,,,,,,,
175020,2397c61e-0262-4b05-88be-634e4a37ce8f,,,,,,M,,C,2015-09-01 00:00:00,11,122,,1,,,,,,2,,,,
150952,48d18e1f-cda7-4940-a869-e3523cf12617,,,,,,F,,C,2015-09-04 00:00:00,7,119,5,,,,,,,,,,3,
166360,c982d951-66d8-4eec-b931-20aa1ffc7673,,,,,,F,,C,2017-03-10 00:00:00,7,132,,,,,,,,,,,,
242240,518f2706-08e9-4343-b435-2b7b81e8296e,,,,,,F,,C,2014-09-04 00:00:00,10,137,,,,,,,,2,,,,
189348,422177a8-e2e4-4bc7-9389-ba0171614424,,,,,,M,,C,2014-10-08 00:00:00,9,115,,2,,,,,,2,,,,
143563,51f22ed7-9616-4c56-8e22-57500a858f67,,,,,,M,,C,2015-09-03 00:00:00,8,121,4,3,,,,,,2,,,,
180998,6e0c9367-aa6a-49ee-9e96-32a7020232ae,,,,,,M,,C,2013-09-05 00:00:00,9,122,7,1,,,,,,,,,,
248938,14e5def1-a0e9-4c92-a52e-226835c13858,,,,,,F,,C,2016-09-05 00:00:00,9,140,2,2,,,,,,,,,,
189787,2fc6f4ac-fe76-4787-9632-c4ab1b43529b,,,,,,M,,C,2013-09-01 00:00:00,8,117,,2,,,,,,4,,,,
194335,61bddf10-129c-464b-a902-5b23a6ef4510,,,,,,F,,Leaver,2017-09-06 00:00:00,9,138,8,2,,,,,,,,,,
129479,904b3863-9ea7-4acb-895a-a2981321afd0,,,,,,F,,C,2017-09-01 00:00:00,11,119,,,,,,,,,,,,
129788,b08ec914-6b70-493f-8178-e1523aadac1f,,,,,,F,,C,2017-09-04 00:00:00,8,137,,,,,,,,,,,,
216954,5281759c-70c9-4d01-8d2c-49524e6239ed,,,,,,M,,C,2017-09-06 00:00:00,8,134,3,,,,,,,3,,,,
223765,3c313219-4cb4-444e-a809-8e01934a7074,,,,,,F,,C,2016-09-05 00:00:00,11,138,,,,,,,,2,,,,
167941,b25ddf45-ca12-4daa-a338-eede1ec36162,,,,,,F,,C,2014-09-03 00:00:00,10,135,,,,,,,,,,,,
165473,122600d3-86b4-4652-b8f5-bfeffe9929b0,,,,,,M,,C,2017-09-06 00:00:00,7,140,7,2,,,,,,,,,,
172756,c922b789-41bb-4039-b5b0-3170d208911e,,,,,,F,,Leaver,2015-09-04 00:00:00,9,126,,,,,,,,3,,,4,
172590,5800b013-7502-4652-a829-76d0214a4e12,,,,,,F,,C,2015-09-03 00:00:00,7,123,13,2,,,,,,,,,2,
182659,5933c3ae-7e7f-4d45-bffb-fab4ca6120e6,,,,,,M,,C,2013-09-05 00:00:00,10,130,1,,,,,,,,,,,
189383,a8d9b5dc-c0e2-429b-98ab-fb09456f9015,,,,,,F,,Leaver,2014-09-02 00:00:00,8,136,5,2,,,,,,,,,,
162840,d28776f8-5acc-4bd6-82f5-176d07654204,,,,,,M,,C,2017-09-04 00:00:00,8,130,,,,,,,,1,,,4,
151677,8114857e-02c2-4f57-9f6d-a0e371e05809,,,,,,F,,C,2017-03-13 00:00:00,Leaver,126,10,,,,,,,3,,,,
211058,09e3d373-d378-4dfa-8ebc-e4f44549ed39,,,,,,M,,Leaver,2017-09-06 00:00:00,8,139,3,,,,,,,3,,,,
168669,3b17b1c9-64e5-4129-8726-b0726d435344,,,,,,M,,C,2013-09-06 00:00:00,7,128,7,,,,,,,,,,,
193988,f78a73b8-c2e6-4ad7-86ba-9f7d1cc35d05,,,,,,M,,C,2017-10-31 00:00:00,7,129,9,2,,,,,,,,,,
92756,ab66b2b6-b348-4eab-8e7d-7c61c53db1c4,,,,,,M,,C,2015-09-02 00:00:00,11,138,4,2,,,,,,,,,,
176689,1e9acc4e-956f-4a96-bd63-29fba6af259a,,,,,,M,,C,2013-09-03 00:00:00,9,127,8,,,,,,,,,,,
210247,37309b51-19c9-45e2-9762-b4716649bdca,,,,,,M,,Leaver,2016-09-01 00:00:00,8,140,5,,,,,,,,,,,
