establishment_number,upn,surname,forename,middlenames,preferred_surname,former_surname,gender,date_of_birth,enrol_status,entry_date,nc_year_actual,termly_sessions_possible,illness_authorised,medical_authorised,religious_authorised,study_leave_authorised,traveller_authorised,holiday_authorised,excluded_authorised,other_authorised,holiday_unauthorised,late_unauthorised,other_unauthorised,unknown_unauthorised
182843,8a5ca6c2-4d32-4673-a460-7feadd0b6f02,,,,,,M,,C,2014-09-03 00:00:00,9,110,5,2,2,,,,,,,,,
269635,47b1081c-5a6d-4478-af30-1ce413a4da6c,,,,,,M,,C,2017-09-06 00:00:00,9,113,2,1,,,,,,,,,,
124723,4657d24f-c09b-4847-a0ea-4b1b4fde9cd4,,,,,,F,,Leaver,2014-09-02 00:00:00,10,106,5,,,39,,,,,,,,
208266,a18137d7-6479-4c03-a145-628403706080,,,,,,F,,C,2016-09-05 00:00:00,8,108,,2,,,,,,10,,,,
192157,0989278c-3d02-49f4-8b08-ac7206a61576,,,,,,M,,C,2018-09-04 00:00:00,9,115,,,,,,,,2,,,2,
244760,79b63da3-f248-42de-b167-b7adcc558ed6,,,,,,M,,C,2016-09-05 00:00:00,9,87,4,1,,39,,,,4,,,,
181233,2b18a908-ea56-428d-bfb9-1b6bb541b631,,,,,,M,,C,2018-09-07 00:00:00,10,88,,,,,,,,,,,,
174778,3d469725-f580-4782-ac0c-557ea3af027a,,,,,,M,,C,2017-09-04 00:00:00,10,96,,,,,,,,,,,,
179574,8bdc1ab8-8ce7-4011-9dbe-6b679ea508d4,,,,,,M,,Leaver,2017-09-04 00:00:00,Leaver,105,4,,,44,,,,,,,,
184643,abd0f331-4f26-4db7-99de-9366e31848d9,,,,,,F,,C,2015-09-04 00:00:00,8,113,,1,,,,,,,,,,
183701,ca440466-3bcc-4aab-8abb-2b77595fc10a,,,,,,F,,C,2016-09-05 00:00:00,9,111,,,2,,,,,8,,,6,
133349,e5c00e40-3f1b-4b16-8f6a-d4f2bea5129d,,,,,,M,,C,2018-09-05 00:00:00,8,116,5,1,,,,,,,,,,
180609,3e7c550f-5b0c-4b12-80f1-edcea1562bbf,,,,,,M,,Leaver,2014-09-01 00:00:00,8,119,,,,,,,,,,,,
235510,ab3c9db3-8afa-48ca-a159-b3ca62c556a2,,,,,,M,,C,2018-09-07 00:00:00,11,99,5,,,32,,,,,,,,
266670,60988840-f0f1-472d-8c40-c23ee9687b2e,,,,,,F,,Leaver,2019-07-16 00:00:00,9,103,5,1,,,,,,,,,,
182783,7bda4a1f-8ee0-4ef2-b93e-91bd0daa51b3,,,,,,M,,Leaver,2016-09-05 00:00:00,11,104,,,,,,,,,,,,
159400,e5d40823-3a04-47a6-ad64-d4fdcea80f0f,,,,,,M,,C,2015-09-02 00:00:00,8,116,,2,,,,,,,,,,
174190,3e3bcc0f-fef1-42c8-85b0-a6da18872c81,,,,,,F,,Leaver,2015-09-03 00:00:00,10,90,,,,,,,,7,,,,
175513,dd56c572-d6e2-4c50-8e40-d0ede058ff93,,,,,,F,,C,2018-09-05 00:00:00,7,121,2,,,,,,,,,,,
257216,fed80da0-901e-496e-832c-8ff26a05a72b,,,,,,F,,Leaver,2014-09-01 00:00:00,Leaver,103,,,,26,,,,11,,,,
197920,a0a0fa60-8a37-46eb-be9f-657619b1d5ab,,,,,,M,,C,2018-09-07 00:00:00,9,105,9,,,,,,,,,,,
135593,0fb0fe30-0d8b-4c72-8339-f857c95798b1,,,,,,M,,C,2018-09-07 00:00:00,12,60,,1,,41,,,,,,,,
193379,cfdb65bd-1822-4a12-8554-d814f70ce2c0,,,,,,M,,C,2014-09-05 00:00:00,9,107,10,1,,,,,,,,,,
187791,f9368443-1b66-41a6-944b-5a19b6b68f21,,,,,,M,,C,2014-09-09 00:00:00,8,106,4,,,37,,,,,,,,
238664,d2fd48e8-5a69-47a4-a5b2-9e9d3df531b9,,,,,,F,,C,2017-09-01 00:00:00,8,118,,,,,,,,,,,,
234999,aa98c780-8a27-4c0c-b678-112b910e13fe,,,,,,F,,C,2018-09-06 00:00:00,9,97,7,,,,,,,3,,,2,
158862,54d5efd9-b9a3-4b06-b0ea-d83817f83323,,,,,,F,,C,2017-09-04 00:00:00,10,105,,,,,,,,,,,4,
190460,81fa325b-7c13-4c4b-a05e-1e0a76d21552,,,,,,F,,C,2016-09-05 00:00:00,11,104,1,,,,,,,,,,,
148500,e87e4a5e-ef26-4d24-9442-63013d8861f7,,,,,,M,,C,2018-09-06 00:00:00,9,110,2,,,,,,,,,,,
217329,702bafe5-ab60-4fb1-a366-a8e795566192,,,,,,M,,Leaver,2017-09-04 00:00:00,11,101,,,,37,,,,,,,,
164451,7ba0f75a-a086-4266-ae64-47b4ff39d189,,,,,,F,,Leaver,2017-09-06 00:00:00,11,116,12,2,,,,,,,,,,
180038,c2be4495-293f-4dd6-b673-163c1e20f48c,,,,,,M,,C,2015-09-03 00:00:00,8,110,,1,,,,,,,,,,
205464,dbacd8ba-f0bf-4910-aa3f-1310518c6183,,,,,,F,,C,2018-08-28 00:00:00,9,119,6,2,,,,,,,6,,9,
157462,cb9ac78b-a46b-422f-bd1a-3a66abec76d4,,,,,,M,,C,2015-09-01 00:00:00,8,109,,,,,,,,,,,,
204087,cfc7c6b5-77db-4650-8afa-118234c7b32d,,,,,,F,,C,2016-11-03 00:00:00,Leaver,74,,1,,32,,,,,,,,
153578,f4433bd0-eda4-478c-85ec-a670bd61476a,,,,,,M,,C,2016-09-05 00:00:00,12,67,11,1,,23,,,,,,,,
199011,d9cd81f9-bdce-4dd2-9041-d903c42ebdbc,,,,,,F,,C,2018-09-05 00:00:00,9,118,2,,,,,,,,,,4,
189867,9463ed24-7de5-43fb-a572-4feb9cf214ee,,,,,,M,,C,2014-09-03 00:00:00,11,111,,1,2,,,,,,,,,
174172,e75c109e-08f4-4ded-bc53-61da302dad8d,,,,,,M,,C,2015-09-03 00:00:00,9,107,,2,,,,,,,,,,
189336,7d6a35fc-8eea-44d0-918f-8f394db8e2be,,,,,,M,,C,2016-09-08 00:00:00,10,90,11,,,,,,,6,,,,
177020,8728ac6d-e198-4695-a7e1-32a9915d117b,,,,,,M,,M,2017-09-11 00:00:00,7,77,,,,42,,,,,,,,
191175,d8232e8a-a69c-47d7-b941-6a0041a640e9,,,,,,M,,C,2016-09-02 00:00:00,10,106,6,,,,,,,,,,,
162601,1bbe7635-6363-478d-b5be-8f7e6bae4e06,,,,,,M,,C,2015-09-01 00:00:00,8,110,4,,,,,,,6,,,,
205493,18718971-8c92-40f2-a20c-f94cabc7beea,,,,,,F,,C,2017-09-06 00:00:00,11,110,12,,,,,,,5,,,,
211255,52a41b20-0385-42bd-b249-9065d9aaf5aa,,,,,,M,,C,2018-09-05 00:00:00,9,121,3,1,,,,,,,,,,
178746,da2ed13a-2ffc-4166-b8ce-a6a1819ad956,,,,,,F,,C,2018-09-07 00:00:00,9,103,8,2,,,,,,2,,,,
137132,3324e894-e1d2-4de2-856c-6f9eac6dfa76,,,,,,F,,C,2015-09-01 00:00:00,12,74,,,,,,,,,7,,,
141097,a87258ba-8bfa-4e23-ab29-296c934d2c84,,,,,,F,,Leaver,2014-09-01 00:00:00,11,108,3,,,,,,,,,,,
253681,0bcbd6e8-548a-4044-b294-a07349283ed6,,,,,,M,,C,2018-09-04 00:00:00,11,119,8,3,,,,,,,,,,
186267,4a49a760-14f1-441a-9e21-bd599687e7fd,,,,,,M,,C,2017-09-06 00:00:00,10,118,,3,,,,,,2,,,4,
239328,c479ce36-9ae2-4f87-915a-66059fa5a72a,,,,,,M,,C,2018-09-01 00:00:00,8,114,,,,,,,,,,,,
140411,022deddd-1265-4ea2-967e-0c60d6f51b4e,,,,,,F,,C,2014-09-04 00:00:00,Leaver,120,,1,,,,,,,,,,
224704,867f486f-211d-46a4-b55a-b0823a9fddd5,,,,,,F,,C,2016-09-05 00:00:00,7,122,6,1,2,,,,,,,,,
222858,1720061c-8842-412d-ba0c-fc67f9af3deb,,,,,,F,,C,2015-09-01 00:00:00,Leaver,89,16,,2,30,,,,,,,2,
173400,4e0dcd71-86e8-47dd-bdaa-5ff4596ddf6d,,,,,,M,,Leaver,2014-09-05 00:00:00,8,88,5,,,,,,,,,,,
197923,e7d6b251-91bd-422e-a43d-7a57550c1d36,,,,,,M,,C,2017-09-06 00:00:00,8,116,,1,,,,,,,,,,
206594,003fb71e-dcdf-42f7-8e69-b9688d11b16f,,,,,,F,,C,2015-09-04 00:00:00,11,116,5,,,,,,,,,,,
157563,929c12ee-50b3-44ab-9296-1c4bd05e37f4,,,,,,F,,C,2018-09-05 00:00:00,11,100,2,,,41,,,,,,,,
205570,ae3b040d-1b06-425f-9fdb-6bfaa814da75,,,,,,F,,C,2014-09-03 00:00:00,10,109,,,,,,,,,,,,
100642,a1119003-ef36-4f7b-8e5a-84ae5b5a2788,,,,,,F,,Leaver,2016-09-05 00:00:00,10,98,,1,,,,,,,,,,
156869,71fa3e63-a4e6-49f4-ab09-3d7f1a51cebd,,,,,,F,,C,2017-09-05 00:00:00,Leaver,101,1,2,,36,,,,,,,3,
141730,d6fef359-7e01-472f-a60f-c3f9acd51b19,,,,,,M,,C,2016-09-05 00:00:00,9,118,,,,,,,,,,,,
222986,168b59d7-2549-413f-8508-cf10bf5514c2,,,,,,F,,Leaver,2015-09-03 00:00:00,13,87,,2,,,,,,3,,,,
203662,16dda2b3-727b-46f7-b66d-94dbebd83ade,,,,,,M,,Leaver,2017-09-06 00:00:00,9,120,,,,,,,,,,,,
200809,c835a563-5968-472d-87cb-cc1ff23e3e3d,,,,,,M,,C,2015-09-04 00:00:00,9,111,,,,,,,,,,,,
174236,32c79ba0-2c9c-40a6-8229-6b849aab59df,,,,,,F,,C,2018-09-06 00:00:00,8,117,2,1,,,,,,,,,,
249279,dce2d3f3-d40d-43c2-a904-9a2b256190a6,,,,,,F,,Leaver,2014-09-03 00:00:00,8,104,,,,,,,,,,,,
190764,8de645b5-5af8-4b56-b54e-e04c4acaee19,,,,,,F,,C,2015-09-01 00:00:00,7,87,,,,38,,,,7,,,,
181576,e19fba1f-e35f-415b-8afc-8c1ec2b7e6fe,,,,,,M,,C,2015-09-04 00:00:00,8,121,10,,,,,,,2,,,,
244166,4b13db82-59f6-4f28-a969-48d8c75cf9b8,,,,,,M,,C,2018-08-28 00:00:00,9,113,2,,,,,,,,,,2,
209679,c404263d-f7ea-4fc5-986e-c10c58972ea3,,,,,,M,,Leaver,2018-09-25 00:00:00,10,104,,2,2,,,,,,,,,
145397,e9cf7b69-d569-4995-ba7a-f6f76af1d1e9,,,,,,F,,C,2014-09-03 00:00:00,8,96,9,2,,,,,,3,,,,
156849,c1b8e18d-0a1c-4b50-98b6-8c6f39b12284,,,,,,F,,Leaver,2017-06-12 00:00:00,11,103,,,,,,,,,,,,
172548,15679d81-3de6-412c-82c1-a95160c0dbfa,,,,,,M,,C,2018-09-07 00:00:00,10,108,8,,,,,,,,,,,
205797,2956ec41-0500-488e-8d84-fbbc01d79c0a,,,,,,F,,C,2015-09-03 00:00:00,11,106,,2,2,,,,,,,,,
168855,0d8e54cf-22af-47ee-85ea-b32882952549,,,,,,F,,C,2017-09-06 00:00:00,8,120,,,,,,,,2,,,,
133887,f1ae8ee2-0df8-4f84-b040-f5d0633dc3c7,,,,,,F,,C,2014-09-04 00:00:00,11,103,,,,,,,,,,,16,
180652,be980baf-21f7-4b46-a145-afaae0ac3050,,,,,,M,,C,2018-09-06 00:00:00,10,112,,,,,,,,,,,,
197955,02ff5eb7-44f7-4570-a100-6296e8e78fe9,,,,,,F,,C,2016-09-05 00:00:00,10,112,3,,,,,,,,,,,
164979,fcbd146b-7c1b-4831-afa2-f25d61b7b230,,,,,,M,,C,2018-09-04 00:00:00,9,109,,,2,,,,,,,,,
193180,e4d508ce-89fb-4e1e-8eae-89efb34df2f7,,,,,,F,,C,2018-12-03 00:00:00,Leaver,94,15,2,,,,,,,,,,
200396,ac71addb-2924-4f9b-a4b8-b20122fb7d0f,,,,,,M,,C,2019-05-20 00:00:00,Leaver,93,,,,44,,,,,,,,
146342,25b056bf-38f4-4735-8bdf-9b73153b8400,,,,,,F,,Leaver,2017-09-01 00:00:00,Leaver,102,3,1,,30,,,,,,,,
206933,19501226-697a-4b98-ab22-d7c1ceb02e0a,,,,,,M,,Leaver,2017-09-04 00:00:00,9,100,15,1,,,,,,,,,,
223334,7c512387-2f99-41d9-b66a-4dda3945b46b,,,,,,F,,C,2014-09-03 00:00:00,10,119,7,1,,,,,,,,,2,
113321,258660b8-e22f-4b4e-bf87-cde8f5348dbc,,,,,,M,,C,2015-09-03 00:00:00,10,86,10,1,2,34,,,,,,,8,
158644,37fbe6bf-a57d-40df-89ee-cd5bb618dc49,,,,,,M,,C,2018-09-06 00:00:00,10,119,8,,2,,,,,,,,,
217294,4a4aff7e-f8d0-49de-ba67-1e7cd34774ed,,,,,,F,,C,2015-09-03 00:00:00,11,116,6,,,,,,,,,,,
150482,7ec6d7a7-9204-4d19-8966-848932552c5e,,,,,,M,,Leaver,2014-09-04 00:00:00,Leaver,79,,,,29,,,,,7,,3,
186538,f8e30ff6-0b7c-46b4-97eb-3230358d54d7,,,,,,M,,C,2014-09-04 00:00:00,12,111,,,2,,,,,,,,,
147407,8da96ccd-ec47-4e99-85dd-ba370e216619,,,,,,M,,Leaver,2017-09-01 00:00:00,Leaver,82,6,,,29,,,,,,,,
190695,de78d9eb-313d-4aa6-a56e-e4578a3de61a,,,,,,M,,C,2019-07-01 00:00:00,11,99,4,,,,,,,12,,,,
208036,06ab2948-cdb3-4811-94d5-6278d4c3f482,,,,,,M,,C,2018-09-07 00:00:00,11,96,,1,,,,,,,,,,
150780,d2fd48e8-5a69-47a4-a5b2-9e9d3df531b9,,,,,,M,,Leaver,2018-11-19 00:00:00,9,113,,,,,,,,,,,,
183735,8b01c761-57c4-458a-86cd-8f683b795ed9,,,,,,F,,C,2018-09-07 00:00:00,Leaver,101,,,,,,,,,,,2,
274794,8717451e-4d6a-447b-b89d-0300585a3025,,,,,,F,,Leaver,2016-09-05 00:00:00,9,112,,,,,,,,1,,,1,
183692,79ad19a8-02d5-4e74-b5e9-116fd4b26e85,,,,,,F,,C,2018-09-07 00:00:00,9,115,2,1,,,,,,,,,,
200948,0bb13c51-385d-4cf5-9e56-d21adaf116aa,,,,,,M,,Leaver,2018-09-07 00:00:00,10,105,,,,,,,,,,,6,
194866,c33cead2-9ae2-480c-aa8f-d713e2c62893,,,,,,M,,C,2016-09-05 00:00:00,8,122,9,2,,,,,,,,,,
164738,ed4aeef7-2403-46bb-87ba-034d0c4a7b36,,,,,,M,,C,2016-09-01 00:00:00,11,109,2,,,,,,,,,,,
205830,f0e5fd4f-7570-47dc-ae4f-3928d0da0ee1,,,,,,F,,C,2016-09-05 00:00:00,10,114,,3,,,,,,,,,,
126548,d854bd30-a31a-477e-9cf9-1472261783d0,,,,,,F,,C,2014-09-04 00:00:00,10,87,4,,,27,,,,,,,,
169611,342835e1-42d9-46fb-8920-9ded77ca8530,,,,,,M,,C,2018-09-05 00:00:00,8,96,,,,,,,,,,,,
248303,503f9155-6ea2-459c-bc93-33f20b407eb8,,,,,,M,,Leaver,2015-09-03 00:00:00,12,68,,,,37,,,,,,,,
230905,c94549f2-5ef3-4227-99fa-5b1b1ea2afc6,,,,,,F,,C,2015-09-04 00:00:00,Leaver,88,8,2,,,,,,,,,6,
167991,d26953f5-05d0-4185-81db-705495cf487a,,,,,,F,,C,2018-09-03 00:00:00,10,107,,1,,,,,,,,,,
142157,47507588-496d-49d8-9988-c9c4b4823083,,,,,,F,,C,2018-09-06 00:00:00,9,116,,2,,,,,,,,,,
196835,85008170-f4c0-4122-aae3-c63cfb5a7192,,,,,,F,,C,2018-09-04 00:00:00,8,113,,,,,,,,,,,,
227749,7f1510d7-62b3-4369-a7fb-3d622c2f0fcf,,,,,,M,,Leaver,2016-09-02 00:00:00,9,109,8,2,,,,,,,,,1,
181885,0045cb21-e482-45d5-8b28-9413de5087fc,,,,,,M,,C,2018-09-07 00:00:00,9,104,,,,,,,,,,,,
188196,2f22cb47-0266-486f-88c8-a63d5e389108,,,,,,M,,C,2014-09-03 00:00:00,10,98,,,,,,,,,,,,
192121,daf6484f-ed7d-4fd5-a32b-58fd096615c4,,,,,,F,,C,2016-09-05 00:00:00,9,115,3,,,,,,,,,,,
135110,aca3df7a-2c72-44b6-9d98-4d0b5127c51f,,,,,,F,,C,2015-09-01 00:00:00,Leaver,118,12,,,,,,,,,,,
168045,e2b6b53a-fc3d-4381-9f86-d5e140a9e66a,,,,,,F,,C,2015-09-01 00:00:00,Leaver,88,,,,25,,,,,,,2,
196750,53f147bf-5bd1-4250-80e8-44697897dae8,,,,,,M,,C,2015-09-03 00:00:00,10,92,,1,,41,,,,,,,,
