establishment_number,upn,surname,forename,middlenames,preferred_surname,former_surname,gender,date_of_birth,enrol_status,entry_date,nc_year_actual,termly_sessions_possible,termly_sessions_authorised,termly_sessions_unauthorised,illness_authorised,medical_authorised,religious_authorised,study_leave_authorised,traveller_authorised,holiday_authorised,excluded_authorised,other_authorised,holiday_unauthorised,late_unauthorised,other_unauthorised,unknown_unauthorised
175545,f22c67c9-9383-4692-b46f-22e0f2beea42,,,,,,M,,C,2014-09-03 00:00:00,11,114,,,,,,,,,,,,,,
216105,7b2c8c26-072a-4641-9a4e-3e490551566d,,,,,,F,,C,2015-09-03 00:00:00,7,95,,,,,,,,,,,,,6,
238986,eeb1a10c-e085-4458-81a7-9829506fde14,,,,,,F,,C,2016-09-05 00:00:00,7,116,,,,,,,,,,,,,,
128007,5e0cfa57-78c8-433a-935f-e8d831da480b,,,,,,M,,C,2016-09-05 00:00:00,7,117,,,1,1,,,,,,,,,,
159533,baded166-856b-472d-9dec-d9fc38974be9,,,,,,F,,C,2012-09-04 00:00:00,8,106,,,,,,,,,,3,,,,
120294,5a419ced-f092-40fb-84eb-4eeafb1dca09,,,,,,M,,C,2014-09-02 00:00:00,10,100,,,5,,,,,,,3,,,2,
202877,1de1c2d3-fac9-4909-80a9-5a46c83596ee,,,,,,M,,C,2012-09-05 00:00:00,11,103,,,,,,,,,,,,,,
255231,3506f3d4-aa66-4392-8241-b5820675228f,,,,,,M,,C,2015-09-03 00:00:00,8,112,,,,1,,,,,,,,,,
179401,df3e2176-ef50-422b-9355-fa4c22064a8a,,,,,,M,,C,2016-09-05 00:00:00,9,116,,,3,,,,,,,,,,,
212458,7cb1ca82-78ca-414a-82ff-3bdc9cba429e,,,,,,M,,C,2014-09-05 00:00:00,10,85,,,7,3,,,,,,1,,,3,
205853,b5848447-1f02-4aeb-a999-e4d998d565a5,,,,,,F,,C,2013-09-05 00:00:00,9,117,,,,,,,,,,,,,,
164467,e0d67e8d-0c86-4f5a-b076-b9ead4b2454c,,,,,,M,,C,2015-09-03 00:00:00,7,103,,,6,,,,,,,,,,,
144322,a86259e3-b2d5-4085-9549-65c3c2685d31,,,,,,F,,C,2016-09-05 00:00:00,10,98,,,,,,,,,,,,,,
203271,66b1650a-45d9-464b-ac2e-39c567cdb78a,,,,,,F,,C,2014-09-01 00:00:00,11,107,,,,,,,,,,,,,,
214998,89af65a1-5ec0-4d2d-8e0f-623e5af67324,,,,,,F,,C,2015-09-04 00:00:00,8,101,,,,,,,,,,,,,,
194277,95a097e3-572e-4a06-81c0-ffa718b7cfde,,,,,,F,,C,2015-09-01 00:00:00,9,118,,,,,,,,,,,,,,
188021,a89a0379-f375-4939-8d0b-748ff86ad8ef,,,,,,F,,C,2012-09-06 00:00:00,9,99,,,3,,,,,,,,,,,
160910,b1cd1e91-e9c4-4628-af2e-502714745630,,,,,,M,,Leaver,2013-09-05 00:00:00,10,101,,,,,,,,,,,,,,
133154,9082297b-0d8d-45ef-b98d-aa088493d10f,,,,,,F,,C,2017-02-20 00:00:00,10,104,,,,2,,,,,,,,,,
105986,c816095d-ffad-44db-aab1-66d0afc427d1,,,,,,M,,C,2016-09-05 00:00:00,8,108,,,,2,,,,,,5,,,3,
217067,b0268797-27a8-4840-9272-ad48f0967a70,,,,,,F,,Leaver,2012-09-06 00:00:00,9,99,,,,,,,,,,2,,,,
134358,d15378bf-5234-48b7-8e47-2f924d6fab97,,,,,,M,,C,2015-09-03 00:00:00,8,107,,,,,,,,,,,,,10,
160182,1b75c05e-7f52-4c41-a2ac-92c3ce9286c4,,,,,,M,,C,2013-09-03 00:00:00,10,105,,,,,,,,,,,,,,
143020,5800cd17-c7fe-474b-9a89-1ac024b117b1,,,,,,F,,C,2015-09-04 00:00:00,8,117,,,14,3,,,,,,,,,,
106859,7a1f28a2-a1dd-4cc6-8f02-ec0ef4ed7f48,,,,,,F,,C,2016-09-01 00:00:00,9,112,,,12,2,,,,,,,,,,
224317,af6b4865-4b6b-4356-862b-79bd1c4078bb,,,,,,F,,C,2012-09-06 00:00:00,11,99,,,,,,,,,,,,,,
231092,f86ee209-e281-4f77-8737-2058daf68243,,,,,,M,,C,2015-09-03 00:00:00,8,101,,,,2,,,,,,,,,,
198906,0c39e007-88a9-418c-9e75-771fdc3b98ff,,,,,,F,,C,2016-09-01 00:00:00,9,105,,,4,2,,,,,,,,,,
171120,10604dce-6525-4cb9-a25e-748d88977d03,,,,,,F,,C,2014-09-04 00:00:00,10,99,,,4,,,,,,,,,,4,
172299,ef450f15-67b0-40c0-94d8-f0befb330786,,,,,,F,,C,2017-03-13 00:00:00,10,104,,,,3,,,,,,1,,,,
173799,b47bb765-ddd1-4168-ad65-a836556cb9f4,,,,,,F,,C,2012-09-06 00:00:00,8,116,,,,,,,,,,,,,,
179535,ff678534-e094-420b-b634-3c2830fb0dae,,,,,,F,,C,2015-09-03 00:00:00,9,111,,,,,,,,,,,,,,
168470,2ded2a0b-a4cc-488d-9d58-cc544c13b9f4,,,,,,F,,C,2017-02-28 00:00:00,11,104,,,6,,,,,,,,,,,
220964,dc3f378c-a7eb-402c-bd7e-5dc3e16bdcc7,,,,,,M,,C,2015-09-03 00:00:00,9,113,,,1,,,,,,,,,,,
141350,4226be9d-fbef-4fb7-b837-383b0fcdf815,,,,,,M,,C,2012-09-06 00:00:00,7,109,,,,,,,,,,,,,,
193929,d6510198-01ea-43dc-be7d-6df9bf874540,,,,,,F,,C,2016-09-05 00:00:00,8,107,,,8,2,,,,,,,,,,
209150,7ec06d5a-3ad7-43cd-bc59-61c7f0139397,,,,,,M,,C,2012-09-06 00:00:00,8,99,,,,2,,,,,,3,,,2,
273748,c441fcfe-463d-4cc6-bef3-1b0952ae98f2,,,,,,F,,C,2016-06-06 00:00:00,11,108,,,,,,,,,,,,,,
215766,46e4e066-249b-4fd7-8e53-445c6514d8e3,,,,,,F,,C,2014-09-03 00:00:00,8,111,,,,,,,,,,,,,,
160012,64920123-0749-4299-9a82-b712af70ff0e,,,,,,F,,Leaver,2013-09-02 00:00:00,10,103,,,6,1,,,,,,3,,,5,
223828,88571923-34f8-4f20-a311-4fc355eab3bb,,,,,,F,,C,2016-09-01 00:00:00,9,115,,,5,,,,,,,,,,,
161444,c5ca6186-15b2-4076-81ab-b0d6219f72d6,,,,,,F,,C,2012-09-01 00:00:00,Leaver,101,,,4,,,,,,,,,,8,
159666,53010fff-bbc1-4061-9742-ea736e24fc6d,,,,,,F,,C,2015-01-28 00:00:00,8,117,,,,2,,,,,,,,,,
203723,379e2e66-d8e9-4a15-89c7-0330d3d423f7,,,,,,F,,C,2008-09-02 00:00:00,8,96,,,,,,,,,,,,,,
192434,06267b16-d86a-4753-b72e-d51a73be2d9d,,,,,,M,,C,2012-09-06 00:00:00,8,107,,,6,,,,,,,,,,14,
221928,311d7a9d-7b85-41d3-8068-c6c851c631aa,,,,,,M,,C,2016-02-10 00:00:00,9,98,,,,,,,,,,,,,,
164196,d32b4b88-3894-4af2-946a-fa1e3add224b,,,,,,F,,C,2015-09-03 00:00:00,8,107,,,,,,,,,,,,,8,
186040,7ef10373-e323-45db-8f23-0aa4d27f8b3a,,,,,,M,,C,2014-09-03 00:00:00,10,103,,,,,,,,,,,,,8,
174308,0aa2dab1-c3e5-4664-b630-dab26a2f2efa,,,,,,F,,C,2013-09-05 00:00:00,9,100,,,,,,,,,,1,,,11,
188000,b2cc9d90-7a03-46d3-b3fd-aef15b27b040,,,,,,M,,C,2015-09-04 00:00:00,8,108,,,3,,,,,,,,,,,
167589,f7d1c632-3e01-493e-96cf-87f650d74700,,,,,,F,,C,2015-09-04 00:00:00,10,117,,,2,2,,,,,,,,,2,
250849,dd1a25a0-2106-4d0d-b159-cedafdb482c1,,,,,,M,,C,2016-09-05 00:00:00,7,103,,,,,,,,,,,,,,
153786,10629dee-ce29-4de7-9eb8-8228ecab788c,,,,,,F,,C,2016-09-05 00:00:00,7,115,,,19,,,,,,,,,,,
168866,8a3e3adc-6f00-4bbf-a785-05219bd0ae88,,,,,,M,,Leaver,2015-09-04 00:00:00,9,95,,,,,,,,,,,,,3,
196337,3b3525e7-554a-4dbf-a1ad-6beb3ab0c718,,,,,,M,,C,2015-09-04 00:00:00,9,102,,,2,,,,,,,,,,,
196063,342013d4-37b5-4954-abe0-398ab145aae4,,,,,,M,,C,2016-09-01 00:00:00,Leaver,115,,,,,,,,,,,,,,
181303,4d244f78-2db1-486c-81bb-ca1251dfe48e,,,,,,F,,C,2013-09-03 00:00:00,11,102,,,22,,,,,,,,,,,
130490,99b80da7-8b2d-4367-a139-8bac764eaa77,,,,,,F,,C,2012-09-06 00:00:00,8,110,,,,,,,,,,2,,,19,
176223,dd61e8bd-e026-4d7a-8170-6a687ec60046,,,,,,M,,C,2014-12-17 00:00:00,Leaver,117,,,15,2,,,,,,,,,1,
165971,611bf4a7-3bf7-4d71-954f-36c30697593c,,,,,,F,,C,2015-09-03 00:00:00,8,98,,,,2,,,,,,,,,3,
149151,44ab0823-655a-4418-a61a-31c788017eef,,,,,,F,,C,2012-09-04 00:00:00,12,100,,,,,,,,,,,,,,
229207,bb4192e7-cc84-4f1f-9b3a-d1c2e8e36d9a,,,,,,F,,C,2016-09-01 00:00:00,8,118,,,2,2,,,,,,,,,,
214635,c5221b7c-ef9a-44f5-ae6c-6cbc3444d7f8,,,,,,F,,C,2014-09-04 00:00:00,8,112,,,4,,,,,,,,,,6,
213383,83420c05-0dd1-4346-b9d4-d5a93e149032,,,,,,M,,C,2013-09-01 00:00:00,8,81,,,12,1,,,,,,,,,3,
212116,f668dabf-ec9a-4996-94f7-12c02c5da461,,,,,,M,,C,2014-09-01 00:00:00,11,110,,,10,,,,,,,,,,,
187998,a117f357-e7ea-428d-b36d-9eefc811abba,,,,,,F,,C,2016-01-07 00:00:00,11,112,,,4,,,,,,,,,,3,
176866,40ebb9f8-91af-4be8-a13f-110c605ac845,,,,,,F,,C,2016-09-05 00:00:00,7,105,,,,,,,,,,,,,,
209542,46836e2c-e996-4de1-ac36-c760e480a8ec,,,,,,M,,C,2016-09-05 00:00:00,9,106,,,11,1,,,,,,,,,6,
167009,c5d0f572-88c2-4aff-bdfe-cb8f6bd6670a,,,,,,M,,C,2015-09-01 00:00:00,8,105,,,9,,,,,,,,,,10,
144562,7952cfa7-9403-452b-8696-be8d6874eee7,,,,,,M,,C,2015-09-04 00:00:00,9,115,,,,,,,,,,,,,,
159832,240ab09d-8fdd-4688-bb23-2bcacb242c5f,,,,,,M,,C,2014-09-03 00:00:00,11,116,,,,3,,,,,,,,,4,
200423,dc8b26e3-c0c7-4a61-8e5d-bc30b11e694f,,,,,,M,,C,2014-09-18 00:00:00,11,114,,,7,2,,,,,,,,,,
176706,2af3445a-295c-44f2-9cc9-e04e9bd3fb75,,,,,,M,,C,2015-09-04 00:00:00,8,117,,,19,,,,,,,,,,,
243945,6c906200-bb37-4824-9acc-b16f3dead3f0,,,,,,F,,C,2015-09-04 00:00:00,9,110,,,18,3,,,,,,,,,,
135761,24693add-b04a-4dc9-9472-cd6d0c4fde3b,,,,,,M,,C,2014-09-09 00:00:00,11,108,,,,2,,,,,,2,,,,
206621,ee14a07c-e9c7-40e0-bb13-8ffdbf04fa62,,,,,,M,,C,2015-09-04 00:00:00,10,117,,,,1,,,,,,,,,1,
238024,a4d13882-7d1f-42a1-b7ce-fb7eafd5388f,,,,,,M,,C,2014-09-05 00:00:00,10,113,,,,,,,,,,,,,,
167209,9d2c037b-ef4c-4610-a896-1632ecc1c55d,,,,,,F,,C,2013-09-04 00:00:00,8,109,,,,1,,,,,,6,,,,
180550,a626df19-d96e-4e3a-a303-e108c639fb4d,,,,,,F,,Leaver,2012-09-04 00:00:00,10,105,,,,,,,,,,,,,,
186321,b09f2bdf-69b7-45e7-9fe3-d1b9a0992e19,,,,,,F,,C,2012-09-06 00:00:00,11,107,,,,1,,,,,,,,,7,
246810,45ed8019-7aa6-42e8-b92c-723547847ac2,,,,,,F,,C,2015-09-04 00:00:00,8,109,,,,,,,,,,,,,,
152467,a27c9f72-881c-47fd-9633-25668ec7ef77,,,,,,M,,Leaver,2014-09-01 00:00:00,9,86,,,,,,,,,,,,,,
173467,d47f8f47-bb33-4ad2-880f-ef36390c22f7,,,,,,F,,C,2013-09-04 00:00:00,11,114,,,3,,,,,,,,,,,
159554,0db929bb-2632-4818-a597-5a1a25274626,,,,,,F,,C,2015-09-01 00:00:00,7,103,,,,,,,,,,,,,,
155704,95b9f457-c212-4530-b6f8-3d49f3fefe94,,,,,,M,,C,2014-09-01 00:00:00,9,116,,,,,,,,,,,,,4,
268821,1f7afe98-e08e-4a33-98fd-5640e5664bc3,,,,,,F,,C,2013-09-03 00:00:00,10,114,,,,3,,,,,,,,,,
179207,ec8c072b-ed2e-452d-9a2d-6cea07be87a8,,,,,,M,,C,2015-09-03 00:00:00,7,87,,,8,,,,,,,,,,,
159493,4178c924-f1d2-4802-bc84-1d35206565ff,,,,,,F,,C,2012-09-05 00:00:00,9,89,,,4,,,,,,,,,,,
151390,c269d1b2-c7f2-4fd2-87ae-b618bbf1965d,,,,,,M,,C,2014-09-03 00:00:00,9,109,,,3,4,,,,,,,,,,
217258,306404d8-046a-40d7-a2e0-85feea95ffb5,,,,,,F,,C,2012-09-06 00:00:00,9,102,,,4,,,,,,,1,,,,
142771,0d9bbc01-71f6-40aa-b039-4d496ae3b2a2,,,,,,F,,C,2015-10-01 00:00:00,9,117,,,12,2,,,,,,,,,,
240889,f1a56989-1f8a-4c81-9ec4-3219ebc380fa,,,,,,M,,C,2012-09-06 00:00:00,9,113,,,10,1,,,,,,,,,,
143924,8c80a0ea-a7d5-44ee-a397-434a1baf3358,,,,,,M,,C,2016-09-01 00:00:00,8,114,,,8,,,,,,,2,,,5,
120450,917662bc-d4ea-41e7-950a-b7b0f9157067,,,,,,M,,C,2014-09-09 00:00:00,11,100,,,,1,,,,,,,,,11,
171023,2951416d-0b4e-4a9f-b612-6b7a31228de8,,,,,,M,,C,2013-09-03 00:00:00,8,111,,,5,,,,,,,,,,,
182400,bb81a68d-4462-47c9-8802-eaebd307046a,,,,,,M,,C,2012-09-05 00:00:00,7,96,,,4,3,,,,,,,,,,
261541,2ae1ecbe-9c87-451d-b74c-7c2698424fbe,,,,,,M,,C,2016-09-05 00:00:00,8,105,,,,,,,,,,,,,,
250481,c2577738-c1e2-417e-a75e-41756ecab14e,,,,,,F,,C,2016-02-29 00:00:00,9,112,,,,,,,,,,,,,,
124647,f70a014a-6289-407a-a7e2-13c30b797635,,,,,,F,,C,2016-09-05 00:00:00,8,114,,,4,,,,,,,,,,,
183091,7affa9de-7199-41a9-825f-5bcead050ba4,,,,,,M,,C,2015-09-03 00:00:00,8,98,,,15,2,,,,,,,,,,
221708,803a84b8-5318-4073-9911-745747710e30,,,,,,F,,C,2016-09-05 00:00:00,7,109,,,11,2,,,,,,,,,,
